File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF534DCE	bam	bam		alignments	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1		99					/files/ENCFF261UXP/, /files/ENCFF260KVA/, /files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF962SRP/, /files/ENCFF110MCL/, /files/ENCFF420XJE/, /files/ENCFF761EDP/, /files/ENCFF431UDN/, /files/ENCFF356LFX/, /files/ENCFF123TMX/, /files/ENCFF147WEL/, /files/ENCFF304XEX/	10012174956	ENCODE Processing Pipeline	4bd9c1e48617afea2a2cf4834eed961b		https://www.encodeproject.org/files/ENCFF534DCE/@@download/ENCFF534DCE.bam				released	s3://encode-public/2021/03/16/781bf763-825b-41df-9e58-c15a3e16f365/ENCFF534DCE.bam	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/781bf763-825b-41df-9e58-c15a3e16f365/ENCFF534DCE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF077FBI	bam	bam		alignments	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1		99					/files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF441SZZ/, /files/ENCFF140XLU/, /files/ENCFF742FCG/, /files/ENCFF110MCL/, /files/ENCFF827WXQ/, /files/ENCFF457HSH/, /files/ENCFF902AAO/, /files/ENCFF356LFX/, /files/ENCFF354EXH/, /files/ENCFF575ZTZ/, /files/ENCFF178ILL/, /files/ENCFF304XEX/	7492959554	ENCODE Processing Pipeline	135e5a65e5eafac97a8a2242b4c13963		https://www.encodeproject.org/files/ENCFF077FBI/@@download/ENCFF077FBI.bam				released	s3://encode-public/2021/03/16/e5948cab-16cc-4bfd-b1fb-93f192ca62d2/ENCFF077FBI.bam	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/e5948cab-16cc-4bfd-b1fb-93f192ca62d2/ENCFF077FBI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF043TYW	bigWig	bigWig		signal p-value	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF077FBI/	1380935594	ENCODE Processing Pipeline	8ab455aa7567ae9dcaf625378a6ba40c		https://www.encodeproject.org/files/ENCFF043TYW/@@download/ENCFF043TYW.bigWig				released	s3://encode-public/2021/03/16/81bfe33e-8722-4ab4-82c0-530a03c02264/ENCFF043TYW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/81bfe33e-8722-4ab4-82c0-530a03c02264/ENCFF043TYW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF656ZKM	bigWig	bigWig		fold change over control	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF077FBI/	1768717479	ENCODE Processing Pipeline	748eb13c0d3644f8c4dec6ff29b03bb1		https://www.encodeproject.org/files/ENCFF656ZKM/@@download/ENCFF656ZKM.bigWig				released	s3://encode-public/2021/03/16/ed6625ac-4271-427c-bb7b-613e92a91a98/ENCFF656ZKM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/ed6625ac-4271-427c-bb7b-613e92a91a98/ENCFF656ZKM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF102ARJ	bigWig	bigWig		fold change over control	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF534DCE/	4514690311	ENCODE Processing Pipeline	55f5a2e4590784a960b785a31ed4b85a		https://www.encodeproject.org/files/ENCFF102ARJ/@@download/ENCFF102ARJ.bigWig				released	s3://encode-public/2021/03/16/b790ea43-824d-4934-840b-cb3612634cfd/ENCFF102ARJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/b790ea43-824d-4934-840b-cb3612634cfd/ENCFF102ARJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF217HXL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF128WZG/	12808098	ENCODE Processing Pipeline	0198399b118d6a81ae027a92ed9b2dd8		https://www.encodeproject.org/files/ENCFF217HXL/@@download/ENCFF217HXL.bed.gz				released	s3://encode-public/2021/03/16/b6253442-2efd-482d-bc4f-50be30afd7a1/ENCFF217HXL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/b6253442-2efd-482d-bc4f-50be30afd7a1/ENCFF217HXL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF433EPT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF077FBI/, /files/ENCFF356LFX/	3448006	ENCODE Processing Pipeline	902066185456f80de32f84fd3a80a0c3		https://www.encodeproject.org/files/ENCFF433EPT/@@download/ENCFF433EPT.bed.gz				released	s3://encode-public/2021/03/16/1974ad87-c4d4-4b50-b9f8-8287cc2b67dd/ENCFF433EPT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/1974ad87-c4d4-4b50-b9f8-8287cc2b67dd/ENCFF433EPT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF954YJS	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF534DCE/	14551534	ENCODE Processing Pipeline	9f64feb7950fd590bc8d73be311994aa		https://www.encodeproject.org/files/ENCFF954YJS/@@download/ENCFF954YJS.bed.gz				released	s3://encode-public/2021/03/16/343ed662-c704-43b2-a54b-ef740b099d25/ENCFF954YJS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/343ed662-c704-43b2-a54b-ef740b099d25/ENCFF954YJS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF855PCP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF356LFX/, /files/ENCFF534DCE/	4047527	ENCODE Processing Pipeline	bee81b0efe50b144c24d2060a87aa843		https://www.encodeproject.org/files/ENCFF855PCP/@@download/ENCFF855PCP.bed.gz				released	s3://encode-public/2021/03/16/015cf308-609f-4678-ba9f-ca228635bcb7/ENCFF855PCP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/015cf308-609f-4678-ba9f-ca228635bcb7/ENCFF855PCP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF318AIW	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF855PCP/	8079397	ENCODE Processing Pipeline	24a7302e10c95baac770078c7a648805		https://www.encodeproject.org/files/ENCFF318AIW/@@download/ENCFF318AIW.bigBed				released	s3://encode-public/2021/03/16/8d1d9fcf-70ad-4a0d-a3dc-835d249288b2/ENCFF318AIW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/8d1d9fcf-70ad-4a0d-a3dc-835d249288b2/ENCFF318AIW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF590CPE	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF356LFX/, /files/ENCFF534DCE/	6887524	ENCODE Processing Pipeline	f6a345ead51c36e4bfc9347397fb6c4c		https://www.encodeproject.org/files/ENCFF590CPE/@@download/ENCFF590CPE.bed.gz				released	s3://encode-public/2021/03/16/038e873d-b3ff-46fc-9ed0-0a092880b50c/ENCFF590CPE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/038e873d-b3ff-46fc-9ed0-0a092880b50c/ENCFF590CPE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF601OSW	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF590CPE/	13867864	ENCODE Processing Pipeline	e1dbafbc7d6db85c92beaa14b177b05f		https://www.encodeproject.org/files/ENCFF601OSW/@@download/ENCFF601OSW.bigBed				released	s3://encode-public/2021/03/16/acb8eee3-4c0c-4947-99ab-a70f6423457a/ENCFF601OSW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/acb8eee3-4c0c-4947-99ab-a70f6423457a/ENCFF601OSW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF838DKW	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF534DCE/	14352117	ENCODE Processing Pipeline	12b826d713c9cbf7d72cf84e0ccd5018		https://www.encodeproject.org/files/ENCFF838DKW/@@download/ENCFF838DKW.bed.gz				released	s3://encode-public/2021/03/16/4abdeb7b-53b6-4b30-a3af-efcc3c00590b/ENCFF838DKW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/4abdeb7b-53b6-4b30-a3af-efcc3c00590b/ENCFF838DKW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF349AKO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF356LFX/, /files/ENCFF534DCE/	6383731	ENCODE Processing Pipeline	2fbbfb8c4c8fb3c67ef8b342c9d2b275		https://www.encodeproject.org/files/ENCFF349AKO/@@download/ENCFF349AKO.bed.gz				released	s3://encode-public/2021/03/16/913e785c-0053-4ae5-b329-c363b9fa5540/ENCFF349AKO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/913e785c-0053-4ae5-b329-c363b9fa5540/ENCFF349AKO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF144MBA	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF973QQZ/	12782717	ENCODE Processing Pipeline	b69cc1fd4ab96cca0ef41ee17bef4aeb		https://www.encodeproject.org/files/ENCFF144MBA/@@download/ENCFF144MBA.bigBed				released	s3://encode-public/2021/03/16/2cfb4d22-6539-40e7-80b5-9bc4206c7ada/ENCFF144MBA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/2cfb4d22-6539-40e7-80b5-9bc4206c7ada/ENCFF144MBA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF060CLA	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF534DCE/	14201271	ENCODE Processing Pipeline	6f16b31075f889d8b84e6f2c9e522aff		https://www.encodeproject.org/files/ENCFF060CLA/@@download/ENCFF060CLA.bed.gz				released	s3://encode-public/2021/03/16/ccc7b9dc-bcca-4872-bfdd-cb5417b8e6c4/ENCFF060CLA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/ccc7b9dc-bcca-4872-bfdd-cb5417b8e6c4/ENCFF060CLA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF694QAE	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF678GBM/	13810690	ENCODE Processing Pipeline	0da160a75d58dd1b330742b49937027e		https://www.encodeproject.org/files/ENCFF694QAE/@@download/ENCFF694QAE.bigBed				released	s3://encode-public/2021/03/16/9b3d5d3b-8bba-4d61-b6d8-7e59818ef602/ENCFF694QAE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/9b3d5d3b-8bba-4d61-b6d8-7e59818ef602/ENCFF694QAE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF697MBK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF771HDN/	7180664	ENCODE Processing Pipeline	5bd54d36cc5d7901e65121fd8a0d9db2		https://www.encodeproject.org/files/ENCFF697MBK/@@download/ENCFF697MBK.bigBed				released	s3://encode-public/2021/03/16/b01518ab-cbe9-47ed-a37d-eb3b49770533/ENCFF697MBK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/b01518ab-cbe9-47ed-a37d-eb3b49770533/ENCFF697MBK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF691QRB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF433EPT/	7203219	ENCODE Processing Pipeline	cb1eec0856edd6ef083d49c8aed0da3e		https://www.encodeproject.org/files/ENCFF691QRB/@@download/ENCFF691QRB.bigBed				released	s3://encode-public/2021/03/16/c9ef19e1-c0cc-4683-a164-af2a8f2d1207/ENCFF691QRB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/c9ef19e1-c0cc-4683-a164-af2a8f2d1207/ENCFF691QRB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF150GLQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF135AEX/	7917231	ENCODE Processing Pipeline	3fcb63a2e232abb57d246d3be2ab1fa3		https://www.encodeproject.org/files/ENCFF150GLQ/@@download/ENCFF150GLQ.bigBed				released	s3://encode-public/2021/03/16/10cb53ea-64a6-4981-9a91-ae7eb4ad28c1/ENCFF150GLQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/10cb53ea-64a6-4981-9a91-ae7eb4ad28c1/ENCFF150GLQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF706RJP	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF349AKO/	13186200	ENCODE Processing Pipeline	fc448ceda7d121e9a996aeb693ad132e		https://www.encodeproject.org/files/ENCFF706RJP/@@download/ENCFF706RJP.bigBed				released	s3://encode-public/2021/03/16/5aa3b933-0722-448f-8b4d-66fd78b52320/ENCFF706RJP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/5aa3b933-0722-448f-8b4d-66fd78b52320/ENCFF706RJP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF104MCP	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF057UYP/	13673375	ENCODE Processing Pipeline	01155dead9bce35077c35696778b31bb		https://www.encodeproject.org/files/ENCFF104MCP/@@download/ENCFF104MCP.bigBed				released	s3://encode-public/2021/03/16/e7501174-04f0-4791-a4ef-5295a14a5905/ENCFF104MCP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/e7501174-04f0-4791-a4ef-5295a14a5905/ENCFF104MCP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF678GBM	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF356LFX/, /files/ENCFF534DCE/	6863036	ENCODE Processing Pipeline	287f0d41161127c2ca21d5456c3bf535		https://www.encodeproject.org/files/ENCFF678GBM/@@download/ENCFF678GBM.bed.gz				released	s3://encode-public/2021/03/16/14744360-162e-401b-bb93-e854b3f78931/ENCFF678GBM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/14744360-162e-401b-bb93-e854b3f78931/ENCFF678GBM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
