Chrom	ChromStart	ChromEnd	Region	Group	Label	Zcore	Assay_Label
chr12	123719215	123720584	chr12:123719215-123720584	Distal:Active	Screen:NotSignif	-0.23246155555555556	CRISPRi-Growth
chr12	124036540	124037021	chr12:124036540-124037021	Distal:Active	Screen:NotSignif	-0.2425005	CRISPRi-Growth
chr12	124109544	124110160	chr12:124109544-124110160	Distal:Active	Screen:NotSignif	-0.074322	CRISPRi-Growth
chr12	124190523	124191272	chr12:124190523-124191272	Distal:Active	Screen:NotSignif	-0.138937	CRISPRi-Growth
chr12	124240267	124240943	chr12:124240267-124240943	Distal:Active	Screen:NotSignif	0.00439229999999999	CRISPRi-Growth
chr12	124436071	124436629	chr12:124436071-124436629	Distal:Active	Screen:NotSignif	-0.08973325	CRISPRi-Growth
chr12	124464852	124466829	chr12:124464852-124466829	Distal:Active	Screen:NotSignif	0.2384316	CRISPRi-Growth
chr12	124512571	124513284	chr12:124512571-124513284	Distal:Active	Screen:NotSignif	0.3777618	CRISPRi-Growth
chr12	124551190	124552191	chr12:124551190-124552191	Distal:Active	Screen:NotSignif	-0.1052392	CRISPRi-Growth
chr12	124566231	124568264	chr12:124566231-124568264	Proximal:Active	Screen:NotSignif	-0.2994533	CRISPRi-Growth
chr12	124605297	124606579	chr12:124605297-124606579	Distal:Active	Screen:NotSignif	-0.06016280000000001	CRISPRi-Growth
chr12	124739686	124740220	chr12:124739686-124740220	Distal:Active	Screen:NotSignif	0.10484075	CRISPRi-Growth
chr12	124745804	124746729	chr12:124745804-124746729	Distal:Active	Screen:NotSignif	-0.14647480000000002	CRISPRi-Growth
chr12	124803867	124804544	chr12:124803867-124804544	Distal:Active	Screen:NotSignif	-0.1090612	CRISPRi-Growth
chr12	124913991	124915477	chr12:124913991-124915477	Proximal:Active	Screen:NotSignif	0.39269845	CRISPRi-Growth
chr12	124917051	124917836	chr12:124917051-124917836	Proximal:Active	Screen:NotSignif	0.110376875	CRISPRi-Growth
chr12	124921279	124922059	chr12:124921279-124922059	Distal:Repressive	Screen:NotSignif	-0.17537784210526317	CRISPRi-Growth
chr12	124926858	124928434	chr12:124926858-124928434	Distal:Active	Screen:NotSignif	0.057664	CRISPRi-Growth
chr12	125228487	125229118	chr12:125228487-125229118	Distal:Active	Screen:NotSignif	-0.05744590000000001	CRISPRi-Growth
chr12	125233396	125233751	chr12:125233396-125233751	Distal:Active	Screen:NotSignif	-0.05799766666666667	CRISPRi-Growth
chr12	125861463	125861915	chr12:125861463-125861915	Distal:Active	Screen:NotSignif	-0.04484909999999999	CRISPRi-Growth
chr12	126772078	126772833	chr12:126772078-126772833	Proximal:Active	Screen:NotSignif	0.053316	CRISPRi-Growth
chr12	126781710	126781911	chr12:126781710-126781911	Distal:Active	Screen:NotSignif	0.0918421111111111	CRISPRi-Growth
chr12	126907560	126908559	chr12:126907560-126908559	Distal:Active	Screen:NotSignif	-0.1166645	CRISPRi-Growth
chr12	127060188	127061468	chr12:127060188-127061468	Proximal:Active	Screen:NotSignif	-0.0634211	CRISPRi-Growth
chr12	127083054	127083761	chr12:127083054-127083761	Distal:Active	Screen:NotSignif	-0.26470340000000003	CRISPRi-Growth
chr12	127145764	127146851	chr12:127145764-127146851	Distal:Active	Screen:NotSignif	0.3884386	CRISPRi-Growth
chr12	127280556	127281263	chr12:127280556-127281263	Distal:Repressive	Screen:NotSignif	0.07705419999999999	CRISPRi-Growth
chr12	127363367	127363684	chr12:127363367-127363684	Distal:Active	Screen:NotSignif	0.24139	CRISPRi-Growth
chr12	128823107	128824886	chr12:128823107-128824886	Proximal:Active	Screen:NotSignif	0.0472371	CRISPRi-Growth
chr12	128976017	128976701	chr12:128976017-128976701	Distal:Active	Screen:NotSignif	0.03620409999999998	CRISPRi-Growth
chr12	128980543	128981021	chr12:128980543-128981021	Distal:Active	Screen:NotSignif	-0.1915166	CRISPRi-Growth
chr12	129109289	129110171	chr12:129109289-129110171	Proximal:Active	Screen:NotSignif	-0.0018746	CRISPRi-Growth
chr12	129659919	129661258	chr12:129659919-129661258	Distal:Active	Screen:NotSignif	-0.26119766666666666	CRISPRi-Growth
chr12	129790191	129790758	chr12:129790191-129790758	Distal:Active	Screen:NotSignif	0.02151488888888888	CRISPRi-Growth
chr12	130649198	130649890	chr12:130649198-130649890	Distal:Active	Screen:NotSignif	-0.2609382	CRISPRi-Growth
chr12	130668312	130669679	chr12:130668312-130669679	Distal:Active	Screen:Signif	0.4331439	CRISPRi-Growth
chr12	130825794	130826557	chr12:130825794-130826557	Distal:Active	Screen:NotSignif	0.2938728	CRISPRi-Growth
chr12	130855192	130856008	chr12:130855192-130856008	Distal:Active	Screen:NotSignif	0.008507	CRISPRi-Growth
chr12	130870591	130872718	chr12:130870591-130872718	Proximal:Active	Screen:Signif	1.3352974736842105	CRISPRi-Growth
chr12	130958799	130959856	chr12:130958799-130959856	Distal:Active	Screen:NotSignif	-0.01971339999999999	CRISPRi-Growth
chr12	130999772	131000623	chr12:130999772-131000623	Distal:Active	Screen:NotSignif	0.070328	CRISPRi-Growth
chr12	131163973	131164884	chr12:131163973-131164884	Proximal:Active	Screen:NotSignif	0.15529976923076924	CRISPRi-Growth
chr12	131194112	131194548	chr12:131194112-131194548	Distal:Active	Screen:NotSignif	-0.1554734	CRISPRi-Growth
chr12	131216771	131217487	chr12:131216771-131217487	Distal:Active	Screen:NotSignif	0.1019759	CRISPRi-Growth
chr12	131224048	131224914	chr12:131224048-131224914	Distal:Repressive	Screen:NotSignif	0.42994928571428576	CRISPRi-Growth
chr12	131229346	131230604	chr12:131229346-131230604	Distal:Active	Screen:NotSignif	0.0454421	CRISPRi-Growth
chr12	131242711	131243343	chr12:131242711-131243343	Distal:Active	Screen:NotSignif	-0.22290333333333331	CRISPRi-Growth
chr12	131248019	131248294	chr12:131248019-131248294	Distal:Active	Screen:NotSignif	0.21161788888888888	CRISPRi-Growth
chr12	131267774	131268783	chr12:131267774-131268783	Distal:Active	Screen:NotSignif	-0.1132395	CRISPRi-Growth
chr12	131351181	131351927	chr12:131351181-131351927	Distal:Active	Screen:NotSignif	-0.2275309375	CRISPRi-Growth
chr12	131402344	131402716	chr12:131402344-131402716	Distal:Active	Screen:NotSignif	-0.20863557142857145	CRISPRi-Growth
chr12	131434349	131435124	chr12:131434349-131435124	Distal:Active	Screen:NotSignif	0.12095787500000002	CRISPRi-Growth
chr12	131529766	131530231	chr12:131529766-131530231	Distal:Active	Screen:NotSignif	0.0997478	CRISPRi-Growth
chr12	131591436	131593176	chr12:131591436-131593176	Distal:Active	Screen:NotSignif	-0.2238908	CRISPRi-Growth
chr12	131605229	131605574	chr12:131605229-131605574	Distal:Active	Screen:NotSignif	0.04033066666666667	CRISPRi-Growth
chr12	131646458	131646725	chr12:131646458-131646725	Proximal:Repressive	Screen:NotSignif	0.0589308	CRISPRi-Growth
chr12	131710448	131712191	chr12:131710448-131712191	Proximal:Active	Screen:NotSignif	0.1538345	CRISPRi-Growth
chr12	131755384	131755644	chr12:131755384-131755644	Distal:Active	Screen:NotSignif	-0.4556942222222222	CRISPRi-Growth
chr12	131901874	131902523	chr12:131901874-131902523	Distal:Repressive	Screen:NotSignif	0.03704789999999998	CRISPRi-Growth
chr12	131949308	131951298	chr12:131949308-131951298	Proximal:Active	Screen:NotSignif	0.3553925	CRISPRi-Growth
chr12	132268741	132269141	chr12:132268741-132269141	Distal:Active	Screen:NotSignif	0.2971796666666667	CRISPRi-Growth
chr12	132328924	132329552	chr12:132328924-132329552	Proximal:Repressive	Screen:NotSignif	-0.773889	CRISPRi-Growth
chr12	132392927	132394398	chr12:132392927-132394398	Distal:Active	Screen:NotSignif	-0.0946618	CRISPRi-Growth
chr12	132422113	132422666	chr12:132422113-132422666	Distal:Active	Screen:NotSignif	-0.133492	CRISPRi-Growth
chr12	132423322	132423882	chr12:132423322-132423882	Distal:Active	Screen:NotSignif	-0.2730739	CRISPRi-Growth
chr12	132445646	132446580	chr12:132445646-132446580	Distal:Active	Screen:NotSignif	0.008189	CRISPRi-Growth
chr12	132471103	132471678	chr12:132471103-132471678	Distal:Active	Screen:NotSignif	-0.1186396	CRISPRi-Growth
chr12	132506820	132507252	chr12:132506820-132507252	Proximal:Active	Screen:NotSignif	-0.23586457142857145	CRISPRi-Growth
chr12	132600209	132601448	chr12:132600209-132601448	Distal:Active	Screen:NotSignif	-0.102361	CRISPRi-Growth
chr12	132619520	132623380	chr12:132619520-132623380	Proximal:Repressive	Screen:NotSignif	-0.00346253571428571	CRISPRi-Growth
chr12	132686538	132688134	chr12:132686538-132688134	Proximal:Active	Screen:Signif	0.7557394	CRISPRi-Growth
chr12	132908242	132909178	chr12:132908242-132909178	Distal:Active	Screen:NotSignif	-0.1191864	CRISPRi-Growth
chr12	132955334	132956705	chr12:132955334-132956705	Proximal:Active	Screen:NotSignif	0.1330972	CRISPRi-Growth
chr12	132986018	132987094	chr12:132986018-132987094	Proximal:Active	Screen:NotSignif	0.2598194	CRISPRi-Growth
chr12	133079945	133081239	chr12:133079945-133081239	Proximal:Active	Screen:NotSignif	0.0855272	CRISPRi-Growth
chr12	133129811	133130970	chr12:133129811-133130970	Proximal:Active	Screen:NotSignif	0.2702072	CRISPRi-Growth
chr12	133181151	133182099	chr12:133181151-133182099	Proximal:Active	Screen:NotSignif	-0.00300100000000002	CRISPRi-Growth
chr13	19117953	19118687	chr13:19117953-19118687	Proximal:Active	Screen:NotSignif	-0.2310898	CRISPRi-Growth
chr13	19586851	19588142	chr13:19586851-19588142	Proximal:Active	Screen:Signif	0.05367325	CRISPRi-Growth
chr13	19633192	19634764	chr13:19633192-19634764	Proximal:Active	Screen:NotSignif	0.0795433	CRISPRi-Growth
chr13	19781754	19783362	chr13:19781754-19783362	Proximal:Active	Screen:NotSignif	-0.0351086	CRISPRi-Growth
chr13	19863014	19864923	chr13:19863014-19864923	Proximal:Active	Screen:NotSignif	0.17771344444444445	CRISPRi-Growth
chr13	19958101	19960497	chr13:19958101-19960497	Proximal:Active	Screen:NotSignif	0.3477721052631579	CRISPRi-Growth
chr13	20118403	20119590	chr13:20118403-20119590	Distal:Repressive	Screen:Signif	0.3438855625	CRISPRi-Growth
chr13	20120276	20121077	chr13:20120276-20121077	Distal:Active	Screen:NotSignif	-0.1524712	CRISPRi-Growth
chr13	20174706	20175234	chr13:20174706-20175234	Distal:Active	Screen:NotSignif	0.1594118	CRISPRi-Growth
chr13	20566493	20567685	chr13:20566493-20567685	Proximal:Active	Screen:NotSignif	0.04114930000000001	CRISPRi-Growth
chr13	20703854	20704808	chr13:20703854-20704808	Distal:Repressive	Screen:NotSignif	-0.056176	CRISPRi-Growth
chr13	20772744	20774418	chr13:20772744-20774418	Proximal:Active	Screen:NotSignif	-0.089102	CRISPRi-Growth
chr13	20902034	20903263	chr13:20902034-20903263	Proximal:Active	Screen:NotSignif	-0.1868954	CRISPRi-Growth
chr13	21139922	21141056	chr13:21139922-21141056	Proximal:Active	Screen:Signif	0.7743867	CRISPRi-Growth
chr13	21297643	21298837	chr13:21297643-21298837	Proximal:Active	Screen:NotSignif	-0.0535668	CRISPRi-Growth
chr13	21435829	21436326	chr13:21435829-21436326	Distal:Active	Screen:NotSignif	0.1925791	CRISPRi-Growth
chr13	21603152	21604701	chr13:21603152-21604701	Proximal:Active	Screen:NotSignif	-0.15806966666666666	CRISPRi-Growth
chr13	21987649	21988284	chr13:21987649-21988284	Distal:Active	Screen:NotSignif	0.1309391428571429	CRISPRi-Growth
chr13	22848576	22848960	chr13:22848576-22848960	Distal:Active	Screen:NotSignif	0.1467865	CRISPRi-Growth
chr13	23570053	23570589	chr13:23570053-23570589	Distal:Active	Screen:NotSignif	-0.0449656	CRISPRi-Growth
chr13	23866131	23867392	chr13:23866131-23867392	Distal:Active	Screen:NotSignif	0.2088129	CRISPRi-Growth
chr13	23888560	23889899	chr13:23888560-23889899	Proximal:Active	Screen:NotSignif	0.00226799999999999	CRISPRi-Growth
chr13	24511267	24513053	chr13:24511267-24513053	Proximal:Active	Screen:NotSignif	-0.14581368421052632	CRISPRi-Growth
chr13	24630650	24631177	chr13:24630650-24631177	Distal:Active	Screen:NotSignif	0.1532491	CRISPRi-Growth
chr13	24740724	24741879	chr13:24740724-24741879	Distal:Active	Screen:NotSignif	0.02696209999999999	CRISPRi-Growth
chr13	24764011	24764508	chr13:24764011-24764508	Proximal:Active	Screen:Signif	0.1679256	CRISPRi-Growth
chr13	24922338	24923578	chr13:24922338-24923578	Proximal:Active	Screen:NotSignif	-0.5008187	CRISPRi-Growth
chr13	25301114	25302215	chr13:25301114-25302215	Proximal:Active	Screen:NotSignif	0.5457719	CRISPRi-Growth
chr13	26185980	26187002	chr13:26185980-26187002	Distal:Active	Screen:NotSignif	0.23673599999999995	CRISPRi-Growth
chr13	26221538	26222734	chr13:26221538-26222734	Proximal:Active	Screen:NotSignif	0.22696466666666668	CRISPRi-Growth
chr13	26253593	26255023	chr13:26253593-26255023	Proximal:Active	Screen:NotSignif	-0.0282784	CRISPRi-Growth
chr13	26930177	26930697	chr13:26930177-26930697	Distal:Active	Screen:NotSignif	0.1578539	CRISPRi-Growth
chr13	26983065	26983728	chr13:26983065-26983728	Distal:Active	Screen:NotSignif	0.05616177777777778	CRISPRi-Growth
chr13	27125429	27126444	chr13:27125429-27126444	Proximal:Active	Screen:NotSignif	0.03920159999999999	CRISPRi-Growth
chr13	27182859	27183654	chr13:27182859-27183654	Distal:Active	Screen:NotSignif	0.01150479999999999	CRISPRi-Growth
chr13	27195111	27195780	chr13:27195111-27195780	Distal:Active	Screen:NotSignif	-0.1109841	CRISPRi-Growth
chr13	27251034	27252146	chr13:27251034-27252146	Proximal:Active	Screen:Signif	1.6674559	CRISPRi-Growth
chr13	27383522	27384159	chr13:27383522-27384159	Distal:Active	Screen:Signif	0.3896114	CRISPRi-Growth
chr13	27428067	27428429	chr13:27428067-27428429	Distal:Repressive	Screen:NotSignif	0.053311875	CRISPRi-Growth
chr13	27449748	27451075	chr13:27449748-27451075	Proximal:Active	Screen:Signif	0.1876204	CRISPRi-Growth
chr13	27599999	27600351	chr13:27599999-27600351	Distal:Repressive	Screen:NotSignif	-0.07398433333333332	CRISPRi-Growth
chr13	28347434	28348227	chr13:28347434-28348227	Distal:Repressive	Screen:NotSignif	-0.06052780000000001	CRISPRi-Growth
chr13	28355874	28356304	chr13:28355874-28356304	Distal:Active	Screen:NotSignif	0.3061265	CRISPRi-Growth
chr13	28408000	28409243	chr13:28408000-28409243	Distal:Active	Screen:NotSignif	-0.12791850000000002	CRISPRi-Growth
chr13	28532273	28533286	chr13:28532273-28533286	Distal:Active	Screen:NotSignif	0.2104847	CRISPRi-Growth
chr13	28538964	28539202	chr13:28538964-28539202	Distal:Active	Screen:NotSignif	-0.200840875	CRISPRi-Growth
chr13	28574660	28575572	chr13:28574660-28575572	Distal:Active	Screen:NotSignif	0.09600977777777778	CRISPRi-Growth
chr13	28658590	28659783	chr13:28658590-28659783	Proximal:Active	Screen:Signif	1.8614302	CRISPRi-Growth
chr13	28754842	28755556	chr13:28754842-28755556	Distal:Active	Screen:NotSignif	-0.3356688	CRISPRi-Growth
chr13	29923765	29924525	chr13:29923765-29924525	Distal:Active	Screen:NotSignif	0.1330505	CRISPRi-Growth
chr13	30306740	30308068	chr13:30306740-30308068	Proximal:Active	Screen:NotSignif	-0.2124863	CRISPRi-Growth
chr13	30616967	30618168	chr13:30616967-30618168	Proximal:Active	Screen:NotSignif	-0.2153774	CRISPRi-Growth
chr13	31045866	31046354	chr13:31045866-31046354	Distal:Active	Screen:NotSignif	-0.16298744444444446	CRISPRi-Growth
chr13	31204598	31204923	chr13:31204598-31204923	Distal:Active	Screen:NotSignif	-0.18533755555555556	CRISPRi-Growth
chr13	32164401	32164953	chr13:32164401-32164953	Distal:Active	Screen:NotSignif	-0.1501658	CRISPRi-Growth
chr13	32175164	32175766	chr13:32175164-32175766	Distal:Active	Screen:NotSignif	0.1298008	CRISPRi-Growth
chr13	32423769	32424211	chr13:32423769-32424211	Distal:Active	Screen:NotSignif	-0.27596	CRISPRi-Growth
chr13	32475257	32475783	chr13:32475257-32475783	Distal:Active	Screen:NotSignif	-0.1372026	CRISPRi-Growth
chr13	32537892	32539279	chr13:32537892-32539279	Proximal:Active	Screen:NotSignif	0.1264585	CRISPRi-Growth
chr13	32585862	32586797	chr13:32585862-32586797	Proximal:Active	Screen:NotSignif	0.28041044444444446	CRISPRi-Growth
chr13	33542267	33543217	chr13:33542267-33543217	Distal:Active	Screen:NotSignif	-0.02441780000000001	CRISPRi-Growth
chr13	33817744	33819182	chr13:33817744-33819182	Proximal:Active	Screen:Signif	-0.06975070000000001	CRISPRi-Growth
chr13	36818826	36820349	chr13:36818826-36820349	Proximal:Active	Screen:NotSignif	-0.1022389	CRISPRi-Growth
chr13	36998700	37001427	chr13:36998700-37001427	Proximal:Active	Screen:NotSignif	0.1228249	CRISPRi-Growth
chr13	37959126	37959890	chr13:37959126-37959890	Distal:Active	Screen:NotSignif	-0.2392873	CRISPRi-Growth
chr13	38602139	38603048	chr13:38602139-38603048	Distal:Active	Screen:NotSignif	0.0719769	CRISPRi-Growth
chr13	38998535	38999288	chr13:38998535-38999288	Distal:Active	Screen:NotSignif	-0.4766677	CRISPRi-Growth
chr13	39037498	39038827	chr13:39037498-39038827	Proximal:Repressive	Screen:NotSignif	-0.2174311	CRISPRi-Growth
chr13	39655226	39656505	chr13:39655226-39656505	Proximal:Active	Screen:NotSignif	0.0080354	CRISPRi-Growth
chr13	40115945	40116387	chr13:40115945-40116387	Distal:Active	Screen:NotSignif	-0.1170749	CRISPRi-Growth
chr13	40402258	40402621	chr13:40402258-40402621	Distal:Active	Screen:NotSignif	0.12325342857142856	CRISPRi-Growth
chr13	40672356	40672903	chr13:40672356-40672903	Distal:Active	Screen:NotSignif	-0.08186825	CRISPRi-Growth
chr13	40681150	40681925	chr13:40681150-40681925	Distal:Repressive	Screen:NotSignif	0.0593765	CRISPRi-Growth
chr13	40770780	40771733	chr13:40770780-40771733	Proximal:Active	Screen:Signif	0.6273867000000001	CRISPRi-Growth
chr13	40776766	40777899	chr13:40776766-40777899	Distal:Active	Screen:NotSignif	-0.0473669	CRISPRi-Growth
chr13	40921368	40922096	chr13:40921368-40922096	Proximal:Active	Screen:NotSignif	-0.1010443	CRISPRi-Growth
chr13	41055044	41055403	chr13:41055044-41055403	Distal:Repressive	Screen:NotSignif	-0.087201	CRISPRi-Growth
chr13	41131001	41133082	chr13:41131001-41133082	Proximal:Active	Screen:NotSignif	-0.0596554	CRISPRi-Growth
chr13	41263294	41264156	chr13:41263294-41264156	Proximal:Active	Screen:NotSignif	0.1960228	CRISPRi-Growth
chr13	41463622	41464582	chr13:41463622-41464582	Distal:Active	Screen:NotSignif	-0.0191156	CRISPRi-Growth
chr13	41960383	41961465	chr13:41960383-41961465	Proximal:Active	Screen:NotSignif	-0.00884769999999999	CRISPRi-Growth
chr13	42174218	42174987	chr13:42174218-42174987	Distal:Active	Screen:NotSignif	-0.1452542	CRISPRi-Growth
chr13	42258721	42260044	chr13:42258721-42260044	Distal:Active	Screen:NotSignif	-0.04349635000000001	CRISPRi-Growth
chr13	42271459	42272768	chr13:42271459-42272768	Proximal:Active	Screen:NotSignif	-0.00206369999999999	CRISPRi-Growth
chr13	43023298	43023934	chr13:43023298-43023934	Proximal:Active	Screen:NotSignif	-0.2670277	CRISPRi-Growth
chr13	44141692	44142709	chr13:44141692-44142709	Proximal:Active	Screen:Signif	0.27055775	CRISPRi-Growth
chr13	44143250	44143531	chr13:44143250-44143531	Proximal:Active	Screen:NotSignif	-0.1809995	CRISPRi-Growth
chr13	44258667	44259487	chr13:44258667-44259487	Distal:Active	Screen:NotSignif	-0.0303355	CRISPRi-Growth
chr13	44368064	44369358	chr13:44368064-44369358	Distal:Repressive	Screen:NotSignif	-0.06129599999999999	CRISPRi-Growth
chr13	45119913	45121140	chr13:45119913-45121140	Proximal:Active	Screen:NotSignif	0.3946174	CRISPRi-Growth
chr13	45340473	45341978	chr13:45340473-45341978	Proximal:Active	Screen:NotSignif	0.15778399999999998	CRISPRi-Growth
chr13	46120004	46120737	chr13:46120004-46120737	Distal:Active	Screen:NotSignif	-0.1293241	CRISPRi-Growth
chr13	46552614	46554944	chr13:46552614-46554944	Proximal:Active	Screen:NotSignif	-0.2714163	CRISPRi-Growth
chr13	46796293	46797691	chr13:46796293-46797691	Proximal:Active	Screen:NotSignif	0.04662340000000001	CRISPRi-Growth
chr13	47117375	47117680	chr13:47117375-47117680	Distal:Active	Screen:NotSignif	0.01136911111111111	CRISPRi-Growth
chr13	48000510	48001819	chr13:48000510-48001819	Proximal:Active	Screen:Signif	0.3284855	CRISPRi-Growth
chr13	48094374	48095498	chr13:48094374-48095498	Proximal:Active	Screen:NotSignif	0.0629481	CRISPRi-Growth
chr13	48161446	48162100	chr13:48161446-48162100	Distal:Active	Screen:NotSignif	0.3954082	CRISPRi-Growth
chr13	48303166	48304509	chr13:48303166-48304509	Proximal:Active	Screen:NotSignif	-0.2460773	CRISPRi-Growth
chr13	48531861	48533435	chr13:48531861-48533435	Proximal:Active	Screen:NotSignif	0.3224489	CRISPRi-Growth
chr13	48562201	48562567	chr13:48562201-48562567	Distal:Repressive	Screen:NotSignif	-0.4020472	CRISPRi-Growth
chr13	48625372	48626568	chr13:48625372-48626568	Distal:Active	Screen:NotSignif	-0.21103233333333332	CRISPRi-Growth
chr13	48938255	48938809	chr13:48938255-48938809	Distal:Active	Screen:NotSignif	-0.18144733333333332	CRISPRi-Growth
chr13	49110225	49110703	chr13:49110225-49110703	Distal:Active	Screen:NotSignif	-0.13733759999999998	CRISPRi-Growth
chr13	49247260	49248802	chr13:49247260-49248802	Proximal:Active	Screen:NotSignif	-0.3430305	CRISPRi-Growth
chr13	49313419	49314888	chr13:49313419-49314888	Distal:Active	Screen:NotSignif	-0.0983635	CRISPRi-Growth
chr13	49443751	49445213	chr13:49443751-49445213	Proximal:Active	Screen:NotSignif	-0.00630859999999999	CRISPRi-Growth
chr13	49641564	49642297	chr13:49641564-49642297	Distal:Active	Screen:NotSignif	0.2825497777777778	CRISPRi-Growth
chr13	49690636	49691897	chr13:49690636-49691897	Proximal:Active	Screen:NotSignif	-0.1190787	CRISPRi-Growth
chr13	50081008	50083058	chr13:50081008-50083058	Proximal:Active	Screen:NotSignif	-0.11212985	CRISPRi-Growth
chr13	50123765	50126316	chr13:50123765-50126316	Distal:Active	Screen:NotSignif	-0.01234229999999999	CRISPRi-Growth
chr13	50244687	50245593	chr13:50244687-50245593	Distal:Active	Screen:NotSignif	-0.215509	CRISPRi-Growth
chr13	50357675	50358031	chr13:50357675-50358031	Distal:Active	Screen:NotSignif	0.1539703	CRISPRi-Growth
chr13	50422119	50423329	chr13:50422119-50423329	Distal:Active	Screen:NotSignif	-0.01532739999999999	CRISPRi-Growth
chr13	50909465	50910770	chr13:50909465-50910770	Proximal:Active	Screen:NotSignif	0.2828464	CRISPRi-Growth
chr13	51451501	51454037	chr13:51451501-51454037	Proximal:Active	Screen:NotSignif	0.2704031	CRISPRi-Growth
chr13	51583621	51585142	chr13:51583621-51585142	Proximal:Active	Screen:NotSignif	0.0212964	CRISPRi-Growth
chr13	51803216	51804443	chr13:51803216-51804443	Proximal:Active	Screen:NotSignif	0.0649424	CRISPRi-Growth
chr13	51861880	51862379	chr13:51861880-51862379	Proximal:Active	Screen:NotSignif	0.23318025	CRISPRi-Growth
chr13	52011196	52012641	chr13:52011196-52012641	Proximal:Active	Screen:NotSignif	-0.1863555	CRISPRi-Growth
chr13	52193867	52194999	chr13:52193867-52194999	Proximal:Active	Screen:NotSignif	0.03326125	CRISPRi-Growth
chr13	52455061	52456091	chr13:52455061-52456091	Proximal:Active	Screen:NotSignif	-0.0930518	CRISPRi-Growth
chr13	52616693	52617915	chr13:52616693-52617915	Proximal:Active	Screen:NotSignif	0.0497723	CRISPRi-Growth
chr13	52652028	52653215	chr13:52652028-52653215	Proximal:Active	Screen:NotSignif	0.2287575	CRISPRi-Growth
chr13	52738698	52739441	chr13:52738698-52739441	Proximal:Repressive	Screen:NotSignif	-0.1640127	CRISPRi-Growth
chr13	59300004	59301026	chr13:59300004-59301026	Distal:Active	Screen:NotSignif	0.1022829	CRISPRi-Growth
chr13	59461099	59461885	chr13:59461099-59461885	Distal:Active	Screen:NotSignif	0.231696	CRISPRi-Growth
chr13	59531437	59532045	chr13:59531437-59532045	Distal:Active	Screen:NotSignif	0.02679619999999999	CRISPRi-Growth
chr13	60229702	60231038	chr13:60229702-60231038	Distal:Active	Screen:Signif	0.02901388888888888	CRISPRi-Growth
chr13	60583570	60585203	chr13:60583570-60585203	Distal:Active	Screen:NotSignif	-0.01684811111111111	CRISPRi-Growth
chr13	64075013	64077373	chr13:64075013-64077373	Proximal:Active	Screen:NotSignif	-0.0861011	CRISPRi-Growth
chr13	64274424	64274915	chr13:64274424-64274915	Distal:Active	Screen:NotSignif	0.02371089999999999	CRISPRi-Growth
chr13	68708175	68708871	chr13:68708175-68708871	Distal:Active	Screen:NotSignif	0.1810389	CRISPRi-Growth
chr13	69221411	69223016	chr13:69221411-69223016	Proximal:Active	Screen:NotSignif	0.00496237499999999	CRISPRi-Growth
chr13	69683907	69684523	chr13:69683907-69684523	Distal:Active	Screen:NotSignif	-0.0319194	CRISPRi-Growth
chr13	72726940	72728316	chr13:72726940-72728316	Proximal:Active	Screen:Signif	0.4485178	CRISPRi-Growth
chr13	72781324	72782489	chr13:72781324-72782489	Proximal:Active	Screen:Signif	0.7726107999999999	CRISPRi-Growth
chr13	74575479	74576194	chr13:74575479-74576194	Distal:Active	Screen:NotSignif	-0.1246097	CRISPRi-Growth
chr13	74919857	74921364	chr13:74919857-74921364	Distal:Active	Screen:NotSignif	-0.15190235000000002	CRISPRi-Growth
chr13	76028934	76029958	chr13:76028934-76029958	Distal:Active	Screen:NotSignif	-0.0845815	CRISPRi-Growth
chr13	76473509	76473791	chr13:76473509-76473791	Distal:Repressive	Screen:NotSignif	0.1097245	CRISPRi-Growth
chr13	76917478	76918468	chr13:76917478-76918468	Distal:Active	Screen:NotSignif	-0.0597511	CRISPRi-Growth
chr13	76991583	76992953	chr13:76991583-76992953	Proximal:Active	Screen:NotSignif	0.08316685	CRISPRi-Growth
chr13	77478156	77478838	chr13:77478156-77478838	Distal:Active	Screen:NotSignif	-0.2636324	CRISPRi-Growth
chr13	79290411	79290990	chr13:79290411-79290990	Distal:Repressive	Screen:NotSignif	-0.2933039	CRISPRi-Growth
chr13	79392761	79394386	chr13:79392761-79394386	Distal:Repressive	Screen:NotSignif	-0.1487323	CRISPRi-Growth
chr13	79405454	79406784	chr13:79405454-79406784	Proximal:Active	Screen:NotSignif	0.1850229	CRISPRi-Growth
chr13	79451344	79452054	chr13:79451344-79452054	Distal:Active	Screen:NotSignif	-0.109835	CRISPRi-Growth
chr13	80359360	80360138	chr13:80359360-80360138	Distal:Active	Screen:NotSignif	0.0861648	CRISPRi-Growth
chr13	83101235	83102498	chr13:83101235-83102498	Distal:Active	Screen:NotSignif	-0.135272	CRISPRi-Growth
chr13	91017284	91018085	chr13:91017284-91018085	Distal:Active	Screen:NotSignif	-0.0334078	CRISPRi-Growth
chr13	91084875	91085489	chr13:91084875-91085489	Distal:Active	Screen:NotSignif	0.2290812	CRISPRi-Growth
chr13	91539600	91540855	chr13:91539600-91540855	Distal:Active	Screen:NotSignif	-0.0955896	CRISPRi-Growth
chr13	94433187	94433943	chr13:94433187-94433943	Distal:Active	Screen:NotSignif	-0.213104	CRISPRi-Growth
chr13	94548877	94550202	chr13:94548877-94550202	Proximal:Active	Screen:NotSignif	-0.1554809	CRISPRi-Growth
