Chrom	ChromStart	ChromEnd	Region	Num_Assay	Assays
chr1	53135137	53136080	chr1:53135137-53136080	2	ASTARR,LMPRA
chr1	53196275	53197349	chr1:53196275-53197349	2	LMPRA,WSTARR
chr1	53220048	53221154	chr1:53220048-53221154	3	ASTARR,LMPRA,WSTARR
chr1	53237820	53239027	chr1:53237820-53239027	3	LMPRA,WSTARR,CRISPRi-Growth
chr1	53325726	53328412	chr1:53325726-53328412	2	ASTARR,WSTARR
chr1	53367048	53368382	chr1:53367048-53368382	2	ASTARR,LMPRA
chr1	53392622	53393943	chr1:53392622-53393943	2	ASTARR,CRISPRi-Growth
chr1	53408308	53408690	chr1:53408308-53408690	2	ASTARR,WSTARR
chr1	53442397	53442616	chr1:53442397-53442616	2	ASTARR,LMPRA
chr1	53459959	53460883	chr1:53459959-53460883	2	ASTARR,WSTARR
chr1	53508475	53509655	chr1:53508475-53509655	2	ASTARR,LMPRA
chr1	53526684	53527645	chr1:53526684-53527645	2	ASTARR,WSTARR
chr1	53568509	53568789	chr1:53568509-53568789	2	ASTARR,LMPRA
chr1	53579456	53580306	chr1:53579456-53580306	2	ASTARR,LMPRA
chr1	53689312	53690550	chr1:53689312-53690550	2	ASTARR,CRISPRi-Growth
chr1	53811008	53812118	chr1:53811008-53812118	3	ASTARR,LMPRA,WSTARR
chr1	53826316	53826774	chr1:53826316-53826774	2	ASTARR,LMPRA
chr1	53889418	53890505	chr1:53889418-53890505	2	LMPRA,WSTARR
chr1	53918548	53920098	chr1:53918548-53920098	2	ASTARR,LMPRA
chr1	53945138	53946724	chr1:53945138-53946724	3	ASTARR,LMPRA,WSTARR
chr1	53957001	53957721	chr1:53957001-53957721	2	ASTARR,WSTARR
chr1	53979726	53980324	chr1:53979726-53980324	2	LMPRA,WSTARR
chr1	53981929	53982967	chr1:53981929-53982967	2	ASTARR,WSTARR
chr1	53991792	53993244	chr1:53991792-53993244	2	ASTARR,WSTARR
chr1	54003509	54004614	chr1:54003509-54004614	2	ASTARR,WSTARR
chr1	54052511	54054096	chr1:54052511-54054096	3	ASTARR,LMPRA,WSTARR
chr1	54069683	54070540	chr1:54069683-54070540	2	ASTARR,CRISPRi-Growth
chr1	54173696	54174605	chr1:54173696-54174605	2	ASTARR,WSTARR
chr1	54181404	54182262	chr1:54181404-54182262	2	ASTARR,WSTARR
chr1	54199550	54201027	chr1:54199550-54201027	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	54212404	54213371	chr1:54212404-54213371	2	ASTARR,WSTARR
chr1	54223194	54224066	chr1:54223194-54224066	2	ASTARR,WSTARR
chr1	54272857	54274637	chr1:54272857-54274637	2	ASTARR,LMPRA
chr1	54305813	54306560	chr1:54305813-54306560	3	ASTARR,LMPRA,CRISPRi-Growth
chr1	54376614	54377764	chr1:54376614-54377764	2	ASTARR,WSTARR
chr1	54406137	54407852	chr1:54406137-54407852	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	54457711	54458248	chr1:54457711-54458248	2	ASTARR,LMPRA
chr1	54464314	54465345	chr1:54464314-54465345	3	ASTARR,LMPRA,WSTARR
chr1	54488000	54489647	chr1:54488000-54489647	2	ASTARR,WSTARR
chr1	54498658	54500388	chr1:54498658-54500388	2	ASTARR,LMPRA
chr1	54502858	54503311	chr1:54502858-54503311	2	ASTARR,WSTARR
chr1	54513971	54514843	chr1:54513971-54514843	2	ASTARR,LMPRA
chr1	54541943	54543052	chr1:54541943-54543052	2	ASTARR,LMPRA
chr1	54547741	54548630	chr1:54547741-54548630	3	ASTARR,LMPRA,WSTARR
chr1	54564166	54565676	chr1:54564166-54565676	2	ASTARR,LMPRA
chr1	54575058	54575920	chr1:54575058-54575920	2	ASTARR,LMPRA
chr1	54615730	54616142	chr1:54615730-54616142	2	ASTARR,LMPRA
chr1	54623220	54623891	chr1:54623220-54623891	2	ASTARR,LMPRA
chr1	54698170	54698626	chr1:54698170-54698626	2	ASTARR,WSTARR
chr1	54738230	54738543	chr1:54738230-54738543	2	LMPRA,WSTARR
chr1	54763979	54765069	chr1:54763979-54765069	3	LMPRA,WSTARR,CRISPRi-Growth
chr1	54774927	54775528	chr1:54774927-54775528	2	ASTARR,LMPRA
chr1	54886610	54887946	chr1:54886610-54887946	2	ASTARR,LMPRA
chr1	54918941	54919348	chr1:54918941-54919348	2	ASTARR,WSTARR
chr1	54952696	54953564	chr1:54952696-54953564	2	ASTARR,WSTARR
chr1	54980392	54980858	chr1:54980392-54980858	2	ASTARR,LMPRA
chr1	54996275	54997491	chr1:54996275-54997491	2	ASTARR,WSTARR
chr1	55039114	55041298	chr1:55039114-55041298	2	ASTARR,LMPRA
chr1	55179032	55180741	chr1:55179032-55180741	2	ASTARR,LMPRA
chr1	55209428	55209685	chr1:55209428-55209685	2	ASTARR,CRISPRi-Growth
chr1	55214428	55215885	chr1:55214428-55215885	2	ASTARR,WSTARR
chr1	55428971	55429713	chr1:55428971-55429713	3	ASTARR,LMPRA,WSTARR
chr1	55442891	55443867	chr1:55442891-55443867	2	ASTARR,WSTARR
chr1	55474094	55474878	chr1:55474094-55474878	3	ASTARR,LMPRA,WSTARR
chr1	56509964	56511537	chr1:56509964-56511537	3	ASTARR,LMPRA,WSTARR
chr1	56820790	56821623	chr1:56820790-56821623	2	ASTARR,CRISPRi-Growth
chr1	56983400	56983853	chr1:56983400-56983853	2	ASTARR,LMPRA
chr1	57218404	57219178	chr1:57218404-57219178	2	ASTARR,LMPRA
chr1	57719418	57719652	chr1:57719418-57719652	2	ASTARR,WSTARR
chr1	58545954	58547180	chr1:58545954-58547180	3	ASTARR,LMPRA,WSTARR
chr1	58549407	58549648	chr1:58549407-58549648	2	ASTARR,WSTARR
chr1	58564540	58565206	chr1:58564540-58565206	2	ASTARR,WSTARR
chr1	58699394	58700554	chr1:58699394-58700554	3	ASTARR,LMPRA,WSTARR
chr1	58754229	58755880	chr1:58754229-58755880	3	ASTARR,LMPRA,WSTARR
chr1	58783074	58785275	chr1:58783074-58785275	3	ASTARR,LMPRA,WSTARR
chr1	58815057	58816907	chr1:58815057-58816907	3	ASTARR,LMPRA,WSTARR
chr1	58823491	58824047	chr1:58823491-58824047	2	LMPRA,WSTARR
chr1	58872594	58873289	chr1:58872594-58873289	2	ASTARR,WSTARR
chr1	58883394	58884306	chr1:58883394-58884306	2	ASTARR,LMPRA
chr1	58898841	58899734	chr1:58898841-58899734	2	ASTARR,LMPRA
chr1	58929573	58930234	chr1:58929573-58930234	2	ASTARR,WSTARR
chr1	59019905	59020698	chr1:59019905-59020698	2	ASTARR,LMPRA
chr1	59250958	59251578	chr1:59250958-59251578	2	LMPRA,WSTARR
chr1	59278687	59279198	chr1:59278687-59279198	2	ASTARR,LMPRA
chr1	59296304	59297633	chr1:59296304-59297633	3	ASTARR,LMPRA,WSTARR
chr1	59361666	59362013	chr1:59361666-59362013	3	ASTARR,LMPRA,WSTARR
chr1	59427048	59428021	chr1:59427048-59428021	2	ASTARR,LMPRA
chr1	59505367	59506255	chr1:59505367-59506255	2	LMPRA,WSTARR
chr1	59652995	59653834	chr1:59652995-59653834	3	ASTARR,LMPRA,WSTARR
chr1	59730617	59731537	chr1:59730617-59731537	2	ASTARR,WSTARR
chr1	60073606	60074050	chr1:60073606-60074050	2	ASTARR,LMPRA
chr1	60489859	60490891	chr1:60489859-60490891	2	ASTARR,WSTARR
chr1	60640009	60640655	chr1:60640009-60640655	2	ASTARR,WSTARR
chr1	60848502	60848830	chr1:60848502-60848830	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr1	60957761	60958547	chr1:60957761-60958547	2	ASTARR,LMPRA
chr1	60960529	60961476	chr1:60960529-60961476	2	ASTARR,LMPRA
chr1	60994192	60995067	chr1:60994192-60995067	2	ASTARR,LMPRA
chr1	61012052	61013965	chr1:61012052-61013965	2	ASTARR,LMPRA
chr1	61048733	61049429	chr1:61048733-61049429	2	ASTARR,LMPRA
chr1	61049699	61051121	chr1:61049699-61051121	2	ASTARR,WSTARR
chr1	61056819	61058173	chr1:61056819-61058173	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	61081849	61083857	chr1:61081849-61083857	2	ASTARR,WSTARR
chr1	61120939	61121378	chr1:61120939-61121378	2	ASTARR,WSTARR
chr1	61140720	61141883	chr1:61140720-61141883	2	ASTARR,WSTARR
chr1	61170122	61171051	chr1:61170122-61171051	2	ASTARR,LMPRA
chr1	61183368	61184988	chr1:61183368-61184988	3	ASTARR,LMPRA,WSTARR
chr1	61724172	61725622	chr1:61724172-61725622	3	ASTARR,LMPRA,WSTARR
chr1	61866763	61867186	chr1:61866763-61867186	2	ASTARR,WSTARR
chr1	61873397	61874012	chr1:61873397-61874012	2	ASTARR,LMPRA
chr1	61943331	61943894	chr1:61943331-61943894	2	ASTARR,WSTARR
chr1	61966424	61967124	chr1:61966424-61967124	2	ASTARR,WSTARR
chr1	62038895	62039108	chr1:62038895-62039108	2	ASTARR,WSTARR
chr1	62327497	62327865	chr1:62327497-62327865	2	ASTARR,WSTARR
chr1	62337583	62338820	chr1:62337583-62338820	2	ASTARR,WSTARR
chr1	62423898	62425665	chr1:62423898-62425665	3	ASTARR,LMPRA,WSTARR
chr1	62435923	62437654	chr1:62435923-62437654	3	ASTARR,LMPRA,WSTARR
chr1	62687576	62688846	chr1:62687576-62688846	2	ASTARR,WSTARR
chr1	62754271	62755243	chr1:62754271-62755243	2	ASTARR,WSTARR
chr1	62783719	62785024	chr1:62783719-62785024	3	ASTARR,LMPRA,WSTARR
chr1	63316710	63317761	chr1:63316710-63317761	2	ASTARR,WSTARR
chr1	63322165	63323845	chr1:63322165-63323845	2	ASTARR,WSTARR
chr1	63367126	63368335	chr1:63367126-63368335	3	ASTARR,LMPRA,WSTARR
chr1	63522720	63523982	chr1:63522720-63523982	2	ASTARR,WSTARR
chr1	63692064	63692272	chr1:63692064-63692272	2	ASTARR,LMPRA
chr1	64203328	64203715	chr1:64203328-64203715	2	ASTARR,LMPRA
chr1	64438284	64438585	chr1:64438284-64438585	2	ASTARR,LMPRA
chr1	64453603	64454115	chr1:64453603-64454115	2	ASTARR,LMPRA
chr1	64505222	64506370	chr1:64505222-64506370	2	ASTARR,LMPRA
chr1	64756990	64757735	chr1:64756990-64757735	2	LMPRA,WSTARR
chr1	64863949	64864692	chr1:64863949-64864692	2	ASTARR,LMPRA
chr1	64884218	64885052	chr1:64884218-64885052	3	ASTARR,LMPRA,WSTARR
chr1	64897985	64898796	chr1:64897985-64898796	3	ASTARR,LMPRA,WSTARR
chr1	64917360	64917980	chr1:64917360-64917980	2	ASTARR,LMPRA
chr1	64934382	64934723	chr1:64934382-64934723	2	ASTARR,WSTARR
chr1	64948915	64949397	chr1:64948915-64949397	3	ASTARR,LMPRA,WSTARR
chr1	64956101	64957407	chr1:64956101-64957407	2	ASTARR,LMPRA
chr1	64965742	64966960	chr1:64965742-64966960	2	ASTARR,WSTARR
chr1	64983088	64983497	chr1:64983088-64983497	2	ASTARR,LMPRA
chr1	65001124	65001606	chr1:65001124-65001606	2	ASTARR,WSTARR
chr1	65066423	65068344	chr1:65066423-65068344	2	ASTARR,LMPRA
chr1	65075131	65075967	chr1:65075131-65075967	2	ASTARR,WSTARR
chr1	65147271	65149374	chr1:65147271-65149374	3	ASTARR,LMPRA,WSTARR
chr1	65158652	65159710	chr1:65158652-65159710	2	ASTARR,WSTARR
chr1	65214712	65216360	chr1:65214712-65216360	2	ASTARR,LMPRA
chr1	65221889	65222444	chr1:65221889-65222444	2	ASTARR,WSTARR
chr1	65224575	65225500	chr1:65224575-65225500	3	ASTARR,LMPRA,WSTARR
chr1	65230764	65232946	chr1:65230764-65232946	2	ASTARR,LMPRA
chr1	65253997	65256020	chr1:65253997-65256020	2	ASTARR,CRISPRi-Growth
chr1	65292675	65293625	chr1:65292675-65293625	3	ASTARR,LMPRA,WSTARR
chr1	65317594	65318720	chr1:65317594-65318720	2	ASTARR,LMPRA
chr1	65339470	65340967	chr1:65339470-65340967	2	ASTARR,LMPRA
chr1	65419736	65421154	chr1:65419736-65421154	3	ASTARR,LMPRA,WSTARR
chr1	65469221	65470156	chr1:65469221-65470156	2	ASTARR,LMPRA
chr1	65480761	65481485	chr1:65480761-65481485	2	ASTARR,WSTARR
chr1	65505229	65506293	chr1:65505229-65506293	2	ASTARR,WSTARR
chr1	65535134	65535559	chr1:65535134-65535559	2	ASTARR,WSTARR
chr1	65553999	65555400	chr1:65553999-65555400	2	ASTARR,WSTARR
chr1	65812056	65812389	chr1:65812056-65812389	3	ASTARR,LMPRA,WSTARR
chr1	65904492	65905395	chr1:65904492-65905395	2	ASTARR,WSTARR
chr1	65958968	65959304	chr1:65958968-65959304	2	ASTARR,LMPRA
chr1	66382603	66383636	chr1:66382603-66383636	2	ASTARR,LMPRA
chr1	66532850	66534631	chr1:66532850-66534631	2	ASTARR,WSTARR
chr1	66752265	66753044	chr1:66752265-66753044	2	ASTARR,WSTARR
chr1	66924515	66925754	chr1:66924515-66925754	3	ASTARR,LMPRA,WSTARR
chr1	66929847	66931009	chr1:66929847-66931009	2	ASTARR,WSTARR
chr1	66954633	66955490	chr1:66954633-66955490	2	ASTARR,LMPRA
chr1	67053027	67054651	chr1:67053027-67054651	2	ASTARR,WSTARR
chr1	67060829	67061240	chr1:67060829-67061240	2	ASTARR,LMPRA
chr1	67067686	67068111	chr1:67067686-67068111	2	ASTARR,WSTARR
chr1	67087206	67088714	chr1:67087206-67088714	2	ASTARR,WSTARR
chr1	67138671	67139281	chr1:67138671-67139281	3	ASTARR,LMPRA,WSTARR
chr1	67141523	67142153	chr1:67141523-67142153	2	ASTARR,LMPRA
chr1	67162872	67163608	chr1:67162872-67163608	2	ASTARR,WSTARR
chr1	67191260	67192741	chr1:67191260-67192741	3	ASTARR,LMPRA,WSTARR
chr1	67314091	67314959	chr1:67314091-67314959	2	ASTARR,WSTARR
chr1	67400041	67400418	chr1:67400041-67400418	2	ASTARR,LMPRA
chr1	67429192	67431305	chr1:67429192-67431305	3	ASTARR,LMPRA,WSTARR
chr1	67506436	67507328	chr1:67506436-67507328	2	ASTARR,WSTARR
chr1	67534939	67535665	chr1:67534939-67535665	2	ASTARR,LMPRA
chr1	67539014	67540082	chr1:67539014-67540082	2	ASTARR,LMPRA
chr1	67561280	67562199	chr1:67561280-67562199	2	ASTARR,CRISPRi-Growth
chr1	67589186	67590094	chr1:67589186-67590094	2	ASTARR,LMPRA
chr1	67645748	67647326	chr1:67645748-67647326	2	ASTARR,LMPRA
chr1	67660027	67660856	chr1:67660027-67660856	2	ASTARR,LMPRA
chr1	67684906	67686972	chr1:67684906-67686972	3	ASTARR,LMPRA,WSTARR
chr1	67688672	67689057	chr1:67688672-67689057	2	ASTARR,LMPRA
chr1	67700529	67701377	chr1:67700529-67701377	2	ASTARR,WSTARR
chr1	67770667	67771670	chr1:67770667-67771670	3	ASTARR,LMPRA,CRISPRi-Growth
chr1	67832784	67833858	chr1:67832784-67833858	2	ASTARR,LMPRA
chr1	67897016	67898710	chr1:67897016-67898710	3	ASTARR,LMPRA,WSTARR
chr1	67902882	67903113	chr1:67902882-67903113	3	ASTARR,LMPRA,WSTARR
chr1	68045006	68045323	chr1:68045006-68045323	2	ASTARR,LMPRA
chr1	68046530	68047806	chr1:68046530-68047806	2	ASTARR,LMPRA
chr1	68057177	68058660	chr1:68057177-68058660	2	ASTARR,WSTARR
chr1	68111535	68112467	chr1:68111535-68112467	2	ASTARR,LMPRA
chr1	68342469	68343188	chr1:68342469-68343188	2	ASTARR,LMPRA
chr1	68496117	68497648	chr1:68496117-68497648	3	ASTARR,LMPRA,WSTARR
chr1	69409296	69410207	chr1:69409296-69410207	2	ASTARR,WSTARR
chr1	69539847	69540583	chr1:69539847-69540583	2	ASTARR,LMPRA
chr1	69551307	69552425	chr1:69551307-69552425	3	ASTARR,LMPRA,WSTARR
chr1	69919251	69920175	chr1:69919251-69920175	2	ASTARR,WSTARR
chr1	70041423	70042734	chr1:70041423-70042734	3	ASTARR,LMPRA,WSTARR
chr1	70132725	70133527	chr1:70132725-70133527	2	ASTARR,LMPRA
chr1	70204794	70206234	chr1:70204794-70206234	3	ASTARR,LMPRA,WSTARR
chr1	70221060	70222110	chr1:70221060-70222110	2	LMPRA,WSTARR
chr1	70253081	70253780	chr1:70253081-70253780	2	ASTARR,WSTARR
chr1	70334276	70335154	chr1:70334276-70335154	2	ASTARR,WSTARR
chr1	70353814	70355145	chr1:70353814-70355145	3	ASTARR,LMPRA,WSTARR
chr1	70360379	70360660	chr1:70360379-70360660	2	ASTARR,LMPRA
chr1	70410575	70411749	chr1:70410575-70411749	3	ASTARR,LMPRA,WSTARR
chr1	70412217	70412473	chr1:70412217-70412473	2	ASTARR,WSTARR
chr1	70459689	70461564	chr1:70459689-70461564	2	ASTARR,LMPRA
chr1	70527983	70529183	chr1:70527983-70529183	2	ASTARR,LMPRA
chr1	70674903	70676391	chr1:70674903-70676391	4	ASTARR,LMPRA,WSTARR,E2G-Benchmark
chr1	70685077	70686819	chr1:70685077-70686819	2	ASTARR,LMPRA
chr1	70727756	70728415	chr1:70727756-70728415	2	ASTARR,WSTARR
chr1	70751675	70753464	chr1:70751675-70753464	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	70773351	70774874	chr1:70773351-70774874	2	ASTARR,WSTARR
chr1	70805855	70806879	chr1:70805855-70806879	2	ASTARR,WSTARR
chr1	70985266	70986392	chr1:70985266-70986392	3	ASTARR,LMPRA,WSTARR
chr1	71045443	71048288	chr1:71045443-71048288	2	ASTARR,LMPRA
chr1	71053300	71055526	chr1:71053300-71055526	2	ASTARR,CRISPRi-Growth
chr1	71080307	71082004	chr1:71080307-71082004	2	ASTARR,WSTARR
chr1	74197662	74198733	chr1:74197662-74198733	2	LMPRA,WSTARR
chr1	74732659	74734140	chr1:74732659-74734140	2	ASTARR,WSTARR
chr1	74744739	74745548	chr1:74744739-74745548	2	ASTARR,WSTARR
chr1	75112168	75112866	chr1:75112168-75112866	2	ASTARR,WSTARR
chr1	75124449	75125733	chr1:75124449-75125733	2	ASTARR,WSTARR
chr1	75136234	75136800	chr1:75136234-75136800	2	ASTARR,WSTARR
chr1	75181153	75181808	chr1:75181153-75181808	2	LMPRA,WSTARR
chr1	75375625	75376617	chr1:75375625-75376617	3	ASTARR,LMPRA,WSTARR
chr1	75412604	75412999	chr1:75412604-75412999	2	ASTARR,LMPRA
chr1	75501505	75502418	chr1:75501505-75502418	2	ASTARR,WSTARR
chr1	75614420	75615292	chr1:75614420-75615292	2	ASTARR,LMPRA
chr1	75672308	75673466	chr1:75672308-75673466	2	ASTARR,WSTARR
chr1	75677744	75678524	chr1:75677744-75678524	2	ASTARR,LMPRA
chr1	75690484	75690902	chr1:75690484-75690902	2	ASTARR,LMPRA
chr1	75724034	75725087	chr1:75724034-75725087	2	ASTARR,WSTARR
chr1	75754956	75755387	chr1:75754956-75755387	2	ASTARR,WSTARR
chr1	75758275	75759321	chr1:75758275-75759321	2	ASTARR,WSTARR
chr1	75784392	75786735	chr1:75784392-75786735	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr1	75828977	75829569	chr1:75828977-75829569	2	ASTARR,WSTARR
chr1	75943139	75943743	chr1:75943139-75943743	2	ASTARR,LMPRA
chr1	75991528	75991956	chr1:75991528-75991956	2	ASTARR,LMPRA
chr1	76074307	76075160	chr1:76074307-76075160	2	ASTARR,LMPRA
chr1	76867441	76869124	chr1:76867441-76869124	2	ASTARR,LMPRA
chr1	77218313	77219878	chr1:77218313-77219878	3	ASTARR,LMPRA,WSTARR
chr1	77349817	77350621	chr1:77349817-77350621	3	ASTARR,LMPRA,WSTARR
chr1	77682158	77683888	chr1:77682158-77683888	3	ASTARR,LMPRA,WSTARR
chr1	77758981	77760121	chr1:77758981-77760121	3	ASTARR,LMPRA,WSTARR
chr1	77779253	77780322	chr1:77779253-77780322	2	ASTARR,WSTARR
chr1	77888160	77889311	chr1:77888160-77889311	2	ASTARR,WSTARR
chr1	77978088	77980182	chr1:77978088-77980182	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	78052775	78053523	chr1:78052775-78053523	2	ASTARR,LMPRA
chr1	82776763	82777265	chr1:82776763-82777265	2	ASTARR,WSTARR
chr1	83738923	83739421	chr1:83738923-83739421	2	ASTARR,WSTARR
chr1	83998482	83999679	chr1:83998482-83999679	2	ASTARR,WSTARR
chr1	84077438	84078980	chr1:84077438-84078980	2	ASTARR,WSTARR
chr1	84102637	84103861	chr1:84102637-84103861	2	ASTARR,WSTARR
chr1	84298206	84299548	chr1:84298206-84299548	2	ASTARR,WSTARR
chr1	84365584	84366392	chr1:84365584-84366392	2	ASTARR,WSTARR
chr1	84377491	84378177	chr1:84377491-84378177	3	ASTARR,LMPRA,WSTARR
chr1	84479051	84480193	chr1:84479051-84480193	3	LMPRA,WSTARR,CRISPRi-Growth
chr1	84505675	84506928	chr1:84505675-84506928	2	ASTARR,WSTARR
chr1	84573731	84574829	chr1:84573731-84574829	2	ASTARR,LMPRA
chr1	84582902	84584109	chr1:84582902-84584109	2	ASTARR,LMPRA
chr1	84603282	84604825	chr1:84603282-84604825	2	ASTARR,WSTARR
chr1	84620405	84621276	chr1:84620405-84621276	2	ASTARR,LMPRA
chr1	84633003	84633487	chr1:84633003-84633487	2	ASTARR,WSTARR
chr1	84688510	84689088	chr1:84688510-84689088	2	ASTARR,WSTARR
chr1	84689893	84691012	chr1:84689893-84691012	2	ASTARR,WSTARR
chr1	84902872	84903196	chr1:84902872-84903196	2	ASTARR,WSTARR
chr1	84944663	84945407	chr1:84944663-84945407	2	ASTARR,CRISPRi-Growth
chr1	85047790	85048853	chr1:85047790-85048853	2	ASTARR,LMPRA
chr1	85200257	85202018	chr1:85200257-85202018	3	ASTARR,LMPRA,WSTARR
chr1	85219960	85220439	chr1:85219960-85220439	3	ASTARR,LMPRA,WSTARR
chr1	85258786	85260122	chr1:85258786-85260122	3	ASTARR,LMPRA,WSTARR
chr1	85275992	85277062	chr1:85275992-85277062	2	ASTARR,WSTARR
chr1	85283668	85285336	chr1:85283668-85285336	3	ASTARR,LMPRA,WSTARR
chr1	85576441	85577502	chr1:85576441-85577502	2	ASTARR,WSTARR
chr1	85580610	85581663	chr1:85580610-85581663	2	ASTARR,LMPRA
chr1	85628710	85629656	chr1:85628710-85629656	2	ASTARR,LMPRA
chr1	85707984	85709258	chr1:85707984-85709258	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	85748289	85748739	chr1:85748289-85748739	2	ASTARR,WSTARR
chr1	86156663	86157209	chr1:86156663-86157209	2	ASTARR,WSTARR
chr1	86339447	86340080	chr1:86339447-86340080	2	ASTARR,WSTARR
chr1	86395504	86396770	chr1:86395504-86396770	3	ASTARR,LMPRA,WSTARR
chr1	86409269	86411217	chr1:86409269-86411217	3	ASTARR,LMPRA,WSTARR
chr1	86523539	86524092	chr1:86523539-86524092	2	ASTARR,WSTARR
chr1	86633287	86634043	chr1:86633287-86634043	2	ASTARR,WSTARR
chr1	86657559	86658054	chr1:86657559-86658054	2	ASTARR,WSTARR
chr1	86764916	86765692	chr1:86764916-86765692	2	ASTARR,LMPRA
chr1	86775096	86775841	chr1:86775096-86775841	2	ASTARR,LMPRA
chr1	86778403	86778897	chr1:86778403-86778897	2	ASTARR,WSTARR
chr1	86780850	86781392	chr1:86780850-86781392	2	ASTARR,WSTARR
chr1	86792196	86793534	chr1:86792196-86793534	2	ASTARR,WSTARR
chr1	86805699	86806280	chr1:86805699-86806280	2	ASTARR,WSTARR
chr1	86913727	86915743	chr1:86913727-86915743	3	ASTARR,LMPRA,WSTARR
chr1	86933523	86934865	chr1:86933523-86934865	2	ASTARR,LMPRA
chr1	86950858	86951256	chr1:86950858-86951256	2	ASTARR,WSTARR
chr1	86990968	86992213	chr1:86990968-86992213	2	ASTARR,WSTARR
chr1	87093273	87093509	chr1:87093273-87093509	2	ASTARR,LMPRA
chr1	87130109	87130828	chr1:87130109-87130828	3	ASTARR,LMPRA,WSTARR
chr1	87131669	87132503	chr1:87131669-87132503	2	ASTARR,WSTARR
chr1	87328043	87329438	chr1:87328043-87329438	2	ASTARR,LMPRA
chr1	87334462	87335710	chr1:87334462-87335710	2	LMPRA,WSTARR
chr1	87435249	87436246	chr1:87435249-87436246	2	ASTARR,WSTARR
chr1	87528550	87529500	chr1:87528550-87529500	3	ASTARR,LMPRA,WSTARR
chr1	87754095	87754662	chr1:87754095-87754662	2	ASTARR,WSTARR
chr1	87826157	87826925	chr1:87826157-87826925	2	ASTARR,LMPRA
chr1	88466967	88467881	chr1:88466967-88467881	2	ASTARR,WSTARR
chr1	88683646	88685284	chr1:88683646-88685284	3	ASTARR,LMPRA,WSTARR
chr1	88890589	88892070	chr1:88890589-88892070	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr1	88991574	88993316	chr1:88991574-88993316	3	ASTARR,WSTARR,CRISPRi-Growth
chr1	89127345	89128631	chr1:89127345-89128631	2	ASTARR,WSTARR
chr1	89358397	89358896	chr1:89358397-89358896	2	ASTARR,LMPRA
chr1	89523669	89525648	chr1:89523669-89525648	3	ASTARR,LMPRA,WSTARR
chr1	89545429	89546313	chr1:89545429-89546313	3	ASTARR,LMPRA,WSTARR
chr1	89632394	89634036	chr1:89632394-89634036	2	ASTARR,WSTARR
chr1	89724758	89725379	chr1:89724758-89725379	2	WSTARR,CRISPRi-Growth
chr1	89762815	89763937	chr1:89762815-89763937	2	LMPRA,WSTARR
chr1	89772158	89772725	chr1:89772158-89772725	2	ASTARR,LMPRA
chr1	89820596	89822245	chr1:89820596-89822245	2	ASTARR,LMPRA
chr1	89889802	89891185	chr1:89889802-89891185	2	ASTARR,LMPRA
chr1	89895924	89896722	chr1:89895924-89896722	3	ASTARR,LMPRA,WSTARR
chr1	89901962	89902998	chr1:89901962-89902998	2	ASTARR,LMPRA
chr1	89906381	89907488	chr1:89906381-89907488	3	ASTARR,LMPRA,WSTARR
chr1	89974950	89976161	chr1:89974950-89976161	3	ASTARR,LMPRA,WSTARR
chr1	89984304	89985046	chr1:89984304-89985046	2	ASTARR,WSTARR
chr1	89994695	89995771	chr1:89994695-89995771	4	ASTARR,LMPRA,WSTARR,CRISPRi-Growth
chr1	90607102	90607444	chr1:90607102-90607444	2	ASTARR,WSTARR
chr1	90811235	90812812	chr1:90811235-90812812	2	ASTARR,WSTARR
chr1	90831854	90832453	chr1:90831854-90832453	2	ASTARR,LMPRA
chr1	90850640	90852029	chr1:90850640-90852029	2	ASTARR,WSTARR
chr1	90925817	90926665	chr1:90925817-90926665	3	ASTARR,LMPRA,WSTARR
chr1	91021100	91022554	chr1:91021100-91022554	3	ASTARR,LMPRA,WSTARR
chr1	91500353	91501787	chr1:91500353-91501787	3	LMPRA,WSTARR,CRISPRi-Growth
chr1	91555850	91557336	chr1:91555850-91557336	3	ASTARR,LMPRA,WSTARR
chr1	91569686	91571157	chr1:91569686-91571157	2	ASTARR,LMPRA
chr1	91591165	91593585	chr1:91591165-91593585	2	ASTARR,WSTARR
chr1	91650717	91652138	chr1:91650717-91652138	2	LMPRA,CRISPRi-Growth
chr1	91706109	91706826	chr1:91706109-91706826	2	ASTARR,WSTARR
chr1	91713071	91713685	chr1:91713071-91713685	2	ASTARR,WSTARR
chr1	91732143	91733168	chr1:91732143-91733168	3	ASTARR,LMPRA,WSTARR
chr1	91763298	91763838	chr1:91763298-91763838	2	ASTARR,WSTARR
chr1	91885368	91886667	chr1:91885368-91886667	2	ASTARR,WSTARR
chr1	91941286	91942101	chr1:91941286-91942101	3	ASTARR,LMPRA,CRISPRi-Growth
chr1	91949135	91949703	chr1:91949135-91949703	3	ASTARR,LMPRA,WSTARR
