Chrom	ChromStart	ChromEnd	Region	UMAP1	UMAP2
chr10	102449489	102451594	chr10:102449489-102451594	7.925885	4.13786
chr10	102455796	102456227	chr10:102455796-102456227	4.0510263	8.860198
chr10	102460862	102462152	chr10:102460862-102462152	6.9712496	5.307019
chr10	102501809	102503075	chr10:102501809-102503075	7.492427	6.43323
chr10	102641969	102642708	chr10:102641969-102642708	8.912526	4.535301
chr10	102645737	102646505	chr10:102645737-102646505	7.8569345	5.130855
chr10	102670855	102671432	chr10:102670855-102671432	2.499668	6.872002
chr10	102682391	102682745	chr10:102682391-102682745	0.2441444	6.432202
chr10	102713637	102715269	chr10:102713637-102715269	7.9371824	4.7347503
chr10	102728861	102729738	chr10:102728861-102729738	2.4666955	3.827371
chr10	102743415	102744992	chr10:102743415-102744992	7.473706	6.4435463
chr10	102762839	102763846	chr10:102762839-102763846	2.5822394	9.693432
chr10	102781112	102781697	chr10:102781112-102781697	2.7377567	8.057086
chr10	1028086	1028494	chr10:1028086-1028494	-1.6479565	4.6456323
chr10	102813957	102815582	chr10:102813957-102815582	3.582196	7.5495462
chr10	102834186	102834466	chr10:102834186-102834466	1.2183257	6.461835
chr10	102834777	102835443	chr10:102834777-102835443	2.4750824	4.664776
chr10	102917483	102918949	chr10:102917483-102918949	7.8721466	4.2874002
chr10	103192251	103193762	chr10:103192251-103193762	8.093317	4.4614286
chr10	103197248	103197607	chr10:103197248-103197607	4.26336	9.03211
chr10	103281702	103282145	chr10:103281702-103282145	0.0932236	4.9008074
chr10	103349600	103351413	chr10:103349600-103351413	7.51518	5.280506
chr10	103367629	103369117	chr10:103367629-103369117	8.194912	5.0343323
chr10	103395928	103397071	chr10:103395928-103397071	9.117582	5.7780075
chr10	103470931	103471907	chr10:103470931-103471907	2.5250623	7.2198315
chr10	103482053	103482511	chr10:103482053-103482511	2.1034195	4.5515103
chr10	103554724	103556103	chr10:103554724-103556103	0.6136841	4.4659157
chr10	103582102	103582783	chr10:103582102-103582783	0.9061766	7.215141
chr10	103592663	103593175	chr10:103592663-103593175	2.4693687	4.2017574
chr10	103598731	103599191	chr10:103598731-103599191	2.6531365	4.581473
chr10	103667271	103669258	chr10:103667271-103669258	5.9658294	5.3547287
chr10	103692044	103693696	chr10:103692044-103693696	4.3178887	4.3414464
chr10	103695849	103697118	chr10:103695849-103697118	3.6109803	7.319298
chr10	103763302	103764351	chr10:103763302-103764351	1.6087011	6.9102793
chr10	103772084	103773183	chr10:103772084-103773183	4.9838676	6.7059593
chr10	103907951	103908970	chr10:103907951-103908970	4.182615	7.8896947
chr10	103917591	103918949	chr10:103917591-103918949	8.072972	5.1430573
chr10	103965924	103967748	chr10:103965924-103967748	7.615237	4.4567575
chr10	104120952	104122545	chr10:104120952-104122545	7.925191	5.2832446
chr10	104231938	104232818	chr10:104231938-104232818	7.4286776	5.292095
chr10	104246946	104247694	chr10:104246946-104247694	1.7155895	8.902626
chr10	104254218	104255476	chr10:104254218-104255476	7.753808	5.020125
chr10	104260226	104261023	chr10:104260226-104261023	1.6756548	8.447802
chr10	104268544	104269394	chr10:104268544-104269394	1.1286726	2.517029
chr10	104305499	104306168	chr10:104305499-104306168	3.7131777	5.1627755
chr10	104329081	104329659	chr10:104329081-104329659	3.5543668	7.7030544
chr10	104332473	104333657	chr10:104332473-104333657	3.5422835	7.328099
chr10	104337660	104340927	chr10:104337660-104340927	7.455091	5.8299375
chr10	1048426	1049907	chr10:1048426-1049907	8.768271	4.34171
chr10	1055914	1057229	chr10:1055914-1057229	9.480236	5.59544
chr10	106849883	106850490	chr10:106849883-106850490	-2.8628492	3.818862
chr10	106996426	106998211	chr10:106996426-106998211	0.9183835	8.027731
chr10	107022519	107023382	chr10:107022519-107023382	3.0369625	9.362848
chr10	107032016	107033315	chr10:107032016-107033315	3.505785	8.063765
chr10	107083310	107084162	chr10:107083310-107084162	2.561203	8.784947
chr10	109852163	109852857	chr10:109852163-109852857	1.8661987	4.35509
chr10	109981678	109982717	chr10:109981678-109982717	1.4109957	8.341671
chr10	110007173	110008869	chr10:110007173-110008869	7.646101	4.650134
chr10	110207308	110208381	chr10:110207308-110208381	6.7521186	5.1571236
chr10	110221510	110222295	chr10:110221510-110222295	3.661787	7.755702
chr10	110225576	110227539	chr10:110225576-110227539	7.6745343	4.707419
chr10	110304321	110305564	chr10:110304321-110305564	8.270383	4.973905
chr10	110497377	110498619	chr10:110497377-110498619	7.6962647	3.8068855
chr10	110500985	110501698	chr10:110500985-110501698	4.224409	7.7990036
chr10	110512583	110513128	chr10:110512583-110513128	2.1853824	7.6091914
chr10	110566823	110568593	chr10:110566823-110568593	10.033573	4.218468
chr10	110643880	110645312	chr10:110643880-110645312	6.3807616	4.8476977
chr10	110764568	110766465	chr10:110764568-110766465	3.6461456	8.471287
chr10	110773752	110774900	chr10:110773752-110774900	2.9033422	9.48932
chr10	110833500	110835181	chr10:110833500-110835181	1.2399007	6.321565
chr10	110857401	110858807	chr10:110857401-110858807	3.369803	10.013286
chr10	110871291	110872945	chr10:110871291-110872945	8.48066	4.1000752
chr10	110918424	110920482	chr10:110918424-110920482	8.891444	5.9915104
chr10	1109945	1110800	chr10:1109945-1110800	2.2667992	4.607869
chr10	11145409	11145830	chr10:11145409-11145830	2.2210321	8.0326185
chr10	11164835	11166513	chr10:11164835-11166513	6.0369596	5.1942067
chr10	11178064	11179192	chr10:11178064-11179192	3.6982408	9.81849
chr10	112139934	112140755	chr10:112139934-112140755	2.3146746	4.26439
chr10	112183203	112184188	chr10:112183203-112184188	8.662833	5.7988133
chr10	112251034	112251553	chr10:112251034-112251553	-2.5771072	4.210162
chr10	112382758	112383754	chr10:112382758-112383754	2.7287917	9.282743
chr10	112446367	112447838	chr10:112446367-112447838	9.485665	6.308372
chr10	112842978	112844044	chr10:112842978-112844044	2.2883115	8.028602
chr10	112949807	112950407	chr10:112949807-112950407	5.7651453	6.17208
chr10	112950872	112952366	chr10:112950872-112952366	6.073554	5.190227
chr10	113063135	113063871	chr10:113063135-113063871	3.5089962	9.147047
chr10	113126703	113126916	chr10:113126703-113126916	-1.7983581	3.036777
chr10	1132583	1132945	chr10:1132583-1132945	0.6499618	2.7451923
chr10	11344035	11344986	chr10:11344035-11344986	0.001173666	4.1252694
chr10	113718946	113719792	chr10:113718946-113719792	4.44593	7.074177
chr10	113853776	113856221	chr10:113853776-113856221	7.918301	5.672965
chr10	114024868	114025536	chr10:114024868-114025536	3.5395105	8.520958
chr10	114173695	114174889	chr10:114173695-114174889	7.6093116	5.077176
chr10	114352804	114353120	chr10:114352804-114353120	1.1689343	5.966387
chr10	114408384	114409321	chr10:114408384-114409321	0.87032634	6.6574683
chr10	11443630	11444357	chr10:11443630-11444357	1.5063215	6.7481303
chr10	11450333	11450710	chr10:11450333-11450710	2.3315942	9.75719
chr10	114603772	114604457	chr10:114603772-114604457	0.28662407	6.636288
chr10	114748763	114749732	chr10:114748763-114749732	0.10962488	7.3393054
chr10	114821429	114822904	chr10:114821429-114822904	6.609667	4.101384
chr10	114937867	114938833	chr10:114937867-114938833	8.239219	6.0251803
chr10	11499286	11500103	chr10:11499286-11500103	2.8519554	9.566746
chr10	1158876	1160079	chr10:1158876-1160079	8.364855	5.4560556
chr10	11610912	11613028	chr10:11610912-11613028	7.2490225	4.814266
chr10	11639655	11641123	chr10:11639655-11641123	2.9369724	8.396365
chr10	116608810	116610128	chr10:116608810-116610128	-0.95217013	4.718929
chr10	116682250	116682813	chr10:116682250-116682813	2.6570003	4.4427433
chr10	116787881	116788424	chr10:116787881-116788424	2.355271	4.2742033
chr10	116946864	116947927	chr10:116946864-116947927	1.6243408	8.112564
chr10	117084352	117084951	chr10:117084352-117084951	-2.7303073	3.8692267
chr10	11710394	11711324	chr10:11710394-11711324	3.238802	9.7527450000000009
chr10	117136595	117137614	chr10:117136595-117137614	-1.8573143	3.2059567
chr10	117162910	117163825	chr10:117162910-117163825	-1.1188214	3.3215883
chr10	117167747	117168580	chr10:117167747-117168580	3.2773864	4.0784693
chr10	117174751	117176184	chr10:117174751-117176184	2.5244217	4.491004
chr10	117216517	117217429	chr10:117216517-117217429	3.9518049	4.4517565
chr10	117241493	117242217	chr10:117241493-117242217	1.5220613	8.507192
chr10	117373737	117376893	chr10:117373737-117376893	7.7844596	4.74745
chr10	11737437	11737937	chr10:11737437-11737937	3.0219672	8.83998
chr10	117411348	117412714	chr10:117411348-117412714	2.5392208	9.600246
chr10	11741872	11743400	chr10:11741872-11743400	6.9644985	4.322696
chr10	117441310	117441986	chr10:117441310-117441986	0.85908985	7.134304
chr10	117442688	117443309	chr10:117442688-117443309	2.6528723	4.662371
chr10	117541967	117542641	chr10:117541967-117542641	-0.6857944	3.4946182
chr10	117762497	117763021	chr10:117762497-117763021	3.257127	8.459631
chr10	118045991	118047564	chr10:118045991-118047564	7.7257376	5.0397377
chr10	11824692	11825449	chr10:11824692-11825449	2.3780427	8.723387
chr10	118341787	118342760	chr10:118341787-118342760	8.119453	6.0910273
chr10	118482700	118483810	chr10:118482700-118483810	3.2241368	9.300074
chr10	118488641	118489069	chr10:118488641-118489069	2.4891655	7.9469767
chr10	1185907	1187109	chr10:1185907-1187109	-0.37760845	4.2689495
chr10	118596130	118596475	chr10:118596130-118596475	3.56331	1.7749345
chr10	11868770	11869821	chr10:11868770-11869821	0.44005916	3.314243
chr10	118712700	118713490	chr10:118712700-118713490	-0.004318555	3.0902495
chr10	118754281	118755685	chr10:118754281-118755685	7.988153	5.021312
chr10	118769057	118769806	chr10:118769057-118769806	2.9458447	9.168806
chr10	11894268	11895280	chr10:11894268-11895280	8.919772	4.6065717
chr10	118947217	118948066	chr10:118947217-118948066	1.4439915	6.114053
chr10	11897895	11899088	chr10:11897895-11899088	5.771336	7.426925
chr10	119005423	119005610	chr10:119005423-119005610	0.872012	7.418398
chr10	11901950	11902274	chr10:11901950-11902274	4.192749	7.6523094
chr10	119079858	119081413	chr10:119079858-119081413	9.0545435	4.442671
chr10	119131126	119132410	chr10:119131126-119132410	2.6938567	8.010351
chr10	119165105	119166577	chr10:119165105-119166577	8.217104	4.5469794
chr10	119178119	119179147	chr10:119178119-119179147	8.050726	5.385562
chr10	119206339	119208024	chr10:119206339-119208024	6.653075	4.0160666
chr10	119305926	119307005	chr10:119305926-119307005	4.2201185	8.400937
chr10	119315001	119316022	chr10:119315001-119316022	2.2500474	7.2750773
chr10	119378763	119379178	chr10:119378763-119379178	1.1229818	6.0411816
chr10	119516442	119517238	chr10:119516442-119517238	3.6213667	7.363341
chr10	119520095	119520609	chr10:119520095-119520609	3.8491342	9.418878
chr10	119541925	119543671	chr10:119541925-119543671	7.848713	3.8803988
chr10	119547771	119548118	chr10:119547771-119548118	3.156531	7.189838
chr10	119595892	119597704	chr10:119595892-119597704	8.676781	5.6520104
chr10	119650901	119652636	chr10:119650901-119652636	8.039623	3.8981748
chr10	119687983	119688273	chr10:119687983-119688273	3.2043266	7.9369884
chr10	119691278	119692212	chr10:119691278-119692212	0.8303023	7.2648644000000004
chr10	119725098	119726719	chr10:119725098-119726719	7.9376287	4.443201
chr10	119872032	119873734	chr10:119872032-119873734	8.17187	4.1883707
chr10	119884218	119884515	chr10:119884218-119884515	1.3574672	7.0045714
chr10	119892069	119893348	chr10:119892069-119893348	8.84705	5.819418
chr10	120144838	120145839	chr10:120144838-120145839	2.9094055	10.319351
chr10	12042288	12043594	chr10:12042288-12043594	8.173657	5.128199
chr10	12068462	12069363	chr10:12068462-12069363	7.746483	4.4442487
chr10	120850937	120851861	chr10:120850937-120851861	9.549412	6.151951
chr10	120923628	120924327	chr10:120923628-120924327	-2.684448	3.634617
chr10	120942737	120943405	chr10:120942737-120943405	2.6345558	4.5007586
chr10	120948972	120949507	chr10:120948972-120949507	2.5787094	3.967749
chr10	12128997	12130447	chr10:12128997-12130447	7.225391	4.842673
chr10	121927221	121928608	chr10:121927221-121928608	8.648853	4.102636
chr10	12194989	12196669	chr10:12194989-12196669	9.209586	6.131472
chr10	121952242	121952695	chr10:121952242-121952695	-0.1390955	5.97797
chr10	121974251	121975533	chr10:121974251-121975533	7.7493258	3.881708
chr10	122062871	122063666	chr10:122062871-122063666	3.3042135	8.327452
chr10	122112588	122113862	chr10:122112588-122113862	-0.25380322	3.6633396
chr10	12221904	12222450	chr10:12221904-12222450	2.9508333	8.020647
chr10	12264146	12264926	chr10:12264146-12264926	3.6990051	4.9461007
chr10	122647221	122647987	chr10:122647221-122647987	-0.9619325	5.2092156
chr10	12265187	12266461	chr10:12265187-12266461	3.7502654	9.613312
chr10	122879164	122880312	chr10:122879164-122880312	8.589873	4.3993235
chr10	122911847	122912312	chr10:122911847-122912312	3.9440987	1.5448334
chr10	122930869	122931826	chr10:122930869-122931826	2.6717703	9.364416
chr10	122953887	122954848	chr10:122953887-122954848	8.855113	5.2485447
chr10	122980017	122981390	chr10:122980017-122981390	8.216666	5.3831253
chr10	123007719	123009618	chr10:123007719-123009618	7.9658885	5.6836658
chr10	123134878	123137706	chr10:123134878-123137706	8.34433	3.975129
chr10	123147635	123148288	chr10:123147635-123148288	0.1021207	3.8060126
chr10	123153958	123155203	chr10:123153958-123155203	8.637254	5.871677
chr10	12348765	12349942	chr10:12348765-12349942	4.611788	3.8108819
chr10	123552596	123553151	chr10:123552596-123553151	0.15213479	7.3931236
chr10	123800380	123800629	chr10:123800380-123800629	2.1154044	9.262541
chr10	123974409	123974909	chr10:123974409-123974909	1.3161981	6.247383
chr10	123994211	123995031	chr10:123994211-123995031	3.0871568	4.2066226
chr10	124035715	124036517	chr10:124035715-124036517	1.4642203	7.150495
chr10	124243733	124244173	chr10:124243733-124244173	-1.3603172	4.0634885
chr10	124290287	124290845	chr10:124290287-124290845	1.7920966	6.998481
chr10	124354554	124355369	chr10:124354554-124355369	2.634538	6.972324
chr10	124388774	124389840	chr10:124388774-124389840	4.129808	4.340447
chr10	124403436	124404628	chr10:124403436-124404628	1.8701116	4.5759196
chr10	124418238	124419452	chr10:124418238-124419452	8.076984	3.897883
chr10	124461474	124462477	chr10:124461474-124462477	8.146302	5.1517587
chr10	12448774	12449295	chr10:12448774-12449295	1.6356866	7.705801
chr10	124534207	124534571	chr10:124534207-124534571	1.5224023	4.232043
chr10	124547479	124548070	chr10:124547479-124548070	3.534416	8.033905
chr10	124565586	124566409	chr10:124565586-124566409	2.6933637	4.269442
chr10	124627988	124629012	chr10:124627988-124629012	3.761453	7.8938317
chr10	124640662	124641685	chr10:124640662-124641685	3.9389882	8.334274
chr10	124647641	124649468	chr10:124647641-124649468	3.2173223	7.1080885
chr10	124692580	124694340	chr10:124692580-124694340	3.7738466	9.641563
chr10	124717625	124718818	chr10:124717625-124718818	3.8209224	10.030816
chr10	124791369	124792837	chr10:124791369-124792837	8.05167	4.4255934
chr10	124800962	124802558	chr10:124800962-124802558	8.18486	5.976249
chr10	124916291	124918334	chr10:124916291-124918334	7.8606954	4.3603544
chr10	125045631	125046413	chr10:125045631-125046413	3.63219	8.331555
chr10	125084332	125084717	chr10:125084332-125084717	-0.17925745	3.384635
chr10	125102653	125103254	chr10:125102653-125103254	-0.15869404	3.3925076
chr10	125113855	125114735	chr10:125113855-125114735	3.5118191	7.5887895
chr10	125115022	125115736	chr10:125115022-125115736	2.6328576	7.3978434
chr10	125158642	125159319	chr10:125158642-125159319	7.1031704	3.9231513
chr10	125160133	125161907	chr10:125160133-125161907	7.034718	3.9010425
chr10	125661482	125662975	chr10:125661482-125662975	1.2367828	7.1027513
chr10	125718884	125720148	chr10:125718884-125720148	8.050014	5.4371586
chr10	125783999	125784290	chr10:125783999-125784290	0.25585982	6.4497743
chr10	125815465	125817007	chr10:125815465-125817007	3.0071104	9.500729
chr10	125822585	125824239	chr10:125822585-125824239	10.034645	4.2325697
chr10	125895556	125896985	chr10:125895556-125896985	7.1906934	4.648348
chr10	126199125	126199621	chr10:126199125-126199621	3.6931882	8.511293
chr10	12643247	12643807	chr10:12643247-12643807	0.3051245	5.325249
chr10	126638254	126639442	chr10:126638254-126639442	2.2109525	9.984152
chr10	12710938	12711535	chr10:12710938-12711535	2.54671	5.406766
chr10	128011298	128011935	chr10:128011298-128011935	2.1837955	4.2355456
chr10	128093521	128093949	chr10:128093521-128093949	1.0601346	7.397792
chr10	128125704	128127243	chr10:128125704-128127243	7.6826153	4.8419356
chr10	128149825	128150668	chr10:128149825-128150668	4.2145147	4.142494
chr10	12847316	12848087	chr10:12847316-12848087	1.627925	4.33644
chr10	128499545	128500203	chr10:128499545-128500203	-1.160095	4.1020236
chr10	128571678	128572070	chr10:128571678-128572070	2.2264724	4.546439
chr10	128599094	128600099	chr10:128599094-128600099	2.1409068	9.817607
chr10	128615118	128615498	chr10:128615118-128615498	-0.5509936	5.8885717
chr10	128629318	128630159	chr10:128629318-128630159	3.7857106	7.7107425
chr10	129114323	129115193	chr10:129114323-129115193	0.62340343	6.8094645
chr10	129365893	129366293	chr10:129365893-129366293	-2.5508192	3.518108
chr10	129466532	129467664	chr10:129466532-129467664	-2.1507697	3.2203076
chr10	129971540	129971892	chr10:129971540-129971892	-1.8342109	3.0378523
chr10	130110136	130111796	chr10:130110136-130111796	8.838027	3.462031
chr10	130135908	130137417	chr10:130135908-130137417	8.723966	3.2969377
chr10	130153744	130154221	chr10:130153744-130154221	-0.36952943	3.1577313
chr10	13040176	13040656	chr10:13040176-13040656	1.912475	8.857584
chr10	130924272	130924508	chr10:130924272-130924508	3.4844508	1.7846164
chr10	13099152	13100765	chr10:13099152-13100765	5.2352304	4.9889674
chr10	131088457	131088976	chr10:131088457-131088976	5.1631746	5.998492
chr10	131453263	131454528	chr10:131453263-131454528	-0.6512866	3.9209085
chr10	13161054	13162152	chr10:13161054-13162152	8.004311	5.212502
chr10	131890902	131892546	chr10:131890902-131892546	5.439316	5.8883324
chr10	131897353	131898012	chr10:131897353-131898012	4.678136	8.701351
chr10	131900172	131900989	chr10:131900172-131900989	8.11543	4.240229
chr10	131901210	131901775	chr10:131901210-131901775	6.578011	3.9648209
chr10	131962304	131963107	chr10:131962304-131963107	3.032182	7.151354
chr10	132004999	132005454	chr10:132004999-132005454	1.8748779	8.071613
chr10	132022853	132023794	chr10:132022853-132023794	3.225849	4.868981
chr10	132163118	132163987	chr10:132163118-132163987	0.7713617	4.6800647
chr10	132185334	132186094	chr10:132185334-132186094	3.5820415	1.9137375
chr10	132194207	132194876	chr10:132194207-132194876	3.434606	1.7762811
chr10	132204289	132205257	chr10:132204289-132205257	-0.8665887	3.7412672
chr10	132248371	132249702	chr10:132248371-132249702	0.6837616	4.486359
chr10	132279867	132280544	chr10:132279867-132280544	1.3373035	5.150941
chr10	132311299	132311685	chr10:132311299-132311685	5.5239024	5.723676
chr10	132320049	132321255	chr10:132320049-132321255	3.5408323	8.025953
chr10	132331428	132332549	chr10:132331428-132332549	7.938037	4.9106617
chr10	132354532	132355232	chr10:132354532-132355232	1.1939521	5.334493
chr10	132387774	132388177	chr10:132387774-132388177	3.3116221	4.309499
chr10	132389031	132390079	chr10:132389031-132390079	0.32163802	4.3359694
chr10	132395661	132398164	chr10:132395661-132398164	5.625289	4.1160326
chr10	132413610	132414129	chr10:132413610-132414129	0.11042849	3.4629793
chr10	132420327	132421954	chr10:132420327-132421954	4.3582716	6.2764306
chr10	132434324	132434868	chr10:132434324-132434868	1.5928152	6.2758694
chr10	132446726	132447456	chr10:132446726-132447456	5.3397555	5.901364
chr10	132448128	132449201	chr10:132448128-132449201	-2.3008099	4.1031213
chr10	132452323	132453548	chr10:132452323-132453548	3.5720007	4.3080287
chr10	132463442	132465183	chr10:132463442-132465183	-0.111899145	3.9564898
chr10	132517109	132519590	chr10:132517109-132519590	2.67978	6.2843685
chr10	132536836	132537986	chr10:132536836-132537986	6.755978	3.9552329
chr10	132544652	132545323	chr10:132544652-132545323	2.3078928	6.3676567
chr10	132555210	132555768	chr10:132555210-132555768	5.5068913	7.1592245
chr10	132571327	132572782	chr10:132571327-132572782	2.5218787	7.6106663
chr10	132627363	132628426	chr10:132627363-132628426	2.0789814	6.4226217
chr10	132656962	132657398	chr10:132656962-132657398	-1.24488	3.225016
chr10	132670987	132671826	chr10:132670987-132671826	0.16084412	4.322009
chr10	132684538	132685906	chr10:132684538-132685906	3.7166107	7.2439847
chr10	132800505	132800790	chr10:132800505-132800790	-2.9183455	3.2106814
chr10	133009213	133010060	chr10:133009213-133010060	0.56209654	5.580564
chr10	133143125	133144333	chr10:133143125-133144333	3.281151	9.57485
chr10	133158794	133160783	chr10:133158794-133160783	0.4598371	3.9785151
chr10	133211568	133211893	chr10:133211568-133211893	-1.3704517	3.6385295
chr10	133230232	133230845	chr10:133230232-133230845	4.231214	3.5098803
chr10	133245312	133246346	chr10:133245312-133246346	4.593938	8.665453
chr10	133247086	133247429	chr10:133247086-133247429	4.3375564	5.0069413
chr10	133261231	133262369	chr10:133261231-133262369	6.1418	4.4193616
chr10	133267158	133268529	chr10:133267158-133268529	0.903987	3.6675036
chr10	133278268	133279352	chr10:133278268-133279352	5.602419	6.824867
chr10	133304865	133305986	chr10:133304865-133305986	4.838448	7.728136
chr10	133307618	133309522	chr10:133307618-133309522	8.064557	4.430584
chr10	133318541	133319262	chr10:133318541-133319262	5.855021	4.5262775
chr10	133324146	133325057	chr10:133324146-133325057	0.014868105	4.186665
chr10	133334790	133336222	chr10:133334790-133336222	0.8878038	4.3823037
chr10	133347183	133347522	chr10:133347183-133347522	0.5510484	2.7465186
chr10	133357065	133358396	chr10:133357065-133358396	6.9521646	4.3832107
chr10	133359755	133360436	chr10:133359755-133360436	4.0004225	9.065929
chr10	133373162	133373876	chr10:133373162-133373876	7.410509	3.9151216
chr10	133393959	133395596	chr10:133393959-133395596	9.0858965	4.911126
chr10	133453591	133454370	chr10:133453591-133454370	1.3288133	5.424113
chr10	133459325	133460124	chr10:133459325-133460124	-0.10442536	2.8921533
chr10	133466918	133468087	chr10:133466918-133468087	0.15235686	3.4560354
chr10	13347106	13348765	chr10:13347106-13348765	7.1820617	3.8123813
chr10	133519938	133520857	chr10:133519938-133520857	4.7985992	4.8820586
chr10	133565353	133566324	chr10:133565353-133566324	-0.046163555	3.8886278
chr10	13404176	13405004	chr10:13404176-13405004	3.486035	10.034265
chr10	13415025	13416656	chr10:13415025-13416656	3.4545305	9.38616
chr10	134565	137360	chr10:134565-137360	6.4334445	4.0110335
chr10	13528003	13529574	chr10:13528003-13529574	4.7785573	3.777224
chr10	13586573	13587893	chr10:13586573-13587893	8.904202	6.4140887
chr10	13706837	13707839	chr10:13706837-13707839	4.899468	7.0234623
chr10	13712707	13713353	chr10:13712707-13713353	2.2954483	8.474624
chr10	13812814	13813395	chr10:13812814-13813395	1.1600897	5.991387
chr10	14153468	14154133	chr10:14153468-14154133	0.90098906	6.5179377
chr10	14181192	14181764	chr10:14181192-14181764	3.2464213	10.205932
chr10	1420772	1421447	chr10:1420772-1421447	2.4327354	4.274823
chr10	14498804	14499555	chr10:14498804-14499555	2.1573062	4.375879
chr10	14603770	14604741	chr10:14603770-14604741	4.2492237	3.5618885
chr10	14671212	14671700	chr10:14671212-14671700	0.084389634	5.9289618
chr10	14677043	14677834	chr10:14677043-14677834	1.4319803	6.5811386
chr10	14812277	14812714	chr10:14812277-14812714	-0.09534175	6.085186
chr10	14820606	14820988	chr10:14820606-14820988	0.5039289	6.3460627
chr10	14837585	14839399	chr10:14837585-14839399	7.8778048	4.9770036
chr10	14844961	14845391	chr10:14844961-14845391	1.1084349	7.70256
chr10	14953442	14954660	chr10:14953442-14954660	9.102544	5.6348104
chr10	14959049	14960263	chr10:14959049-14960263	9.272765	5.843814
chr10	14971849	14972333	chr10:14971849-14972333	2.2995512	4.77744
chr10	15021097	15021567	chr10:15021097-15021567	0.6872213	6.7250896
chr10	15035170	15036229	chr10:15035170-15036229	3.0730932	7.1446195
chr10	15069003	15069560	chr10:15069003-15069560	-0.24399576	4.9889507
chr10	15084545	15084891	chr10:15084545-15084891	0.49750295	6.6310024
chr10	15088360	15089136	chr10:15088360-15089136	5.5132856	4.531149
chr10	15096688	15097903	chr10:15096688-15097903	7.963694	4.9044867
chr10	15106143	15106973	chr10:15106143-15106973	1.9986335	4.631144
chr10	15155948	15156339	chr10:15155948-15156339	1.0395426	7.3936105
chr10	15167820	15169676	chr10:15167820-15169676	6.5985265	4.3789597
chr10	15195983	15196459	chr10:15195983-15196459	1.8570037	6.9481015
chr10	15244710	15245954	chr10:15244710-15245954	2.8621156	5.8110228
chr10	15313622	15314491	chr10:15313622-15314491	3.6590033	8.582311
chr10	15325213	15325979	chr10:15325213-15325979	3.028249	8.113305
chr10	15344986	15346184	chr10:15344986-15346184	1.5675707	7.441507
chr10	15434026	15435126	chr10:15434026-15435126	2.6998463	5.1179166
chr10	15534870	15535804	chr10:15534870-15535804	-2.1731322	3.7546818
chr10	15603564	15604034	chr10:15603564-15604034	1.5856316	8.237287
chr10	15877827	15878662	chr10:15877827-15878662	1.7487739	6.5979614
chr10	1612121	1613500	chr10:1612121-1613500	0.2695251	6.748046
chr10	16436348	16437746	chr10:16436348-16437746	7.2572894	5.444742
chr10	16597586	16598277	chr10:16597586-16598277	1.8580385	7.2199464
chr10	16816953	16818155	chr10:16816953-16818155	7.7111316	5.2468934
chr10	16828132	16828950	chr10:16828132-16828950	1.7745805	4.818911
chr10	16950965	16951651	chr10:16950965-16951651	0.6130073	6.8933234
chr10	16995896	16996522	chr10:16995896-16996522	3.268884	10.132441
chr10	17003050	17003492	chr10:17003050-17003492	3.2830682	10.3516655
chr10	17028981	17030161	chr10:17028981-17030161	2.3149014	8.840892
chr10	17216149	17217126	chr10:17216149-17217126	3.229752	8.717868
chr10	17228170	17230863	chr10:17228170-17230863	8.59393	4.185062
chr10	17244570	17245292	chr10:17244570-17245292	1.520672	9.32894
chr10	17386468	17387390	chr10:17386468-17387390	4.18213	6.9280586
chr10	17425742	17426478	chr10:17425742-17426478	3.663703	10.21401
chr10	17434917	17435655	chr10:17434917-17435655	1.9254417	8.876232
chr10	17453222	17455885	chr10:17453222-17455885	6.66258	4.825062
chr10	17506519	17507548	chr10:17506519-17507548	1.7011932	7.6099916
chr10	17577955	17579131	chr10:17577955-17579131	1.7907301	9.635365
chr10	17616448	17617900	chr10:17616448-17617900	6.174264	4.5802464
chr10	17643475	17644872	chr10:17643475-17644872	7.9466953	6.019777
chr10	17662374	17663080	chr10:17662374-17663080	3.3793364	10.313789
chr10	1776170	1776725	chr10:1776170-1776725	0.6054965	5.7377095
chr10	17780668	17781266	chr10:17780668-17781266	1.1612191	6.9168224
chr10	17809273	17809949	chr10:17809273-17809949	-0.075444646	5.100431
chr10	18418574	18418869	chr10:18418574-18418869	0.21343334	6.2768946
chr10	18594637	18595193	chr10:18594637-18595193	2.1279829	4.241991
chr10	18651297	18652144	chr10:18651297-18652144	9.083376	6.1365795
chr10	18658493	18660123	chr10:18658493-18660123	8.833788	5.818303
chr10	19742228	19742759	chr10:19742228-19742759	0.5741584	7.8815827
chr10	19815471	19816297	chr10:19815471-19816297	-1.4157149	3.2264922
chr10	21041741	21042600	chr10:21041741-21042600	2.6730154	8.366199
chr10	21044108	21044848	chr10:21044108-21044848	2.799805	8.442435
chr10	21097404	21098089	chr10:21097404-21098089	3.5838833	8.701928
chr10	21130069	21130505	chr10:21130069-21130505	2.8601427	10.04638
chr10	21172980	21174908	chr10:21172980-21174908	6.0536294	4.653256
chr10	21194544	21195420	chr10:21194544-21195420	0.5125723	7.12439
chr10	21273021	21273932	chr10:21273021-21273932	1.378019	7.5664845
chr10	21334840	21335525	chr10:21334840-21335525	2.4455853	8.569645
chr10	21372831	21373549	chr10:21372831-21373549	1.0309538	6.5046663
chr10	21406752	21407809	chr10:21406752-21407809	1.0955521	6.959151
