File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF749KLQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKT	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K4me2-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF446FUS/, /files/ENCFF583GSH/, /files/ENCFF420ARY/	1656808	ENCODE Processing Pipeline	55c1093b8d98bef1dc7f788fbb44eb7c		https://www.encodeproject.org/files/ENCFF749KLQ/@@download/ENCFF749KLQ.bed.gz				released	s3://encode-public/2020/11/12/f80c7ac6-b1ac-4ef2-8dfe-e011c9196ff1/ENCFF749KLQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/f80c7ac6-b1ac-4ef2-8dfe-e011c9196ff1/ENCFF749KLQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length, control low read depth, inconsistent platforms	insufficient read depth	
ENCFF239EBH	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKV	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF420ARY/, /files/ENCFF505NMT/, /files/ENCFF149MXA/	672316149	ENCODE Processing Pipeline	123d620e1a4dbc6730d15d90292f72c6		https://www.encodeproject.org/files/ENCFF239EBH/@@download/ENCFF239EBH.bigWig				released	s3://encode-public/2020/11/12/309ea319-a994-483c-93f3-ee7c346ac8ad/ENCFF239EBH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/309ea319-a994-483c-93f3-ee7c346ac8ad/ENCFF239EBH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mixed read lengths, control low read depth, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth	
ENCFF891CHI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKV	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF420ARY/, /files/ENCFF356LFX/, /files/ENCFF505NMT/, /files/ENCFF149MXA/	1027608	ENCODE Processing Pipeline	0c4d48de710e88b7049fe53eb9b31dbe		https://www.encodeproject.org/files/ENCFF891CHI/@@download/ENCFF891CHI.bed.gz				released	s3://encode-public/2020/11/12/0c077fc5-ccad-4443-bb2d-09e25a404ca2/ENCFF891CHI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/0c077fc5-ccad-4443-bb2d-09e25a404ca2/ENCFF891CHI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mixed read lengths, control low read depth, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth	
ENCFF135ZLM	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000AKS	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K4me1-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF839DZV/, /files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF103WYN/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF625ZHC/	2342260	ENCODE Processing Pipeline	b2db31175e0856a2b27c064da8e4bbb4		https://www.encodeproject.org/files/ENCFF135ZLM/@@download/ENCFF135ZLM.bed.gz				released	s3://encode-public/2022/06/16/073cb48c-8d87-421e-93ea-a75879ce049a/ENCFF135ZLM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/073cb48c-8d87-421e-93ea-a75879ce049a/ENCFF135ZLM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mixed read lengths, low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF457URZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKS	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K4me1-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF420ARY/, /files/ENCFF839DZV/, /files/ENCFF226FKB/, /files/ENCFF103WYN/, /files/ENCFF666YXZ/, /files/ENCFF625ZHC/	1011051098	ENCODE Processing Pipeline	c4ee97c60324b7163eabeb1526dc40b6		https://www.encodeproject.org/files/ENCFF457URZ/@@download/ENCFF457URZ.bigWig				released	s3://encode-public/2022/06/16/e05e88c6-aa79-4c66-8602-72f882a45186/ENCFF457URZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/e05e88c6-aa79-4c66-8602-72f882a45186/ENCFF457URZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mixed read lengths, low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF462AVD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKW	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K9me1-human	DNA						2011-02-10	ENCODE		see document		1	1_1							/files/ENCFF226FKB/, /files/ENCFF302OEO/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	206126	ENCODE Processing Pipeline	5ddbfd027332e8d38e801dd1eaa7575c		https://www.encodeproject.org/files/ENCFF462AVD/@@download/ENCFF462AVD.bed.gz				released	s3://encode-public/2020/11/01/1232bd52-d2a0-4c0b-b098-4a06ddb00ff9/ENCFF462AVD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/1232bd52-d2a0-4c0b-b098-4a06ddb00ff9/ENCFF462AVD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF220RGS	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKW	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K9me1-human	DNA						2011-02-10	ENCODE		see document		1	1_1							/files/ENCFF666YXZ/, /files/ENCFF302OEO/, /files/ENCFF420ARY/, /files/ENCFF226FKB/	766859251	ENCODE Processing Pipeline	d2b9936c13d8631f7a38d6e8329635bb		https://www.encodeproject.org/files/ENCFF220RGS/@@download/ENCFF220RGS.bigWig				released	s3://encode-public/2020/11/01/533250a9-2a28-4051-ab13-cde770514bea/ENCFF220RGS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/533250a9-2a28-4051-ab13-cde770514bea/ENCFF220RGS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF202EVH	bigWig	bigWig		signal p-value	GRCh38	ENCSR000APC	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H2AFZ-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF007YZT/, /files/ENCFF420ARY/, /files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF874SMO/	877385271	ENCODE Processing Pipeline	9a8216ae1fd1ae06ecd0a02fed8ced3b		https://www.encodeproject.org/files/ENCFF202EVH/@@download/ENCFF202EVH.bigWig				released	s3://encode-public/2020/11/01/852e10bb-812b-414d-ae3a-9d0e62e6f160/ENCFF202EVH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/852e10bb-812b-414d-ae3a-9d0e62e6f160/ENCFF202EVH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	control low read depth, low read length, inconsistent platforms, low read depth		
ENCFF213OTI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APC	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H2AFZ-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF007YZT/, /files/ENCFF356LFX/, /files/ENCFF420ARY/, /files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF874SMO/	2845402	ENCODE Processing Pipeline	a5934e60f1ebf8e393aa111a26f74074		https://www.encodeproject.org/files/ENCFF213OTI/@@download/ENCFF213OTI.bed.gz				released	s3://encode-public/2020/11/01/fa8b2e2b-0497-47d7-b2f5-7289e695cbe6/ENCFF213OTI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/01/fa8b2e2b-0497-47d7-b2f5-7289e695cbe6/ENCFF213OTI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.0 GRCh38	released	control low read depth, low read length, inconsistent platforms, low read depth		
ENCFF334HSS	bigWig	bigWig		signal p-value	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF711PLM/, /files/ENCFF132YSI/, /files/ENCFF649PBO/, /files/ENCFF226FKB/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	897994854	ENCODE Processing Pipeline	7f0d8f7287f845f0593eb5cb234d1973		https://www.encodeproject.org/files/ENCFF334HSS/@@download/ENCFF334HSS.bigWig				released	s3://encode-public/2022/06/16/81058056-3691-4466-81c4-43e6dcc11b51/ENCFF334HSS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/81058056-3691-4466-81c4-43e6dcc11b51/ENCFF334HSS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF209OQD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF711PLM/, /files/ENCFF132YSI/, /files/ENCFF649PBO/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	2030501	ENCODE Processing Pipeline	b0e6f4594be0ec60fd34e218ebc1dcaf		https://www.encodeproject.org/files/ENCFF209OQD/@@download/ENCFF209OQD.bed.gz				released	s3://encode-public/2022/06/16/bc21ad9e-bf53-4817-8921-bff0eae3072b/ENCFF209OQD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/bc21ad9e-bf53-4817-8921-bff0eae3072b/ENCFF209OQD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF544LXB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKP	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF600THN/, /files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF232RQF/, /files/ENCFF666YXZ/, /files/ENCFF704LGA/	1455796	ENCODE Processing Pipeline	81a2d09ef690a3317f6b0e793690cfdc		https://www.encodeproject.org/files/ENCFF544LXB/@@download/ENCFF544LXB.bed.gz				released	s3://encode-public/2022/06/14/77871d7d-ef0b-40da-8537-48dfd391bbdf/ENCFF544LXB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/14/77871d7d-ef0b-40da-8537-48dfd391bbdf/ENCFF544LXB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read length, low read depth, mixed read lengths, control low read depth, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms		extremely low read depth
ENCFF465GBD	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKP	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF600THN/, /files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF232RQF/, /files/ENCFF666YXZ/, /files/ENCFF704LGA/	1314534644	ENCODE Processing Pipeline	9346587b9a23a2953b6ab49103e6c112		https://www.encodeproject.org/files/ENCFF465GBD/@@download/ENCFF465GBD.bigWig				released	s3://encode-public/2022/06/14/26f8ee85-4be3-4f17-a19d-ed3cc5c1774a/ENCFF465GBD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/14/26f8ee85-4be3-4f17-a19d-ed3cc5c1774a/ENCFF465GBD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read length, low read depth, mixed read lengths, control low read depth, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms		extremely low read depth
ENCFF071GML	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DWD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF656DMV/, /files/ENCFF440ARP/, /files/ENCFF897QAS/	353011657	ENCODE Processing Pipeline	bf514a6b8cd5fb9e10027629ff5bbf97		https://www.encodeproject.org/files/ENCFF071GML/@@download/ENCFF071GML.bigWig				released	s3://encode-public/2020/09/29/4c9cead2-81ba-4f3e-964b-f3fdbd0eca6e/ENCFF071GML.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/4c9cead2-81ba-4f3e-964b-f3fdbd0eca6e/ENCFF071GML.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, control low read depth		
ENCFF706WUF	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000DWD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2011-02-11	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF656DMV/, /files/ENCFF440ARP/, /files/ENCFF897QAS/, /files/ENCFF356LFX/	766658	ENCODE Processing Pipeline	f7616f8937225476151f4af2262dcfeb		https://www.encodeproject.org/files/ENCFF706WUF/@@download/ENCFF706WUF.bed.gz				released	s3://encode-public/2020/09/29/69495143-c81c-4d2a-8fb5-9e116a6280f1/ENCFF706WUF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/69495143-c81c-4d2a-8fb5-9e116a6280f1/ENCFF706WUF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, control low read depth		
