Assay	Index_Experiment	Index_File	File_Type	Output_Type	Genome	Target	Analysis	RFA	md5sum	File_Name	File_Url
TF ChIP-seq	ENCSR409PXW	ENCFF291ZOW	bigWig	signal p-value	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	12e0beba0bf2d105b5230ab3ce8078c6	ENCFF291ZOW.bigWig	https://www.encodeproject.org/files/ENCFF291ZOW/@@download/ENCFF291ZOW.bigWig
TF ChIP-seq	ENCSR409PXW	ENCFF905RSN	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	41d1dfe12395313de4fe309022a3074c	ENCFF905RSN.bed.gz	https://www.encodeproject.org/files/ENCFF905RSN/@@download/ENCFF905RSN.bed.gz
TF ChIP-seq	ENCSR409PXW	ENCFF016PWJ	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	2528e221826350c84d65d477f4c0f485	ENCFF016PWJ.bed.gz	https://www.encodeproject.org/files/ENCFF016PWJ/@@download/ENCFF016PWJ.bed.gz
TF ChIP-seq	ENCSR409PXW	ENCFF316NUX	bigWig	signal p-value	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	ebe2cf5d1e015047f2bb65517204d389	ENCFF316NUX.bigWig	https://www.encodeproject.org/files/ENCFF316NUX/@@download/ENCFF316NUX.bigWig
TF ChIP-seq	ENCSR409PXW	ENCFF592IEX	bigWig	fold change over control	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	b9c07e3b5b7cadf2358a1e35c3f5526a	ENCFF592IEX.bigWig	https://www.encodeproject.org/files/ENCFF592IEX/@@download/ENCFF592IEX.bigWig
TF ChIP-seq	ENCSR409PXW	ENCFF573RFZ	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	a998686ed1bab64c7fe5ea96c7a96c18	ENCFF573RFZ.bed.gz	https://www.encodeproject.org/files/ENCFF573RFZ/@@download/ENCFF573RFZ.bed.gz
TF ChIP-seq	ENCSR409PXW	ENCFF199WWA	bigWig	fold change over control	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	47b2b737245d7fbc1d1ec49de5d0e227	ENCFF199WWA.bigWig	https://www.encodeproject.org/files/ENCFF199WWA/@@download/ENCFF199WWA.bigWig
TF ChIP-seq	ENCSR409PXW	ENCFF010MWH	bigWig	fold change over control	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	c3f04d9d33f52c1b1dab22dbbd55edf7	ENCFF010MWH.bigWig	https://www.encodeproject.org/files/ENCFF010MWH/@@download/ENCFF010MWH.bigWig
TF ChIP-seq	ENCSR409PXW	ENCFF837VGG	bigWig	signal p-value	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	53826e2eec4817b6f0c5ccc4af5da34a	ENCFF837VGG.bigWig	https://www.encodeproject.org/files/ENCFF837VGG/@@download/ENCFF837VGG.bigWig
TF ChIP-seq	ENCSR409PXW	ENCFF847QTQ	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF224	ENCODE4 v1.8.0 GRCh38	ENCODE4	de2b876d8acb9a40d21c34760c10c952	ENCFF847QTQ.bed.gz	https://www.encodeproject.org/files/ENCFF847QTQ/@@download/ENCFF847QTQ.bed.gz
TF ChIP-seq	ENCSR201DCF	ENCFF718IGO	bed narrowPeak	IDR thresholded peaks	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	49f3f82c32ae50e935dd3b01e66231e0	ENCFF718IGO.bed.gz	https://www.encodeproject.org/files/ENCFF718IGO/@@download/ENCFF718IGO.bed.gz
TF ChIP-seq	ENCSR201DCF	ENCFF038SGH	bed narrowPeak	IDR thresholded peaks	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	0f731faf8ef99b91f4702b22310ffe09	ENCFF038SGH.bed.gz	https://www.encodeproject.org/files/ENCFF038SGH/@@download/ENCFF038SGH.bed.gz
TF ChIP-seq	ENCSR201DCF	ENCFF165XEE	bigWig	fold change over control	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	da661eb584a076126a9360574b7f11a3	ENCFF165XEE.bigWig	https://www.encodeproject.org/files/ENCFF165XEE/@@download/ENCFF165XEE.bigWig
TF ChIP-seq	ENCSR201DCF	ENCFF500SKP	bigWig	signal p-value	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	43587465534d1e788eac32baabd40ef3	ENCFF500SKP.bigWig	https://www.encodeproject.org/files/ENCFF500SKP/@@download/ENCFF500SKP.bigWig
TF ChIP-seq	ENCSR201DCF	ENCFF045CPR	bigWig	fold change over control	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	81947c903a3306919e32b552ca7b6bbd	ENCFF045CPR.bigWig	https://www.encodeproject.org/files/ENCFF045CPR/@@download/ENCFF045CPR.bigWig
TF ChIP-seq	ENCSR201DCF	ENCFF610NAQ	bigWig	fold change over control	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	2b55d24669b029a294d0ae343471ab01	ENCFF610NAQ.bigWig	https://www.encodeproject.org/files/ENCFF610NAQ/@@download/ENCFF610NAQ.bigWig
TF ChIP-seq	ENCSR201DCF	ENCFF511MNC	bed narrowPeak	IDR thresholded peaks	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	6b44cc1f34f1f289def57f3215c0fee9	ENCFF511MNC.bed.gz	https://www.encodeproject.org/files/ENCFF511MNC/@@download/ENCFF511MNC.bed.gz
TF ChIP-seq	ENCSR201DCF	ENCFF606JJS	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	0576aa109234324c652a10b4e6837569	ENCFF606JJS.bed.gz	https://www.encodeproject.org/files/ENCFF606JJS/@@download/ENCFF606JJS.bed.gz
TF ChIP-seq	ENCSR201DCF	ENCFF778RLD	bigWig	signal p-value	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	4d3f8e69cdbb6e9a6f618da6646b4bae	ENCFF778RLD.bigWig	https://www.encodeproject.org/files/ENCFF778RLD/@@download/ENCFF778RLD.bigWig
TF ChIP-seq	ENCSR201DCF	ENCFF788VBI	bigWig	signal p-value	GRCh38	ZFP91	ENCODE4 v1.8.0 GRCh38	ENCODE4	2269d324ab90db9eee42f72d22f34851	ENCFF788VBI.bigWig	https://www.encodeproject.org/files/ENCFF788VBI/@@download/ENCFF788VBI.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF382OON	bigWig	signal p-value	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	b3a57ab7ad0f03942f15c995e0b7881f	ENCFF382OON.bigWig	https://www.encodeproject.org/files/ENCFF382OON/@@download/ENCFF382OON.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF777WHE	bigWig	fold change over control	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	213c61d0ea5bffdc3dce57b251a742ce	ENCFF777WHE.bigWig	https://www.encodeproject.org/files/ENCFF777WHE/@@download/ENCFF777WHE.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF615KUV	bigWig	signal p-value	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	2e7b0163007a61cc1af547f51eef4241	ENCFF615KUV.bigWig	https://www.encodeproject.org/files/ENCFF615KUV/@@download/ENCFF615KUV.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF196NUG	bigWig	fold change over control	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	9ec71ba82b1d9e91308ee1d82528bd94	ENCFF196NUG.bigWig	https://www.encodeproject.org/files/ENCFF196NUG/@@download/ENCFF196NUG.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF611KGQ	bigWig	signal p-value	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	a4b504f57a2bc6462ccd86fcfb7da324	ENCFF611KGQ.bigWig	https://www.encodeproject.org/files/ENCFF611KGQ/@@download/ENCFF611KGQ.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF592YZS	bigWig	fold change over control	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	dba06e04ad76a6a410a7b2cc55c1517d	ENCFF592YZS.bigWig	https://www.encodeproject.org/files/ENCFF592YZS/@@download/ENCFF592YZS.bigWig
TF ChIP-seq	ENCSR014ARU	ENCFF516SIV	bed narrowPeak	IDR thresholded peaks	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	598c3bfe4a64e2c3ddd1fcb4803caa60	ENCFF516SIV.bed.gz	https://www.encodeproject.org/files/ENCFF516SIV/@@download/ENCFF516SIV.bed.gz
TF ChIP-seq	ENCSR014ARU	ENCFF888JJI	bed narrowPeak	IDR thresholded peaks	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	78b87958d68370b7d9b17f440152dacb	ENCFF888JJI.bed.gz	https://www.encodeproject.org/files/ENCFF888JJI/@@download/ENCFF888JJI.bed.gz
TF ChIP-seq	ENCSR014ARU	ENCFF121HYT	bed narrowPeak	IDR thresholded peaks	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	bb407abe86df5439cef62a5fa5246ec7	ENCFF121HYT.bed.gz	https://www.encodeproject.org/files/ENCFF121HYT/@@download/ENCFF121HYT.bed.gz
TF ChIP-seq	ENCSR014ARU	ENCFF559LTZ	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ATF2	ENCODE4 v1.8.1 GRCh38	ENCODE4	b645cec96e5c70fb3a882c6aa015ffdd	ENCFF559LTZ.bed.gz	https://www.encodeproject.org/files/ENCFF559LTZ/@@download/ENCFF559LTZ.bed.gz
TF ChIP-seq	ENCSR498JCG	ENCFF518EGY	bed narrowPeak	IDR thresholded peaks	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	e41f615a93c73ee55c54e5ef60220a8f	ENCFF518EGY.bed.gz	https://www.encodeproject.org/files/ENCFF518EGY/@@download/ENCFF518EGY.bed.gz
TF ChIP-seq	ENCSR498JCG	ENCFF462XQE	bigWig	fold change over control	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	92406cc7ffcd28a8fc9a9719ec9d518b	ENCFF462XQE.bigWig	https://www.encodeproject.org/files/ENCFF462XQE/@@download/ENCFF462XQE.bigWig
TF ChIP-seq	ENCSR498JCG	ENCFF060OWE	bigWig	fold change over control	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	f272a1b479d6779c8b866b76aee3ff44	ENCFF060OWE.bigWig	https://www.encodeproject.org/files/ENCFF060OWE/@@download/ENCFF060OWE.bigWig
TF ChIP-seq	ENCSR498JCG	ENCFF230WKO	bigWig	signal p-value	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	961aa397219c21af3e4bc6ec84edb94d	ENCFF230WKO.bigWig	https://www.encodeproject.org/files/ENCFF230WKO/@@download/ENCFF230WKO.bigWig
TF ChIP-seq	ENCSR498JCG	ENCFF167DCU	bigWig	signal p-value	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	e26343f8ce79140c71adacbbd6ac2f3b	ENCFF167DCU.bigWig	https://www.encodeproject.org/files/ENCFF167DCU/@@download/ENCFF167DCU.bigWig
TF ChIP-seq	ENCSR498JCG	ENCFF445ZPU	bed narrowPeak	IDR thresholded peaks	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	45dff5c4b40f451bbe830113ffe3e1b1	ENCFF445ZPU.bed.gz	https://www.encodeproject.org/files/ENCFF445ZPU/@@download/ENCFF445ZPU.bed.gz
TF ChIP-seq	ENCSR498JCG	ENCFF603HGQ	bigWig	signal p-value	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	483cef755f9d12d2f652a4f1bfebadb3	ENCFF603HGQ.bigWig	https://www.encodeproject.org/files/ENCFF603HGQ/@@download/ENCFF603HGQ.bigWig
TF ChIP-seq	ENCSR498JCG	ENCFF043OXO	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	186fc0d9896e6a9f1b2ac6313bf45682	ENCFF043OXO.bed.gz	https://www.encodeproject.org/files/ENCFF043OXO/@@download/ENCFF043OXO.bed.gz
TF ChIP-seq	ENCSR498JCG	ENCFF781YXT	bigWig	fold change over control	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	db3ce683a12985a67ab033a52b0ce9cd	ENCFF781YXT.bigWig	https://www.encodeproject.org/files/ENCFF781YXT/@@download/ENCFF781YXT.bigWig
TF ChIP-seq	ENCSR498JCG	ENCFF926YJX	bed narrowPeak	IDR thresholded peaks	GRCh38	ELF4	ENCODE4 v1.8.0 GRCh38	ENCODE4	ddc5617703fd5e81944c4bad024f645d	ENCFF926YJX.bed.gz	https://www.encodeproject.org/files/ENCFF926YJX/@@download/ENCFF926YJX.bed.gz
TF ChIP-seq	ENCSR125YGM	ENCFF451RJV	bigWig	fold change over control	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	601eee15def7586b94d3d45b020ea723	ENCFF451RJV.bigWig	https://www.encodeproject.org/files/ENCFF451RJV/@@download/ENCFF451RJV.bigWig
TF ChIP-seq	ENCSR125YGM	ENCFF965WUK	bigWig	signal p-value	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	6f84739298043b36bf7b398e918b6455	ENCFF965WUK.bigWig	https://www.encodeproject.org/files/ENCFF965WUK/@@download/ENCFF965WUK.bigWig
TF ChIP-seq	ENCSR125YGM	ENCFF794SCQ	bed narrowPeak	IDR thresholded peaks	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	e6e475535ea04af262cd6522c6bd3ced	ENCFF794SCQ.bed.gz	https://www.encodeproject.org/files/ENCFF794SCQ/@@download/ENCFF794SCQ.bed.gz
TF ChIP-seq	ENCSR125YGM	ENCFF506PKZ	bigWig	signal p-value	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	5c4450e316da972b0b3f509fa13e31e3	ENCFF506PKZ.bigWig	https://www.encodeproject.org/files/ENCFF506PKZ/@@download/ENCFF506PKZ.bigWig
TF ChIP-seq	ENCSR125YGM	ENCFF219IJM	bed narrowPeak	IDR thresholded peaks	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	0b801e1d7d8a8a87ed7f6ea5e42a10a9	ENCFF219IJM.bed.gz	https://www.encodeproject.org/files/ENCFF219IJM/@@download/ENCFF219IJM.bed.gz
TF ChIP-seq	ENCSR125YGM	ENCFF299SLF	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	81f3ab0e3f6140dad1d97e16aa749bfa	ENCFF299SLF.bed.gz	https://www.encodeproject.org/files/ENCFF299SLF/@@download/ENCFF299SLF.bed.gz
TF ChIP-seq	ENCSR125YGM	ENCFF210TZS	bigWig	signal p-value	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	7026f29f4c5db4f4ef9ed9192fc88fa4	ENCFF210TZS.bigWig	https://www.encodeproject.org/files/ENCFF210TZS/@@download/ENCFF210TZS.bigWig
TF ChIP-seq	ENCSR125YGM	ENCFF526HKD	bigWig	fold change over control	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	6a946b0dbf417e54457d5297cfc79885	ENCFF526HKD.bigWig	https://www.encodeproject.org/files/ENCFF526HKD/@@download/ENCFF526HKD.bigWig
TF ChIP-seq	ENCSR125YGM	ENCFF952SIQ	bigWig	fold change over control	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	c459d9210f4edfaaf41414d001174503	ENCFF952SIQ.bigWig	https://www.encodeproject.org/files/ENCFF952SIQ/@@download/ENCFF952SIQ.bigWig
TF ChIP-seq	ENCSR125YGM	ENCFF194GEN	bed narrowPeak	IDR thresholded peaks	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	21dfe281023035a8518576a7ffd4f58e	ENCFF194GEN.bed.gz	https://www.encodeproject.org/files/ENCFF194GEN/@@download/ENCFF194GEN.bed.gz
TF ChIP-seq	ENCSR626HJW	ENCFF622ITH	bigWig	fold change over control	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	415e777ee48a9ead565ecb2082757255	ENCFF622ITH.bigWig	https://www.encodeproject.org/files/ENCFF622ITH/@@download/ENCFF622ITH.bigWig
TF ChIP-seq	ENCSR626HJW	ENCFF507UED	bed narrowPeak	IDR thresholded peaks	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	acca1a4867cadd3d836f2883443d9f26	ENCFF507UED.bed.gz	https://www.encodeproject.org/files/ENCFF507UED/@@download/ENCFF507UED.bed.gz
TF ChIP-seq	ENCSR626HJW	ENCFF055YHF	bed narrowPeak	IDR thresholded peaks	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	34119c9a899c99362e1a1eef371cbfe8	ENCFF055YHF.bed.gz	https://www.encodeproject.org/files/ENCFF055YHF/@@download/ENCFF055YHF.bed.gz
TF ChIP-seq	ENCSR626HJW	ENCFF853CBM	bigWig	signal p-value	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	350c8b6f29ef2c253ec87662c379b95d	ENCFF853CBM.bigWig	https://www.encodeproject.org/files/ENCFF853CBM/@@download/ENCFF853CBM.bigWig
TF ChIP-seq	ENCSR626HJW	ENCFF904OTT	bigWig	signal p-value	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	8295b6616f0745ddebf8f8fb1bb66ecb	ENCFF904OTT.bigWig	https://www.encodeproject.org/files/ENCFF904OTT/@@download/ENCFF904OTT.bigWig
TF ChIP-seq	ENCSR626HJW	ENCFF931WHO	bigWig	fold change over control	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	1168f57853c125a25bd0954d68bed9af	ENCFF931WHO.bigWig	https://www.encodeproject.org/files/ENCFF931WHO/@@download/ENCFF931WHO.bigWig
TF ChIP-seq	ENCSR626HJW	ENCFF866ARI	bed narrowPeak	IDR thresholded peaks	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	d14be75d0067bc809d8978d1628e2c91	ENCFF866ARI.bed.gz	https://www.encodeproject.org/files/ENCFF866ARI/@@download/ENCFF866ARI.bed.gz
TF ChIP-seq	ENCSR626HJW	ENCFF673QCO	bigWig	signal p-value	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	53fec5a0836c35e2eed795ded6914b3d	ENCFF673QCO.bigWig	https://www.encodeproject.org/files/ENCFF673QCO/@@download/ENCFF673QCO.bigWig
TF ChIP-seq	ENCSR626HJW	ENCFF501JSC	bigWig	fold change over control	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	8c1a73f97bcfbd9e0bca0922b9f7709e	ENCFF501JSC.bigWig	https://www.encodeproject.org/files/ENCFF501JSC/@@download/ENCFF501JSC.bigWig
TF ChIP-seq	ENCSR626HJW	ENCFF338EXM	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	HMG20A	ENCODE4 v1.8.0 GRCh38	ENCODE4	7fba8c96d835436bdef439632c49f953	ENCFF338EXM.bed.gz	https://www.encodeproject.org/files/ENCFF338EXM/@@download/ENCFF338EXM.bed.gz
TF ChIP-seq	ENCSR809JSD	ENCFF448SLM	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	3f86d4ae1576383d3efd07b019cbc3ab	ENCFF448SLM.bed.gz	https://www.encodeproject.org/files/ENCFF448SLM/@@download/ENCFF448SLM.bed.gz
TF ChIP-seq	ENCSR809JSD	ENCFF452FFT	bigWig	signal p-value	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	adf731dedbcb2e06e4c031b6e70a7c38	ENCFF452FFT.bigWig	https://www.encodeproject.org/files/ENCFF452FFT/@@download/ENCFF452FFT.bigWig
TF ChIP-seq	ENCSR809JSD	ENCFF559WCY	bigWig	signal p-value	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	41ea42937fe1418075978657870ee261	ENCFF559WCY.bigWig	https://www.encodeproject.org/files/ENCFF559WCY/@@download/ENCFF559WCY.bigWig
TF ChIP-seq	ENCSR809JSD	ENCFF093BBG	bed narrowPeak	IDR thresholded peaks	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	a9c34aa0b304ac147f35135504b75965	ENCFF093BBG.bed.gz	https://www.encodeproject.org/files/ENCFF093BBG/@@download/ENCFF093BBG.bed.gz
TF ChIP-seq	ENCSR809JSD	ENCFF402FCR	bigWig	signal p-value	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	fbb8687cd12c566ace9c198e73497712	ENCFF402FCR.bigWig	https://www.encodeproject.org/files/ENCFF402FCR/@@download/ENCFF402FCR.bigWig
TF ChIP-seq	ENCSR809JSD	ENCFF224BWP	bigWig	fold change over control	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	f2500c19c2c922deb798fc340f55f5d3	ENCFF224BWP.bigWig	https://www.encodeproject.org/files/ENCFF224BWP/@@download/ENCFF224BWP.bigWig
TF ChIP-seq	ENCSR809JSD	ENCFF319FFB	bed narrowPeak	IDR thresholded peaks	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	f41f597d29e4bf1a5d34ef4276fccd6f	ENCFF319FFB.bed.gz	https://www.encodeproject.org/files/ENCFF319FFB/@@download/ENCFF319FFB.bed.gz
TF ChIP-seq	ENCSR809JSD	ENCFF639BQL	bigWig	fold change over control	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	a5c96d839c88e126b9c7c3fdc56f5d54	ENCFF639BQL.bigWig	https://www.encodeproject.org/files/ENCFF639BQL/@@download/ENCFF639BQL.bigWig
TF ChIP-seq	ENCSR809JSD	ENCFF684EGG	bigWig	fold change over control	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	cc54ae9baae7bef6b67610a1f56dd83f	ENCFF684EGG.bigWig	https://www.encodeproject.org/files/ENCFF684EGG/@@download/ENCFF684EGG.bigWig
TF ChIP-seq	ENCSR809JSD	ENCFF808ECB	bed narrowPeak	IDR thresholded peaks	GRCh38	IRF1	ENCODE4 v1.8.0 GRCh38	ENCODE4	30c9295b6461918976a21fdaa4419427	ENCFF808ECB.bed.gz	https://www.encodeproject.org/files/ENCFF808ECB/@@download/ENCFF808ECB.bed.gz
TF ChIP-seq	ENCSR427XYP	ENCFF789XXU	bigWig	signal p-value	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	57d700b1a4faf10a0b18a782e2c2412b	ENCFF789XXU.bigWig	https://www.encodeproject.org/files/ENCFF789XXU/@@download/ENCFF789XXU.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF382AXO	bigWig	fold change over control	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	5045c5fd7ce44808cadd2bf64dabe5a1	ENCFF382AXO.bigWig	https://www.encodeproject.org/files/ENCFF382AXO/@@download/ENCFF382AXO.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF351XOP	bigWig	fold change over control	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	7e64166a4d09a204019576a7e256c11f	ENCFF351XOP.bigWig	https://www.encodeproject.org/files/ENCFF351XOP/@@download/ENCFF351XOP.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF453NDJ	bigWig	fold change over control	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	fe9e5aeff7539cb2eadefeaa1bd3b616	ENCFF453NDJ.bigWig	https://www.encodeproject.org/files/ENCFF453NDJ/@@download/ENCFF453NDJ.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF850QFG	bigWig	signal p-value	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	d5ba4a4d217ddf60c2fb342cedee3d13	ENCFF850QFG.bigWig	https://www.encodeproject.org/files/ENCFF850QFG/@@download/ENCFF850QFG.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF229VLF	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	77a1262fee68ec49dca89773db0330fa	ENCFF229VLF.bed.gz	https://www.encodeproject.org/files/ENCFF229VLF/@@download/ENCFF229VLF.bed.gz
TF ChIP-seq	ENCSR427XYP	ENCFF239UGM	bigWig	signal p-value	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	d30141b15c48446a4147f9302ac21dda	ENCFF239UGM.bigWig	https://www.encodeproject.org/files/ENCFF239UGM/@@download/ENCFF239UGM.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF647ENY	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	a2ca78dd14985b22c069465b9582c3aa	ENCFF647ENY.bed.gz	https://www.encodeproject.org/files/ENCFF647ENY/@@download/ENCFF647ENY.bed.gz
TF ChIP-seq	ENCSR427XYP	ENCFF610JGP	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	f40cf1c71ad4e81067e39922e92f7510	ENCFF610JGP.bed.gz	https://www.encodeproject.org/files/ENCFF610JGP/@@download/ENCFF610JGP.bed.gz
TF ChIP-seq	ENCSR427XYP	ENCFF959SMC	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	c4629ee079fe91c3549958447238a8cd	ENCFF959SMC.bed.gz	https://www.encodeproject.org/files/ENCFF959SMC/@@download/ENCFF959SMC.bed.gz
TF ChIP-seq	ENCSR744GHR	ENCFF173QUY	bed narrowPeak	IDR thresholded peaks	GRCh38	E2F5	ENCODE4 v1.8.0 GRCh38	ENCODE4	8a96fec76b8ca5f6a49053f771395398	ENCFF173QUY.bed.gz	https://www.encodeproject.org/files/ENCFF173QUY/@@download/ENCFF173QUY.bed.gz
TF ChIP-seq	ENCSR744GHR	ENCFF225ZXF	bigWig	signal p-value	GRCh38	E2F5	ENCODE4 v1.8.0 GRCh38	ENCODE4	f93dd0cf2464e0bebcd6962ca9408aef	ENCFF225ZXF.bigWig	https://www.encodeproject.org/files/ENCFF225ZXF/@@download/ENCFF225ZXF.bigWig
TF ChIP-seq	ENCSR744GHR	ENCFF403XOV	bigWig	fold change over control	GRCh38	E2F5	ENCODE4 v1.8.0 GRCh38	ENCODE4	2a8eebea81e867a124a4d76d142c69e6	ENCFF403XOV.bigWig	https://www.encodeproject.org/files/ENCFF403XOV/@@download/ENCFF403XOV.bigWig
TF ChIP-seq	ENCSR744GHR	ENCFF216UCG	bigWig	fold change over control	GRCh38	E2F5	ENCODE4 v1.8.0 GRCh38	ENCODE4	7663da654f6de358e935f977633446ca	ENCFF216UCG.bigWig	https://www.encodeproject.org/files/ENCFF216UCG/@@download/ENCFF216UCG.bigWig
