Assay	Index_Experiment	Index_File	File_Format	File_Type	Output_Type	Genome	Target	Bio_Replicates	Analysis	Analysis_Version	md5sum	File_Name	File_URL
TF ChIP-seq	ENCSR054JMQ	ENCFF118ECK	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	REST	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	20b6edf4fc2dc85c41234e1fac95a6d2	ENCFF118ECK.bed.gz	https://www.encodeproject.org/files/ENCFF118ECK/@@download/ENCFF118ECK.bed.gz
TF ChIP-seq	ENCSR044UJJ	ENCFF250MUC	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ATF4	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	ed3f5d1372ff7f5a0a5eaedf0c5f82b5	ENCFF250MUC.bed.gz	https://www.encodeproject.org/files/ENCFF250MUC/@@download/ENCFF250MUC.bed.gz
TF ChIP-seq	ENCSR187RGF	ENCFF493LZB	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF695	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	f0fbbd4b2c2c0374bcedac5e3579ac1e	ENCFF493LZB.bed.gz	https://www.encodeproject.org/files/ENCFF493LZB/@@download/ENCFF493LZB.bed.gz
TF ChIP-seq	ENCSR525VAT	ENCFF932KRN	bed narrowPeak	bed	conservative IDR thresholded peaks	GRCh38	JUNB	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	310e381a0dab057852b535555c595871	ENCFF932KRN.bed.gz	https://www.encodeproject.org/files/ENCFF932KRN/@@download/ENCFF932KRN.bed.gz
TF ChIP-seq	ENCSR000EVX	ENCFF045CFL	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF274	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	801dbae50a544b70900ae6c6cb392f55	ENCFF045CFL.bed.gz	https://www.encodeproject.org/files/ENCFF045CFL/@@download/ENCFF045CFL.bed.gz
TF ChIP-seq	ENCSR000BRK	ENCFF501XJP	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	TEAD4	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	e74e062134ae8d4f9cf12034dcfb7ea1	ENCFF501XJP.bed.gz	https://www.encodeproject.org/files/ENCFF501XJP/@@download/ENCFF501XJP.bed.gz
TF ChIP-seq	ENCSR000EWH	ENCFF495XYS	bed narrowPeak	bed	conservative IDR thresholded peaks	GRCh38	NR2C2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	33b1e84c1028c5cb5733a0bff54d979b	ENCFF495XYS.bed.gz	https://www.encodeproject.org/files/ENCFF495XYS/@@download/ENCFF495XYS.bed.gz
TF ChIP-seq	ENCSR085DDI	ENCFF341CNM	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	NFXL1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	5c7e496b4f918a877a44584b05802ba8	ENCFF341CNM.bed.gz	https://www.encodeproject.org/files/ENCFF341CNM/@@download/ENCFF341CNM.bed.gz
TF ChIP-seq	ENCSR643VTW	ENCFF793FMG	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SMARCA4	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	98d13c33e6e3a50062141981f9651605	ENCFF793FMG.bed.gz	https://www.encodeproject.org/files/ENCFF793FMG/@@download/ENCFF793FMG.bed.gz
TF ChIP-seq	ENCSR000EGW	ENCFF289LLT	bed narrowPeak	bed	conservative IDR thresholded peaks	GRCh38	SMC3	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	c98b3608449cae78eefcd286ec815692	ENCFF289LLT.bed.gz	https://www.encodeproject.org/files/ENCFF289LLT/@@download/ENCFF289LLT.bed.gz
TF ChIP-seq	ENCSR674SCQ	ENCFF649UCX	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF354B	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	6b3494b7bfd50d50d1ba3763b47c599d	ENCFF649UCX.bed.gz	https://www.encodeproject.org/files/ENCFF649UCX/@@download/ENCFF649UCX.bed.gz
TF ChIP-seq	ENCSR000EFX	ENCFF837NNR	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	MAZ	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	0f46e360910a07090b382856ea784738	ENCFF837NNR.bed.gz	https://www.encodeproject.org/files/ENCFF837NNR/@@download/ENCFF837NNR.bed.gz
TF ChIP-seq	ENCSR091IQZ	ENCFF359ZQQ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	DMBX1	3, 4	ENCODE4 v1.8.0 GRCh38	ENCODE4	4ffa154dcd4968aa726f4e272d1a3f47	ENCFF359ZQQ.bed.gz	https://www.encodeproject.org/files/ENCFF359ZQQ/@@download/ENCFF359ZQQ.bed.gz
TF ChIP-seq	ENCSR000EFO	ENCFF838GFC	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	CUX1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	9782f690274fd227af1282f69e28fa35	ENCFF838GFC.bed.gz	https://www.encodeproject.org/files/ENCFF838GFC/@@download/ENCFF838GFC.bed.gz
TF ChIP-seq	ENCSR000DLZ	ENCFF566CTX	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	MYC	1, 2, 3	ENCODE4 v1.6.1 GRCh38	ENCODE4	7f87f7347dfdcdd619e8ef8af09bab89	ENCFF566CTX.bed.gz	https://www.encodeproject.org/files/ENCFF566CTX/@@download/ENCFF566CTX.bed.gz
TF ChIP-seq	ENCSR987KYK	ENCFF159END	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF717	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	77a403626fb0e0738b3b49915d5db056	ENCFF159END.bed.gz	https://www.encodeproject.org/files/ENCFF159END/@@download/ENCFF159END.bed.gz
TF ChIP-seq	ENCSR143CEO	ENCFF230DZT	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZC3H8	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	b6e8b725cf8165ef3f762da7f91319f0	ENCFF230DZT.bed.gz	https://www.encodeproject.org/files/ENCFF230DZT/@@download/ENCFF230DZT.bed.gz
TF ChIP-seq	ENCSR000BMW	ENCFF707MDI	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	REST	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	5a714b50a23ba06cb8ed55146c5addc0	ENCFF707MDI.bed.gz	https://www.encodeproject.org/files/ENCFF707MDI/@@download/ENCFF707MDI.bed.gz
TF ChIP-seq	ENCSR199HGP	ENCFF697DRN	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZKSCAN3	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	ccd7a2598bd32ced0b3a150d336a5ae8	ENCFF697DRN.bed.gz	https://www.encodeproject.org/files/ENCFF697DRN/@@download/ENCFF697DRN.bed.gz
TF ChIP-seq	ENCSR000FAD	ENCFF258VXX	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	RAD21	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	8ea125d06f3a4348bc2c8f91dc03d3d7	ENCFF258VXX.bed.gz	https://www.encodeproject.org/files/ENCFF258VXX/@@download/ENCFF258VXX.bed.gz
TF ChIP-seq	ENCSR000EGI	ENCFF119AHD	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	MAFF	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	34d07d4e3f5b87c71c380287d01837ab	ENCFF119AHD.bed.gz	https://www.encodeproject.org/files/ENCFF119AHD/@@download/ENCFF119AHD.bed.gz
TF ChIP-seq	ENCSR172OSX	ENCFF830MTX	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZBTB12	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	eda6255781c1fc308c3d59696bf19e2d	ENCFF830MTX.bed.gz	https://www.encodeproject.org/files/ENCFF830MTX/@@download/ENCFF830MTX.bed.gz
TF ChIP-seq	ENCSR000DWE	ENCFF736NYC	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	CTCF	1, 2	ENCODE4 v1.5.1 GRCh38	ENCODE4	606e423b6ab856b7a61767838d21dbf8	ENCFF736NYC.bed.gz	https://www.encodeproject.org/files/ENCFF736NYC/@@download/ENCFF736NYC.bed.gz
TF ChIP-seq	ENCSR000BKM	ENCFF242YZU	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	GATA2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	873c0bf5ab6c7bdeb64d06192213aad3	ENCFF242YZU.bed.gz	https://www.encodeproject.org/files/ENCFF242YZU/@@download/ENCFF242YZU.bed.gz
TF ChIP-seq	ENCSR844MAB	ENCFF809JNC	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF77	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	1d63c8c8595758c3c2ad89a58103d91b	ENCFF809JNC.bed.gz	https://www.encodeproject.org/files/ENCFF809JNC/@@download/ENCFF809JNC.bed.gz
TF ChIP-seq	ENCSR000BMR	ENCFF634JRD	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	POLR2A	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	f680f3a40f7812e22853084222958011	ENCFF634JRD.bed.gz	https://www.encodeproject.org/files/ENCFF634JRD/@@download/ENCFF634JRD.bed.gz
TF ChIP-seq	ENCSR193ZLW	ENCFF372YFU	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	THAP7	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	fd66ee347ee95730d0911374ecf449f5	ENCFF372YFU.bed.gz	https://www.encodeproject.org/files/ENCFF372YFU/@@download/ENCFF372YFU.bed.gz
TF ChIP-seq	ENCSR000ATZ	ENCFF349VSP	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	KAT2B	1	ENCODE4 v1.6.1 GRCh38	ENCODE4	506b50cc2025385573623572a8ef6f5c	ENCFF349VSP.bed.gz	https://www.encodeproject.org/files/ENCFF349VSP/@@download/ENCFF349VSP.bed.gz
TF ChIP-seq	ENCSR598GER	ENCFF657LFS	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	CCAR2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	980d74fa5aeb777ee3caa24482b07659	ENCFF657LFS.bed.gz	https://www.encodeproject.org/files/ENCFF657LFS/@@download/ENCFF657LFS.bed.gz
TF ChIP-seq	ENCSR154EIH	ENCFF955QCD	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	TRIP13	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	cc9a35607055e3780f24e0565bcc0882	ENCFF955QCD.bed.gz	https://www.encodeproject.org/files/ENCFF955QCD/@@download/ENCFF955QCD.bed.gz
TF ChIP-seq	ENCSR454SCH	ENCFF018HWM	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF7	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	6b2d6200fb0d99bdbd7924020419fcb7	ENCFF018HWM.bed.gz	https://www.encodeproject.org/files/ENCFF018HWM/@@download/ENCFF018HWM.bed.gz
TF ChIP-seq	ENCSR641BSL	ENCFF794IRP	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	AGO1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	a061df8dda77d68763927ac65f3bdd1d	ENCFF794IRP.bed.gz	https://www.encodeproject.org/files/ENCFF794IRP/@@download/ENCFF794IRP.bed.gz
TF ChIP-seq	ENCSR171CAY	ENCFF938ZPZ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	E2F7	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	6496b1c03f032c8e9217d0b2bc833181	ENCFF938ZPZ.bed.gz	https://www.encodeproject.org/files/ENCFF938ZPZ/@@download/ENCFF938ZPZ.bed.gz
TF ChIP-seq	ENCSR764OXF	ENCFF983LFS	bed narrowPeak	bed	conservative IDR thresholded peaks	GRCh38	RBM39	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	8a8de955b0239ad54d4be99b5100aca7	ENCFF983LFS.bed.gz	https://www.encodeproject.org/files/ENCFF983LFS/@@download/ENCFF983LFS.bed.gz
TF ChIP-seq	ENCSR832DMO	ENCFF792SXS	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SRSF1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	4f66c3516900383e2ca4304e2135a834	ENCFF792SXS.bed.gz	https://www.encodeproject.org/files/ENCFF792SXS/@@download/ENCFF792SXS.bed.gz
TF ChIP-seq	ENCSR296MXW	ENCFF700VSW	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	HNRNPUL1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	21bab82882b3d1a1667382fab44db3ba	ENCFF700VSW.bed.gz	https://www.encodeproject.org/files/ENCFF700VSW/@@download/ENCFF700VSW.bed.gz
TF ChIP-seq	ENCSR492LTS	ENCFF725JXZ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	BCLAF1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	e78830833b47435635ee80b2cfea1442	ENCFF725JXZ.bed.gz	https://www.encodeproject.org/files/ENCFF725JXZ/@@download/ENCFF725JXZ.bed.gz
TF ChIP-seq	ENCSR699RWG	ENCFF922RHM	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF215	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	b15a9050f0ded61cdcdc754044dde35c	ENCFF922RHM.bed.gz	https://www.encodeproject.org/files/ENCFF922RHM/@@download/ENCFF922RHM.bed.gz
TF ChIP-seq	ENCSR000BME	ENCFF346AOR	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZBTB7A	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	0e6335a5bad9f108d0119c20b0a8cf93	ENCFF346AOR.bed.gz	https://www.encodeproject.org/files/ENCFF346AOR/@@download/ENCFF346AOR.bed.gz
TF ChIP-seq	ENCSR000EWE	ENCFF742DPO	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF274	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	5c998a9832afe7827c6d62bb3764f054	ENCFF742DPO.bed.gz	https://www.encodeproject.org/files/ENCFF742DPO/@@download/ENCFF742DPO.bed.gz
TF ChIP-seq	ENCSR000AUB	ENCFF821XJU	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SIRT6	1	ENCODE4 v1.6.1 GRCh38	ENCODE4	52f6fa60b15c7aee469873680cb7144e	ENCFF821XJU.bed.gz	https://www.encodeproject.org/files/ENCFF821XJU/@@download/ENCFF821XJU.bed.gz
TF ChIP-seq	ENCSR947PJZ	ENCFF449JMB	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	HIVEP1	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	b2378c251214c4eb496cd4ae3cc1edd7	ENCFF449JMB.bed.gz	https://www.encodeproject.org/files/ENCFF449JMB/@@download/ENCFF449JMB.bed.gz
TF ChIP-seq	ENCSR283ZRI	ENCFF413LLO	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	POLR2G	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	34ce803500951b0db1c60be609801c4e	ENCFF413LLO.bed.gz	https://www.encodeproject.org/files/ENCFF413LLO/@@download/ENCFF413LLO.bed.gz
TF ChIP-seq	ENCSR000AQH	ENCFF981ISM	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	PHF8	2, 3	ENCODE4 v1.6.1 GRCh38	ENCODE4	9c193f16fb52a60daa00555fc986a6a1	ENCFF981ISM.bed.gz	https://www.encodeproject.org/files/ENCFF981ISM/@@download/ENCFF981ISM.bed.gz
TF ChIP-seq	ENCSR647PJW	ENCFF652ZEN	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SFPQ	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	efdb54dc16abe314f2b7c8ed6573b04d	ENCFF652ZEN.bed.gz	https://www.encodeproject.org/files/ENCFF652ZEN/@@download/ENCFF652ZEN.bed.gz
TF ChIP-seq	ENCSR822LBD	ENCFF538ACI	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	RBFOX2	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	a3592bbb1c252169fc20f84dc13e8389	ENCFF538ACI.bed.gz	https://www.encodeproject.org/files/ENCFF538ACI/@@download/ENCFF538ACI.bed.gz
TF ChIP-seq	ENCSR594BNR	ENCFF854WAP	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	HNRNPL	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	9c7140674f125208cb15e4ff9dfdb922	ENCFF854WAP.bed.gz	https://www.encodeproject.org/files/ENCFF854WAP/@@download/ENCFF854WAP.bed.gz
TF ChIP-seq	ENCSR581CVA	ENCFF797TVO	bed narrowPeak	bed	conservative IDR thresholded peaks	GRCh38	HNRNPH1	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	22905e1b2a376dc8bf670ed20ccea955	ENCFF797TVO.bed.gz	https://www.encodeproject.org/files/ENCFF797TVO/@@download/ENCFF797TVO.bed.gz
TF ChIP-seq	ENCSR000EHO	ENCFF486QCV	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SMARCA4	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	3b4c199a22de731c1670e958809f1d21	ENCFF486QCV.bed.gz	https://www.encodeproject.org/files/ENCFF486QCV/@@download/ENCFF486QCV.bed.gz
TF ChIP-seq	ENCSR000BLR	ENCFF884MNF	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SIN3A	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	bc5cdae20235d5dbc7013e8e619844be	ENCFF884MNF.bed.gz	https://www.encodeproject.org/files/ENCFF884MNF/@@download/ENCFF884MNF.bed.gz
TF ChIP-seq	ENCSR606KTL	ENCFF569TJP	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF239	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	a28039262ad2576a146343676e993d31	ENCFF569TJP.bed.gz	https://www.encodeproject.org/files/ENCFF569TJP/@@download/ENCFF569TJP.bed.gz
TF ChIP-seq	ENCSR000FCB	ENCFF605XYC	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	MITF	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	339102905c609b5e15eef0d8b331d99e	ENCFF605XYC.bed.gz	https://www.encodeproject.org/files/ENCFF605XYC/@@download/ENCFF605XYC.bed.gz
TF ChIP-seq	ENCSR000BNU	ENCFF718VHT	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ATF3	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	4891d34ef7734b5c2c98a12399724fb3	ENCFF718VHT.bed.gz	https://www.encodeproject.org/files/ENCFF718VHT/@@download/ENCFF718VHT.bed.gz
TF ChIP-seq	ENCSR000BLK	ENCFF101SEZ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SRF	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	185e2e39fff28996da66ef81bd07af76	ENCFF101SEZ.bed.gz	https://www.encodeproject.org/files/ENCFF101SEZ/@@download/ENCFF101SEZ.bed.gz
TF ChIP-seq	ENCSR385IUC	ENCFF405EGZ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	TBX18	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	ee319f59c9da68b3c3a2e62d1871cce1	ENCFF405EGZ.bed.gz	https://www.encodeproject.org/files/ENCFF405EGZ/@@download/ENCFF405EGZ.bed.gz
TF ChIP-seq	ENCSR574VJG	ENCFF726LLI	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	NFIX	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	1e5101a483208df9577fa869d63f1701	ENCFF726LLI.bed.gz	https://www.encodeproject.org/files/ENCFF726LLI/@@download/ENCFF726LLI.bed.gz
TF ChIP-seq	ENCSR955LXM	ENCFF763XBV	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZBTB33	1, 2	ENCODE4 v1.8.1 GRCh38	ENCODE4	b24df0ea04ee9cacc9eeb47ebc740c48	ENCFF763XBV.bed.gz	https://www.encodeproject.org/files/ENCFF763XBV/@@download/ENCFF763XBV.bed.gz
TF ChIP-seq	ENCSR832OGB	ENCFF689HWD	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	LEF1	3, 4	ENCODE4 v1.6.1 GRCh38	ENCODE4	a7fa9430702e2544d5e897df739c3ce6	ENCFF689HWD.bed.gz	https://www.encodeproject.org/files/ENCFF689HWD/@@download/ENCFF689HWD.bed.gz
TF ChIP-seq	ENCSR058DRG	ENCFF558AJI	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	CEBPG	1, 2	ENCODE4 v1.8.0 GRCh38	ENCODE4	80d2e8c69d6dd36c8164a9c90a93367f	ENCFF558AJI.bed.gz	https://www.encodeproject.org/files/ENCFF558AJI/@@download/ENCFF558AJI.bed.gz
TF ChIP-seq	ENCSR475ZGL	ENCFF128YWS	bed narrowPeak	bed	conservative IDR thresholded peaks	GRCh38	MLX	1, 2	ENCODE4 v1.8.1 GRCh38	ENCODE4	24350c498e752e86a49b43b8e002c0d5	ENCFF128YWS.bed.gz	https://www.encodeproject.org/files/ENCFF128YWS/@@download/ENCFF128YWS.bed.gz
TF ChIP-seq	ENCSR047LSJ	ENCFF547PES	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	TAF15	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	4d98f1e45910568c7726f6158504ef05	ENCFF547PES.bed.gz	https://www.encodeproject.org/files/ENCFF547PES/@@download/ENCFF547PES.bed.gz
TF ChIP-seq	ENCSR264LYE	ENCFF106ECV	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ESRRB	1, 2	ENCODE4 v1.5.0 GRCh38	ENCODE4	cd4161b4053afad690c7564591f849dc	ENCFF106ECV.bed.gz	https://www.encodeproject.org/files/ENCFF106ECV/@@download/ENCFF106ECV.bed.gz
TF ChIP-seq	ENCSR056VYW	ENCFF822FXR	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF174	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	b871a819e7c7c148ebea2615431ab461	ENCFF822FXR.bed.gz	https://www.encodeproject.org/files/ENCFF822FXR/@@download/ENCFF822FXR.bed.gz
TF ChIP-seq	ENCSR133DMU	ENCFF473NCJ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	RERE	1, 2	ENCODE4 v1.8.0 GRCh38	ENCODE4	1d9e0bcd88f84d61c4c9e3894fe480ac	ENCFF473NCJ.bed.gz	https://www.encodeproject.org/files/ENCFF473NCJ/@@download/ENCFF473NCJ.bed.gz
TF ChIP-seq	ENCSR011WGT	ENCFF009RFC	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	GABPB1	1, 2	ENCODE4 v1.8.0 GRCh38	ENCODE4	03f477652819abc2afd90b296805750a	ENCFF009RFC.bed.gz	https://www.encodeproject.org/files/ENCFF009RFC/@@download/ENCFF009RFC.bed.gz
TF ChIP-seq	ENCSR085XDP	ENCFF793HSJ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ATF1	1, 2	ENCODE4 v1.8.0 GRCh38	ENCODE4	f283121cf720ccd5a649027a808132e6	ENCFF793HSJ.bed.gz	https://www.encodeproject.org/files/ENCFF793HSJ/@@download/ENCFF793HSJ.bed.gz
TF ChIP-seq	ENCSR269BSA	ENCFF882ZEN	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	MED1	1, 2	ENCODE4 v1.8.1 GRCh38	ENCODE4	6e2d95977cfa1af407ca7e8f83be4aae	ENCFF882ZEN.bed.gz	https://www.encodeproject.org/files/ENCFF882ZEN/@@download/ENCFF882ZEN.bed.gz
TF ChIP-seq	ENCSR663NFC	ENCFF122FTW	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	STAT5B	1, 2	ENCODE4 v1.8.0 GRCh38	ENCODE4	421d6b795d4094e484dbf5dec6b16447	ENCFF122FTW.bed.gz	https://www.encodeproject.org/files/ENCFF122FTW/@@download/ENCFF122FTW.bed.gz
TF ChIP-seq	ENCSR669NFS	ENCFF075OIT	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ARNT	3, 4	ENCODE4 v1.6.1 GRCh38	ENCODE4	db4a19145e2b2144a4e9498d7418fe63	ENCFF075OIT.bed.gz	https://www.encodeproject.org/files/ENCFF075OIT/@@download/ENCFF075OIT.bed.gz
TF ChIP-seq	ENCSR000ATV	ENCFF068OEJ	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	CBX3	1	ENCODE4 v1.6.1 GRCh38	ENCODE4	1f7ce549f03d8503fbc0a290ef11124d	ENCFF068OEJ.bed.gz	https://www.encodeproject.org/files/ENCFF068OEJ/@@download/ENCFF068OEJ.bed.gz
TF ChIP-seq	ENCSR000EFV	ENCFF171FVU	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	MAX	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	95bbaa2394396f8a84d23f250ba96936	ENCFF171FVU.bed.gz	https://www.encodeproject.org/files/ENCFF171FVU/@@download/ENCFF171FVU.bed.gz
TF ChIP-seq	ENCSR000BGX	ENCFF742ZHT	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SIX5	1, 2	ENCODE4 v1.6.1 GRCh38	ENCODE4	5ea58f1ab62c3f9c839f1d95b10650e8	ENCFF742ZHT.bed.gz	https://www.encodeproject.org/files/ENCFF742ZHT/@@download/ENCFF742ZHT.bed.gz
TF ChIP-seq	ENCSR008DOU	ENCFF656THP	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	SNAPC5	1, 2	ENCODE4 v1.8.0 GRCh38	ENCODE4	27215ed734f62f7ef788380f8747740e	ENCFF656THP.bed.gz	https://www.encodeproject.org/files/ENCFF656THP/@@download/ENCFF656THP.bed.gz
TF ChIP-seq	ENCSR250WFW	ENCFF057RJK	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	RREB1	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	56228a73998ec8a51e279620f6b7e748	ENCFF057RJK.bed.gz	https://www.encodeproject.org/files/ENCFF057RJK/@@download/ENCFF057RJK.bed.gz
TF ChIP-seq	ENCSR166BAY	ENCFF916CTU	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZBTB1	1, 2	ENCODE4 v1.8.1 GRCh38	ENCODE4	3054b0984e217753d68182d1cbf23d04	ENCFF916CTU.bed.gz	https://www.encodeproject.org/files/ENCFF916CTU/@@download/ENCFF916CTU.bed.gz
TF ChIP-seq	ENCSR775NLJ	ENCFF645IVF	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	CHCHD3	1, 2	ENCODE4 v2.1.2 GRCh38	ENCODE4	a6784f53b50d72b4a38ac6b5ae29d030	ENCFF645IVF.bed.gz	https://www.encodeproject.org/files/ENCFF645IVF/@@download/ENCFF645IVF.bed.gz
TF ChIP-seq	ENCSR023OOE	ENCFF049MDN	bed narrowPeak	bed	IDR thresholded peaks	GRCh38	ZNF764	1, 2	ENCODE4 v1.4.0 GRCh38	ENCODE4	118e9af5b19781999d45cc4be5114a5e	ENCFF049MDN.bed.gz	https://www.encodeproject.org/files/ENCFF049MDN/@@download/ENCFF049MDN.bed.gz
