Chrom	ChromStart	ChromEnd	Region	Group
chr13	114019308	114020540	chr13:114019308-114020540	Distal:Active
chr13	114064239	114066048	chr13:114064239-114066048	Distal:Active
chr13	114098714	114099562	chr13:114098714-114099562	Distal:Active
chr13	114128532	114129234	chr13:114128532-114129234	Distal:Active
chr13	114222511	114223111	chr13:114222511-114223111	Distal:Active
chr13	114234595	114235468	chr13:114234595-114235468	Proximal:Active
chr13	114314003	114314951	chr13:114314003-114314951	Proximal:Active
chr14	19096639	19098125	chr14:19096639-19098125	Distal:Repressive
chr14	20116449	20117310	chr14:20116449-20117310	Distal:Active
chr14	20177266	20178239	chr14:20177266-20178239	Distal:Active
chr14	20262692	20262999	chr14:20262692-20262999	Distal:Active
chr14	20342526	20343901	chr14:20342526-20343901	Proximal:Active
chr14	20454522	20455978	chr14:20454522-20455978	Proximal:Active
chr14	20468932	20470461	chr14:20468932-20470461	Proximal:Active
chr14	20490354	20490960	chr14:20490354-20490960	Distal:Active
chr14	20961195	20961635	chr14:20961195-20961635	Distal:Active
chr14	20989634	20990547	chr14:20989634-20990547	Proximal:Active
chr14	21024124	21026130	chr14:21024124-21026130	Proximal:Active
chr14	21026922	21027475	chr14:21026922-21027475	Proximal:Active
chr14	21191199	21193363	chr14:21191199-21193363	Distal:Active
chr14	21308327	21309412	chr14:21308327-21309412	Distal:Active
chr14	21383292	21385261	chr14:21383292-21385261	Proximal:Active
chr14	21455643	21456739	chr14:21455643-21456739	Proximal:Active
chr14	21476345	21477634	chr14:21476345-21477634	Proximal:Active
chr14	21510704	21511900	chr14:21510704-21511900	Proximal:Active
chr14	22460340	22461187	chr14:22460340-22461187	Distal:Active
chr14	22519721	22520687	chr14:22519721-22520687	Distal:Active
chr14	22536649	22538133	chr14:22536649-22538133	Distal:Active
chr14	22588939	22589961	chr14:22588939-22589961	Proximal:Active
chr14	22713159	22713757	chr14:22713159-22713757	Distal:Active
chr14	22714891	22715712	chr14:22714891-22715712	Distal:Active
chr14	22766382	22767525	chr14:22766382-22767525	Proximal:Active
chr14	22796236	22797867	chr14:22796236-22797867	Distal:Active
chr14	22822674	22823297	chr14:22822674-22823297	Distal:Active
chr14	22824751	22825308	chr14:22824751-22825308	Distal:Active
chr14	22829550	22830544	chr14:22829550-22830544	Proximal:Active
chr14	22929091	22930066	chr14:22929091-22930066	Proximal:Active
chr14	22956203	22957698	chr14:22956203-22957698	Proximal:Active
chr14	22973445	22974007	chr14:22973445-22974007	Distal:Repressive
chr14	23006498	23007562	chr14:23006498-23007562	Distal:Active
chr14	23034292	23035487	chr14:23034292-23035487	Proximal:Active
chr14	23057307	23058502	chr14:23057307-23058502	Proximal:Repressive
chr14	23070852	23072124	chr14:23070852-23072124	Distal:Active
chr14	23078191	23079248	chr14:23078191-23079248	Distal:Active
chr14	23094560	23095949	chr14:23094560-23095949	Proximal:Active
chr14	23146058	23147020	chr14:23146058-23147020	Distal:Active
chr14	23160310	23161521	chr14:23160310-23161521	Distal:Active
chr14	23279686	23280641	chr14:23279686-23280641	Distal:Active
chr14	23301309	23302949	chr14:23301309-23302949	Proximal:Active
chr14	23306444	23307274	chr14:23306444-23307274	Proximal:Active
chr14	23402276	23402731	chr14:23402276-23402731	Distal:Active
chr14	23469065	23470003	chr14:23469065-23470003	Proximal:Active
chr14	23694494	23694807	chr14:23694494-23694807	Distal:Active
chr14	23931879	23933287	chr14:23931879-23933287	Distal:Active
chr14	23969854	23970186	chr14:23969854-23970186	Proximal:Active
chr14	24093665	24095889	chr14:24093665-24095889	Proximal:Active
chr14	24113711	24115476	chr14:24113711-24115476	Proximal:Active
chr14	24146379	24147941	chr14:24146379-24147941	Proximal:Active
chr14	24188114	24189068	chr14:24188114-24189068	Proximal:Active
chr14	24212896	24213844	chr14:24212896-24213844	Proximal:Active
chr14	24215516	24216381	chr14:24215516-24216381	Proximal:Active
chr14	24231700	24233252	chr14:24231700-24233252	Proximal:Active
chr14	24241943	24243355	chr14:24241943-24243355	Proximal:Active
chr14	24270847	24271918	chr14:24270847-24271918	Proximal:Active
chr14	24298949	24300510	chr14:24298949-24300510	Proximal:Active
chr14	24429635	24431022	chr14:24429635-24431022	Proximal:Active
chr14	24491531	24492300	chr14:24491531-24492300	Distal:Active
chr14	24687896	24688867	chr14:24687896-24688867	Distal:Active
chr14	24984172	24985768	chr14:24984172-24985768	Distal:Active
chr14	25047914	25048763	chr14:25047914-25048763	Distal:Active
chr14	26281166	26282087	chr14:26281166-26282087	Distal:Active
chr14	26843118	26843959	chr14:26843118-26843959	Distal:Active
chr14	27673016	27673819	chr14:27673016-27673819	Distal:Active
chr14	27845105	27846131	chr14:27845105-27846131	Distal:Active
chr14	28829816	28830686	chr14:28829816-28830686	Distal:Active
chr14	29805715	29806017	chr14:29805715-29806017	Distal:Active
chr14	30296076	30297794	chr14:30296076-30297794	Distal:Active
chr14	30474027	30474826	chr14:30474027-30474826	Distal:Active
chr14	30558708	30559937	chr14:30558708-30559937	Proximal:Active
chr14	30621347	30622813	chr14:30621347-30622813	Proximal:Active
chr14	30821939	30822976	chr14:30821939-30822976	Distal:Active
chr14	31031676	31032994	chr14:31031676-31032994	Distal:Active
chr14	31048440	31049043	chr14:31048440-31049043	Distal:Active
chr14	31059485	31059910	chr14:31059485-31059910	Distal:Active
chr14	31200254	31200740	chr14:31200254-31200740	Distal:Active
chr14	31229671	31230434	chr14:31229671-31230434	Distal:Active
chr14	31286594	31287159	chr14:31286594-31287159	Distal:Repressive
chr14	31419830	31421148	chr14:31419830-31421148	Proximal:Active
chr14	31560988	31561932	chr14:31560988-31561932	Proximal:Active
chr14	31901950	31902478	chr14:31901950-31902478	Distal:Active
chr14	31903010	31903523	chr14:31903010-31903523	Distal:Active
chr14	31937621	31938211	chr14:31937621-31938211	Distal:Active
chr14	32259542	32260086	chr14:32259542-32260086	Distal:Active
chr14	33359216	33360127	chr14:33359216-33360127	Distal:Active
chr14	33652516	33653244	chr14:33652516-33653244	Distal:Active
chr14	33851394	33851683	chr14:33851394-33851683	Distal:Repressive
chr14	33866394	33866973	chr14:33866394-33866973	Distal:Active
chr14	33916533	33918017	chr14:33916533-33918017	Distal:Active
chr14	33964409	33965654	chr14:33964409-33965654	Distal:Active
chr14	34043431	34044309	chr14:34043431-34044309	Distal:Active
chr14	34139055	34140509	chr14:34139055-34140509	Distal:Active
chr14	34331599	34332447	chr14:34331599-34332447	Distal:Active
chr14	34496590	34497692	chr14:34496590-34497692	Distal:Active
chr14	34539124	34540713	chr14:34539124-34540713	Proximal:Active
chr14	34692837	34694136	chr14:34692837-34694136	Distal:Active
chr14	35045920	35047130	chr14:35045920-35047130	Proximal:Active
chr14	35291792	35293024	chr14:35291792-35293024	Proximal:Active
chr14	35331614	35332223	chr14:35331614-35332223	Distal:Active
chr14	35365498	35366390	chr14:35365498-35366390	Distal:Active
chr14	35367069	35368357	chr14:35367069-35368357	Distal:Active
chr14	35384770	35386229	chr14:35384770-35386229	Distal:Active
chr14	35386590	35387206	chr14:35386590-35387206	Distal:Active
chr14	35826013	35827146	chr14:35826013-35827146	Proximal:Active
chr14	36089930	36090220	chr14:36089930-36090220	Distal:Active
chr14	36320105	36321184	chr14:36320105-36321184	Proximal:Active
chr14	36767633	36768171	chr14:36767633-36768171	Distal:Active
chr14	36847680	36848408	chr14:36847680-36848408	Distal:Active
chr14	36971171	36971807	chr14:36971171-36971807	Distal:Active
chr14	36975963	36977072	chr14:36975963-36977072	Distal:Active
chr14	37167639	37168032	chr14:37167639-37168032	Distal:Active
chr14	37187789	37188605	chr14:37187789-37188605	Distal:Active
chr14	39113895	39114755	chr14:39113895-39114755	Proximal:Active
chr14	39169881	39170803	chr14:39169881-39170803	Proximal:Active
chr14	39173945	39175829	chr14:39173945-39175829	Proximal:Active
chr14	40629327	40630351	chr14:40629327-40630351	Distal:Active
chr14	44316977	44317556	chr14:44316977-44317556	Distal:Active
chr14	44384533	44385643	chr14:44384533-44385643	Distal:Active
chr14	44448816	44449327	chr14:44448816-44449327	Distal:Active
chr14	44961087	44963058	chr14:44961087-44963058	Proximal:Active
chr14	45134000	45134896	chr14:45134000-45134896	Proximal:Active
chr14	45135709	45136437	chr14:45135709-45136437	Proximal:Active
chr14	45252514	45253597	chr14:45252514-45253597	Proximal:Active
chr14	49585920	49587106	chr14:49585920-49587106	Proximal:Active
chr14	49620214	49621531	chr14:49620214-49621531	Proximal:Active
chr14	49633571	49635780	chr14:49633571-49635780	Proximal:Active
chr14	49640814	49642138	chr14:49640814-49642138	Distal:Repressive
chr14	49687497	49688735	chr14:49687497-49688735	Proximal:Active
chr14	49861753	49863543	chr14:49861753-49863543	Proximal:Active
chr14	49892281	49894112	chr14:49892281-49894112	Proximal:Active
chr14	50002942	50003887	chr14:50002942-50003887	Distal:Active
chr14	50060918	50063107	chr14:50060918-50063107	Distal:Active
chr14	50116176	50117077	chr14:50116176-50117077	Proximal:Active
chr14	50320789	50321582	chr14:50320789-50321582	Distal:Active
chr14	50859379	50860659	chr14:50859379-50860659	Distal:Active
chr14	50955175	50956113	chr14:50955175-50956113	Distal:Active
chr14	51094947	51095588	chr14:51094947-51095588	Distal:Active
chr14	51239744	51240744	chr14:51239744-51240744	Proximal:Active
chr14	51651071	51652645	chr14:51651071-51652645	Distal:Active
chr14	52021034	52021681	chr14:52021034-52021681	Distal:Active
chr14	52552077	52553507	chr14:52552077-52553507	Proximal:Active
chr14	52706192	52707685	chr14:52706192-52707685	Proximal:Active
chr14	52729750	52730890	chr14:52729750-52730890	Proximal:Active
chr14	52950469	52951904	chr14:52950469-52951904	Distal:Repressive
chr14	53151775	53153782	chr14:53151775-53153782	Proximal:Active
chr14	54396510	54398274	chr14:54396510-54398274	Proximal:Active
chr14	54440792	54441766	chr14:54440792-54441766	Proximal:Active
chr14	54564990	54568198	chr14:54564990-54568198	Distal:Active
chr14	54803496	54804378	chr14:54803496-54804378	Distal:Repressive
chr14	54814086	54814418	chr14:54814086-54814418	Distal:Active
chr14	55026816	55027694	chr14:55026816-55027694	Proximal:Active
chr14	55051036	55052403	chr14:55051036-55052403	Proximal:Active
chr14	55102903	55103727	chr14:55102903-55103727	Distal:Active
chr14	55107882	55108781	chr14:55107882-55108781	Distal:Active
chr14	55270957	55272290	chr14:55270957-55272290	Proximal:Active
chr14	55411200	55412492	chr14:55411200-55412492	Proximal:Active
chr14	55796424	55797025	chr14:55796424-55797025	Proximal:Active
chr14	56199162	56199811	chr14:56199162-56199811	Distal:Active
chr14	56339870	56340502	chr14:56339870-56340502	Distal:Active
chr14	56556082	56556311	chr14:56556082-56556311	Distal:Active
chr14	56579439	56580344	chr14:56579439-56580344	Proximal:Active
chr14	56991549	56992777	chr14:56991549-56992777	Distal:Active
chr14	57008641	57010389	chr14:57008641-57010389	Distal:Active
chr14	57259135	57259871	chr14:57259135-57259871	Distal:Repressive
chr14	57389831	57391865	chr14:57389831-57391865	Proximal:Active
chr14	57865423	57865876	chr14:57865423-57865876	Distal:Repressive
chr14	58170907	58171747	chr14:58170907-58171747	Distal:Active
chr14	58244221	58245354	chr14:58244221-58245354	Proximal:Active
chr14	58426086	58428405	chr14:58426086-58428405	Proximal:Active
chr14	58645813	58647075	chr14:58645813-58647075	Distal:Active
chr14	58712143	58712746	chr14:58712143-58712746	Distal:Active
chr14	58749059	58749699	chr14:58749059-58749699	Distal:Active
chr14	59187842	59189312	chr14:59187842-59189312	Proximal:Active
chr14	59360899	59361795	chr14:59360899-59361795	Distal:Active
chr14	59900488	59901044	chr14:59900488-59901044	Distal:Repressive
chr14	60091390	60092506	chr14:60091390-60092506	Proximal:Active
chr14	60331166	60332097	chr14:60331166-60332097	Distal:Active
chr14	60734464	60735813	chr14:60734464-60735813	Proximal:Active
chr14	60934141	60934715	chr14:60934141-60934715	Distal:Active
chr14	60989408	60990254	chr14:60989408-60990254	Distal:Active
chr14	61103084	61104587	chr14:61103084-61104587	Distal:Active
chr14	61462641	61463231	chr14:61462641-61463231	Distal:Active
chr14	61552468	61553573	chr14:61552468-61553573	Distal:Active
chr14	61694938	61696413	chr14:61694938-61696413	Proximal:Active
chr14	63101407	63102349	chr14:63101407-63102349	Distal:Active
chr14	63453533	63454069	chr14:63453533-63454069	Distal:Active
chr14	63641283	63642748	chr14:63641283-63642748	Proximal:Active
chr14	63727252	63728481	chr14:63727252-63728481	Proximal:Repressive
chr14	64265843	64267032	chr14:64265843-64267032	Distal:Active
chr14	64279741	64280877	chr14:64279741-64280877	Distal:Active
chr14	64362917	64365158	chr14:64362917-64365158	Distal:Active
chr14	64387022	64388848	chr14:64387022-64388848	Proximal:Active
chr14	64503109	64505626	chr14:64503109-64505626	Proximal:Active
chr14	64658410	64659172	chr14:64658410-64659172	Distal:Active
chr14	64841217	64842466	chr14:64841217-64842466	Distal:Active
chr14	64844989	64845388	chr14:64844989-64845388	Distal:Active
chr14	65042420	65043563	chr14:65042420-65043563	Distal:Active
chr14	65044217	65045185	chr14:65044217-65045185	Distal:Active
chr14	65101813	65103491	chr14:65101813-65103491	Proximal:Active
chr14	65166961	65167495	chr14:65166961-65167495	Distal:Active
chr14	65330034	65330350	chr14:65330034-65330350	Distal:Repressive
chr14	66070622	66070958	chr14:66070622-66070958	Distal:Repressive
chr14	67240692	67242211	chr14:67240692-67242211	Proximal:Active
chr14	67359399	67360912	chr14:67359399-67360912	Proximal:Active
chr14	67414128	67414569	chr14:67414128-67414569	Distal:Active
chr14	67416047	67416724	chr14:67416047-67416724	Distal:Active
chr14	67418440	67420374	chr14:67418440-67420374	Distal:Active
chr14	67619400	67620238	chr14:67619400-67620238	Proximal:Active
chr14	67636209	67637077	chr14:67636209-67637077	Distal:Active
chr14	67679990	67681530	chr14:67679990-67681530	Distal:Active
chr14	67729061	67729454	chr14:67729061-67729454	Distal:Active
chr14	67816108	67816990	chr14:67816108-67816990	Proximal:Active
chr14	67819482	67820759	chr14:67819482-67820759	Proximal:Active
chr14	68295178	68296007	chr14:68295178-68296007	Distal:Active
chr14	68377286	68377850	chr14:68377286-68377850	Distal:Active
chr14	68483633	68484589	chr14:68483633-68484589	Distal:Active
chr14	68619905	68620688	chr14:68619905-68620688	Distal:Active
chr14	68651767	68652484	chr14:68651767-68652484	Distal:Active
chr14	68703070	68703357	chr14:68703070-68703357	Distal:Active
chr14	68719632	68720200	chr14:68719632-68720200	Distal:Active
chr14	68740919	68741182	chr14:68740919-68741182	Distal:Active
chr14	68749340	68750012	chr14:68749340-68750012	Distal:Active
chr14	68792864	68793785	chr14:68792864-68793785	Proximal:Active
chr14	68796938	68797609	chr14:68796938-68797609	Distal:Active
chr14	68824452	68825249	chr14:68824452-68825249	Distal:Active
chr14	68950852	68951638	chr14:68950852-68951638	Distal:Active
chr14	69101195	69102047	chr14:69101195-69102047	Distal:Active
chr14	69132808	69133872	chr14:69132808-69133872	Distal:Active
chr14	69191227	69192091	chr14:69191227-69192091	Proximal:Active
chr14	69397645	69399206	chr14:69397645-69399206	Proximal:Active
chr14	69651784	69653493	chr14:69651784-69653493	Distal:Active
chr14	69696617	69697419	chr14:69696617-69697419	Distal:Active
chr14	69701456	69702588	chr14:69701456-69702588	Distal:Active
chr14	69766694	69768110	chr14:69766694-69768110	Proximal:Active
chr14	69879257	69879682	chr14:69879257-69879682	Distal:Active
chr14	70223210	70224036	chr14:70223210-70224036	Distal:Active
chr14	70255206	70255810	chr14:70255206-70255810	Distal:Active
chr14	70475172	70475802	chr14:70475172-70475802	Distal:Active
chr14	70697918	70698633	chr14:70697918-70698633	Distal:Active
chr14	71129823	71131354	chr14:71129823-71131354	Distal:Active
chr14	71143354	71143988	chr14:71143354-71143988	Distal:Active
chr14	71361090	71362332	chr14:71361090-71362332	Distal:Active
chr14	71751016	71752234	chr14:71751016-71752234	Distal:Active
chr14	71856244	71856660	chr14:71856244-71856660	Distal:Active
chr14	72451001	72451401	chr14:72451001-72451401	Distal:Active
chr14	72608424	72608768	chr14:72608424-72608768	Distal:Active
chr14	72741688	72742715	chr14:72741688-72742715	Distal:Active
chr14	72776767	72777160	chr14:72776767-72777160	Distal:Active
chr14	72823142	72823921	chr14:72823142-72823921	Distal:Active
chr14	72869312	72870379	chr14:72869312-72870379	Distal:Active
chr14	72893073	72895177	chr14:72893073-72895177	Distal:Active
chr14	72907003	72908318	chr14:72907003-72908318	Distal:Active
chr14	73058065	73059271	chr14:73058065-73059271	Proximal:Active
chr14	73136017	73137182	chr14:73136017-73137182	Proximal:Active
chr14	73311076	73311608	chr14:73311076-73311608	Distal:Active
chr14	73452126	73453215	chr14:73452126-73453215	Distal:Active
chr14	73457581	73459183	chr14:73457581-73459183	Proximal:Active
chr14	73467348	73468203	chr14:73467348-73468203	Distal:Active
chr14	73612239	73613218	chr14:73612239-73613218	Distal:Active
chr14	73725679	73727496	chr14:73725679-73727496	Distal:Active
chr14	73740771	73742572	chr14:73740771-73742572	Distal:Active
chr14	73752914	73754282	chr14:73752914-73754282	Distal:Active
chr14	73851381	73853034	chr14:73851381-73853034	Proximal:Active
chr14	73886296	73887398	chr14:73886296-73887398	Proximal:Active
chr14	73949760	73950948	chr14:73949760-73950948	Proximal:Active
chr14	74084130	74085432	chr14:74084130-74085432	Proximal:Active
chr14	74301797	74303498	chr14:74301797-74303498	Proximal:Active
chr14	74401396	74402055	chr14:74401396-74402055	Distal:Active
chr14	74425643	74426454	chr14:74425643-74426454	Distal:Repressive
chr14	74492903	74494209	chr14:74492903-74494209	Proximal:Active
chr14	74619578	74620119	chr14:74619578-74620119	Distal:Active
chr14	74659960	74660785	chr14:74659960-74660785	Distal:Active
chr14	74762992	74763844	chr14:74762992-74763844	Proximal:Active
chr14	74881491	74883192	chr14:74881491-74883192	Proximal:Active
chr14	74922654	74923600	chr14:74922654-74923600	Proximal:Repressive
chr14	75002343	75003459	chr14:75002343-75003459	Proximal:Active
chr14	75025072	75025365	chr14:75025072-75025365	Distal:Active
chr14	75068884	75070278	chr14:75068884-75070278	Proximal:Active
chr14	75126447	75127731	chr14:75126447-75127731	Proximal:Active
chr14	75293938	75294946	chr14:75293938-75294946	Distal:Active
chr14	75441516	75443137	chr14:75441516-75443137	Distal:Active
chr14	75535916	75536185	chr14:75535916-75536185	Distal:Active
chr14	75539599	75540374	chr14:75539599-75540374	Distal:Active
chr14	75660640	75661690	chr14:75660640-75661690	Proximal:Active
chr14	75831329	75832331	chr14:75831329-75832331	Distal:Active
chr14	75985573	75986283	chr14:75985573-75986283	Proximal:Active
chr14	76151564	76152620	chr14:76151564-76152620	Proximal:Active
chr14	76256529	76258487	chr14:76256529-76258487	Distal:Active
chr14	76259091	76259560	chr14:76259091-76259560	Distal:Active
chr14	76772569	76773906	chr14:76772569-76773906	Distal:Active
chr14	76812148	76813216	chr14:76812148-76813216	Proximal:Active
chr14	76918315	76919484	chr14:76918315-76919484	Distal:Active
chr14	76956105	76957094	chr14:76956105-76957094	Distal:Active
chr14	76961617	76962436	chr14:76961617-76962436	Distal:Active
chr14	76977478	76978554	chr14:76977478-76978554	Distal:Active
chr14	77039914	77041076	chr14:77039914-77041076	Distal:Active
chr14	77059280	77060159	chr14:77059280-77060159	Distal:Active
chr14	77082098	77083303	chr14:77082098-77083303	Distal:Repressive
chr14	77133477	77134279	chr14:77133477-77134279	Distal:Repressive
chr14	77157988	77158775	chr14:77157988-77158775	Distal:Active
chr14	77208698	77208953	chr14:77208698-77208953	Distal:Repressive
chr14	77342646	77343371	chr14:77342646-77343371	Distal:Active
chr14	77406658	77407714	chr14:77406658-77407714	Distal:Active
chr14	77413850	77415144	chr14:77413850-77415144	Distal:Active
chr14	77760445	77762053	chr14:77760445-77762053	Proximal:Active
chr14	77918037	77918903	chr14:77918037-77918903	Distal:Active
chr14	77965801	77966373	chr14:77965801-77966373	Distal:Active
chr14	78047954	78048676	chr14:78047954-78048676	Distal:Active
chr14	78319337	78320839	chr14:78319337-78320839	Distal:Active
chr14	80930751	80931333	chr14:80930751-80931333	Distal:Active
chr14	80941206	80942306	chr14:80941206-80942306	Proximal:Active
chr14	81022785	81023838	chr14:81022785-81023838	Distal:Active
chr14	81162822	81163436	chr14:81162822-81163436	Distal:Active
chr14	81220666	81221840	chr14:81220666-81221840	Proximal:Active
chr14	81401716	81402877	chr14:81401716-81402877	Distal:Active
chr14	81423401	81423955	chr14:81423401-81423955	Distal:Active
chr14	81519204	81519856	chr14:81519204-81519856	Distal:Active
chr14	81533312	81534391	chr14:81533312-81534391	Proximal:Active
chr14	88562538	88563625	chr14:88562538-88563625	Proximal:Active
chr14	88682373	88682966	chr14:88682373-88682966	Distal:Active
chr14	88819818	88820141	chr14:88819818-88820141	Distal:Active
chr14	88824119	88825101	chr14:88824119-88825101	Proximal:Active
chr14	89000546	89000953	chr14:89000546-89000953	Distal:Active
chr14	89164164	89165873	chr14:89164164-89165873	Distal:Active
chr14	89468997	89470038	chr14:89468997-89470038	Distal:Active
chr14	89701295	89702192	chr14:89701295-89702192	Distal:Active
chr14	89954356	89955216	chr14:89954356-89955216	Proximal:Active
chr14	89955533	89956595	chr14:89955533-89956595	Proximal:Active
chr14	90256328	90257079	chr14:90256328-90257079	Proximal:Active
chr14	90382769	90384340	chr14:90382769-90384340	Distal:Active
chr14	90396536	90398624	chr14:90396536-90398624	Proximal:Active
chr14	90453065	90454920	chr14:90453065-90454920	Distal:Active
chr14	90500498	90501404	chr14:90500498-90501404	Distal:Active
chr14	90532813	90534325	chr14:90532813-90534325	Distal:Active
chr14	90556144	90557754	chr14:90556144-90557754	Distal:Active
chr14	90658471	90659135	chr14:90658471-90659135	Distal:Active
chr14	90801175	90801698	chr14:90801175-90801698	Distal:Active
chr14	90803424	90804456	chr14:90803424-90804456	Distal:Active
chr14	90827778	90828947	chr14:90827778-90828947	Distal:Active
chr14	91113703	91115734	chr14:91113703-91115734	Proximal:Active
chr14	91138364	91139271	chr14:91138364-91139271	Distal:Active
chr14	91154866	91155859	chr14:91154866-91155859	Distal:Repressive
chr14	91202071	91203000	chr14:91202071-91203000	Distal:Active
chr14	91267495	91268528	chr14:91267495-91268528	Distal:Active
chr14	91425112	91425973	chr14:91425112-91425973	Distal:Active
chr14	91509216	91511135	chr14:91509216-91511135	Proximal:Active
chr14	91613548	91614748	chr14:91613548-91614748	Distal:Active
chr14	92039301	92040818	chr14:92039301-92040818	Proximal:Active
chr14	92105917	92107026	chr14:92105917-92107026	Proximal:Active
chr14	92121062	92123180	chr14:92121062-92123180	Proximal:Active
chr14	92575258	92576167	chr14:92575258-92576167	Distal:Active
chr14	92665530	92666026	chr14:92665530-92666026	Distal:Active
chr14	92714646	92715101	chr14:92714646-92715101	Distal:Repressive
chr14	92748364	92748853	chr14:92748364-92748853	Distal:Active
chr14	92755593	92755816	chr14:92755593-92755816	Distal:Active
chr14	92793819	92794824	chr14:92793819-92794824	Proximal:Active
chr14	92846549	92846824	chr14:92846549-92846824	Distal:Active
chr14	92994008	92996095	chr14:92994008-92996095	Distal:Active
chr14	93259018	93259373	chr14:93259018-93259373	Distal:Active
chr14	93269392	93270337	chr14:93269392-93270337	Distal:Active
chr14	93331409	93333529	chr14:93331409-93333529	Proximal:Active
chr14	93418616	93418891	chr14:93418616-93418891	Distal:Active
chr14	93733920	93735271	chr14:93733920-93735271	Distal:Repressive
chr14	93906628	93907034	chr14:93906628-93907034	Distal:Active
chr14	94026015	94026902	chr14:94026015-94026902	Distal:Active
chr14	94109572	94109892	chr14:94109572-94109892	Proximal:Active
chr14	94110483	94111123	chr14:94110483-94111123	Proximal:Active
chr14	94689595	94690036	chr14:94689595-94690036	Distal:Active
chr14	95534357	95535778	chr14:95534357-95535778	Proximal:Active
chr14	95620856	95621130	chr14:95620856-95621130	Distal:Active
chr14	96355866	96356244	chr14:96355866-96356244	Distal:Active
chr14	96361807	96364228	chr14:96361807-96364228	Proximal:Active
chr14	96484382	96484660	chr14:96484382-96484660	Distal:Repressive
chr14	96501665	96503028	chr14:96501665-96503028	Proximal:Active
chr14	96580808	96581661	chr14:96580808-96581661	Distal:Active
chr14	96756376	96757231	chr14:96756376-96757231	Distal:Active
chr14	96796963	96798274	chr14:96796963-96798274	Proximal:Active
chr14	96939780	96940385	chr14:96939780-96940385	Distal:Repressive
chr14	97021535	97022235	chr14:97021535-97022235	Distal:Active
chr14	97180393	97180629	chr14:97180393-97180629	Distal:Active
chr14	98984635	98985128	chr14:98984635-98985128	Distal:Active
chr14	99037952	99038241	chr14:99037952-99038241	Distal:Active
chr14	99360832	99361464	chr14:99360832-99361464	Distal:Active
chr14	99460458	99461237	chr14:99460458-99461237	Distal:Repressive
chr14	99480415	99481910	chr14:99480415-99481910	Proximal:Active
chr14	99606260	99606684	chr14:99606260-99606684	Distal:Active
chr14	99672682	99673040	chr14:99672682-99673040	Distal:Active
chr14	100018480	100018774	chr14:100018480-100018774	Distal:Active
chr14	100068152	100069195	chr14:100068152-100069195	Distal:Active
chr14	100192481	100193642	chr14:100192481-100193642	Distal:Active
chr14	100284857	100286124	chr14:100284857-100286124	Distal:Active
chr14	100304732	100305475	chr14:100304732-100305475	Proximal:Repressive
chr14	100375118	100376884	chr14:100375118-100376884	Proximal:Active
chr14	100408408	100408757	chr14:100408408-100408757	Distal:Active
chr14	100644642	100646155	chr14:100644642-100646155	Distal:Active
chr14	100662970	100663853	chr14:100662970-100663853	Distal:Active
chr14	100770683	100771798	chr14:100770683-100771798	Distal:Active
chr14	100790454	100791548	chr14:100790454-100791548	Distal:Active
chr14	100850942	100851723	chr14:100850942-100851723	Distal:Repressive
chr14	100865067	100865760	chr14:100865067-100865760	Distal:Active
chr14	100871242	100872532	chr14:100871242-100872532	Distal:Active
chr14	101072985	101073692	chr14:101072985-101073692	Distal:Active
chr14	101224801	101226024	chr14:101224801-101226024	Distal:Active
chr14	101359507	101361864	chr14:101359507-101361864	Distal:Active
chr14	101583852	101584937	chr14:101583852-101584937	Distal:Active
chr14	101677496	101678514	chr14:101677496-101678514	Distal:Active
chr14	101731150	101732416	chr14:101731150-101732416	Proximal:Active
chr14	101760209	101761750	chr14:101760209-101761750	Proximal:Repressive
chr14	101809607	101810461	chr14:101809607-101810461	Distal:Active
chr14	101817210	101817941	chr14:101817210-101817941	Distal:Active
chr14	101884462	101885495	chr14:101884462-101885495	Distal:Active
chr14	101947663	101949094	chr14:101947663-101949094	Distal:Active
chr14	102062956	102064170	chr14:102062956-102064170	Distal:Active
chr14	102076989	102079573	chr14:102076989-102079573	Distal:Repressive
chr14	102086518	102088784	chr14:102086518-102088784	Proximal:Active
chr14	102095271	102097066	chr14:102095271-102097066	Distal:Active
chr14	102235226	102235722	chr14:102235226-102235722	Distal:Active
chr14	102314030	102314703	chr14:102314030-102314703	Distal:Active
chr14	102319355	102320412	chr14:102319355-102320412	Proximal:Active
chr14	102418052	102418665	chr14:102418052-102418665	Distal:Repressive
chr14	102516461	102517713	chr14:102516461-102517713	Distal:Active
chr14	102532279	102532507	chr14:102532279-102532507	Distal:Active
chr14	102533600	102533972	chr14:102533600-102533972	Distal:Active
chr14	102551083	102553321	chr14:102551083-102553321	Distal:Active
chr14	102568060	102569003	chr14:102568060-102569003	Distal:Active
chr14	102628934	102630665	chr14:102628934-102630665	Distal:Active
chr14	102645613	102646357	chr14:102645613-102646357	Distal:Active
chr14	102757246	102758006	chr14:102757246-102758006	Distal:Active
chr14	102972792	102973192	chr14:102972792-102973192	Distal:Repressive
chr14	103010593	103011478	chr14:103010593-103011478	Distal:Active
chr14	103056922	103058193	chr14:103056922-103058193	Proximal:Repressive
chr14	103091169	103092137	chr14:103091169-103092137	Distal:Active
chr14	103136675	103137420	chr14:103136675-103137420	Distal:Active
chr14	103209068	103209424	chr14:103209068-103209424	Distal:Active
chr14	103313877	103315732	chr14:103313877-103315732	Distal:Active
